"Species","Site_ID","Plot_ID","Country","Organization_Name","SiteType","Plot_Type","Plot_Size","tree_index","main_index","_parent_table_name","origin_table","Resample_Main_Plot","Resample_3x3_Subplot","Timeframe"
"None","1757","S0014CP01","Madagascar","CI Madagascar","Restoration","Control","3x3",1,237,"main","Nested_3x3_within_10x10_Control_2","0","0","Y0"
