"Species","Tree_Type","Tree_Count","size_class","Site_ID","Plot_ID","Country","Organization_Name","SiteType","Plot_Type","Plot_Size","tree_index","main_index","_parent_table_name","origin_table","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","PlantingPattern","Timeframe"
"Nuxia capitata","Present",1,"<1cm","1870","S0117MP4","Madagascar","Taotsara","Restoration","Restoration","1x1",250,1040,"main","Nested_1x1","Permanent","0","0","2m* 2m","Y0"
NA,"planted",NA,"<10cm planted","1870","S0117MP4","Madagascar","Taotsara","Restoration","Restoration","1x1",251,1040,"main","Nested_1x1","Permanent","0","0","2m* 2m","Y0"
NA,"planted",NA,"<10cm planted","1870","S0117MP4","Madagascar","Taotsara","Restoration","Restoration","1x1",252,1040,"main","Nested_1x1","Permanent","0","0","2m* 2m","Y0"
NA,"planted",NA,"<10cm planted","1870","S0127MP5","Madagascar","Taotsara","Restoration","Restoration","1x1",253,1041,"main","Nested_1x1","Permanent","2","0","5m * 5m","Y0"
NA,"planted",NA,"<10cm planted","1870","S0127MP5","Madagascar","Taotsara","Restoration","Restoration","1x1",254,1041,"main","Nested_1x1","Permanent","2","0","5m * 5m","Y0"
NA,"planted",NA,"<10cm planted","1870","S0127MP5","Madagascar","Taotsara","Restoration","Restoration","1x1",255,1041,"main","Nested_1x1","Permanent","2","0","5m * 5m","Y0"
NA,"planted",NA,"<10cm planted","1870","S0127MP5","Madagascar","Taotsara","Restoration","Restoration","1x1",256,1041,"main","Nested_1x1","Permanent","2","0","5m * 5m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1870","S0127MP6","Madagascar","Taotsara","Restoration","Restoration","1x1",257,1042,"main","Nested_1x1","Permanent","2","2","2m * 2m","Y0"
NA,"planted",NA,"<10cm planted","1870","S0127MP6","Madagascar","Taotsara","Restoration","Restoration","1x1",258,1042,"main","Nested_1x1","Permanent","2","2","2m * 2m","Y0"
"Albizzia gummifera","naturally_regenerating",2,"<1cm","1872","S0129MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",259,1043,"main","Nested_1x1","Permanent","2","2","5m * 5m","Y0"
NA,"planted",NA,"<10cm planted","1872","S0129MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",260,1043,"main","Nested_1x1","Permanent","2","2","5m * 5m","Y0"
NA,"naturally_regenerating",NA,"<1cm","1872","S0129MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",261,1043,"main","Nested_1x1","Permanent","2","2","5m * 5m","Y0"
NA,"planted",NA,"<10cm planted","1872","S0129MP2","Madagascar","Taotsara","Restoration","Restoration","1x1",262,1044,"main","Nested_1x1","Permanent","2","2","3m* 3m","Y0"
NA,"planted",NA,"<10cm planted","1872","S0129MP3","Madagascar","Taotsara","Restoration","Restoration","1x1",263,1045,"main","Nested_1x1","Permanent","2","2","5m * 5m","Y0"
NA,"planted",NA,"<10cm planted","1872","S0129MP3","Madagascar","Taotsara","Restoration","Restoration","1x1",264,1045,"main","Nested_1x1","Permanent","2","2","5m * 5m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1872","S0129MP4","Madagascar","Taotsara","Restoration","Restoration","1x1",265,1046,"main","Nested_1x1","Permanent","2","2","2m* 2m","Y0"
NA,"planted",NA,"<10cm planted","1872","S0129MP4","Madagascar","Taotsara","Restoration","Restoration","1x1",266,1046,"main","Nested_1x1","Permanent","2","2","2m* 2m","Y0"
"Trachylobium verrucosum","planted",1,"<10cm planted","1891","S0148MP38","Madagascar","Taotsara","Restoration","Restoration","1x1",267,1047,"main","Nested_1x1","Permanent","2","2","2m* 2m","Y0"
NA,"planted",NA,"<10cm planted","1891","S0148MP38","Madagascar","Taotsara","Restoration","Restoration","1x1",268,1047,"main","Nested_1x1","Permanent","2","2","2m* 2m","Y0"
NA,"planted",NA,"<10cm planted","1891","S0148MP38","Madagascar","Taotsara","Restoration","Restoration","1x1",269,1047,"main","Nested_1x1","Permanent","2","2","2m* 2m","Y0"
"Coffea arabica","planted",1,"<10cm planted","1891","S0148MP38","Madagascar","Taotsara","Restoration","Restoration","1x1",270,1048,"main","Nested_1x1","Permanent","2","1","3m* 6m","Y0"
"Coffea arabica","planted",1,"<10cm planted","1890","S0147MP5","Madagascar","Taotsara","Restoration","Restoration","1x1",271,1049,"main","Nested_1x1","Permanent","2","2","5m *5m","Y0"
NA,"planted",NA,"<10cm planted","1890","S0147MP5","Madagascar","Taotsara","Restoration","Restoration","1x1",272,1049,"main","Nested_1x1","Permanent","2","2","5m *5m","Y0"
NA,"naturally_regenerating",NA,"<1cm","1890","S0147MP5","Madagascar","Taotsara","Restoration","Restoration","1x1",273,1049,"main","Nested_1x1","Permanent","2","2","5m *5m","Y0"
"Trachylobium verrucosum","planted",1,"<10cm planted","1890","S0147MP6","Madagascar","Taotsara","Restoration","Restoration","1x1",274,1050,"main","Nested_1x1","Permanent","2","2","2m * 2m","Y0"
NA,"planted",NA,"<10cm planted","1890","S0147MP6","Madagascar","Taotsara","Restoration","Restoration","1x1",275,1050,"main","Nested_1x1","Permanent","2","2","2m * 2m","Y0"
NA,"planted",NA,"<10cm planted","1890","S0147MP6","Madagascar","Taotsara","Restoration","Restoration","1x1",276,1050,"main","Nested_1x1","Permanent","2","2","2m * 2m","Y0"
"Coffea arabica","planted",1,"<10cm planted","1890","S0147MP7","Madagascar","Taotsara","Restoration","Restoration","1x1",277,1051,"main","Nested_1x1","Permanent","2","0","3m* 6m","Y0"
NA,"naturally_regenerating",NA,"<1cm","1890","S0147MP8","Madagascar","Taotsara","Restoration","Restoration","1x1",278,1052,"main","Nested_1x1","Permanent","2","0","2m* 2m","Y0"
NA,"planted",NA,"<10cm planted","1890","S0147MP8","Madagascar","Taotsara","Restoration","Restoration","1x1",279,1052,"main","Nested_1x1","Permanent","2","0","2m* 2m","Y0"
NA,"planted",NA,"<10cm planted","1890","S0147MP8","Madagascar","Taotsara","Restoration","Restoration","1x1",280,1052,"main","Nested_1x1","Permanent","2","0","2m* 2m","Y0"
NA,"planted",NA,"<10cm planted","1890","S0147MP8","Madagascar","Taotsara","Restoration","Restoration","1x1",281,1052,"main","Nested_1x1","Permanent","2","0","2m* 2m","Y0"
NA,"planted",NA,"<10cm planted","1890","S0147MP8","Madagascar","Taotsara","Restoration","Restoration","1x1",282,1052,"main","Nested_1x1","Permanent","2","0","2m* 2m","Y0"
"Albizia lebbeck","planted",1,"<10cm planted","1851","S0108mp26","Madagascar","Taotsara","Restoration","Restoration","1x1",283,1054,"main","Nested_1x1","Permanent","2","2","2m×2m","Y0"
NA,"planted",NA,"<10cm planted","1851","S0108mp27","Madagascar","Taotsara","Restoration","Restoration","1x1",284,1055,"main","Nested_1x1","Permanent","2","2","2*2","Y0"
"Albizia lebbeck","planted",2,"<10cm planted","1851","S0108mp30","Madagascar","Taotsara","Restoration","Restoration","1x1",285,1060,"main","Nested_1x1","Permanent","2","2","3*3","Y0"
"Coffea","planted",1,"<10cm planted","1851","SO108mp50","Madagascar","Taotsara","Restoration","Restoration","1x1",286,1064,"main","Nested_1x1","Permanent","2","2","3*6","Y0"
NA,"planted",NA,"<10cm planted","1836","S0093mp2","Madagascar","Taotsara","Restoration","Restoration","1x1",287,1075,"main","Nested_1x1","Permanent","2","2","10*10","Y0"
"Citrus sinensis","planted",1,"<10cm planted","1836","S0093mp3","Madagascar","Taotsara","Restoration","Restoration","1x1",288,1077,"main","Nested_1x1","Permanent","2","2","7*7","Y0"
"Tambourissa madagascariensis","Present",4,"<1cm","1862","S0119MP7","Madagascar","Taotsara","Restoration","Restoration","1x1",289,1080,"main","Nested_1x1","Permanent","2","2","1*1","Y0"
"Trachylobium verrucosum","planted",1,"<10cm planted","1839","S0096mp8","Madagascar","Taotsara","Restoration","Restoration","1x1",290,1090,"main","Nested_1x1","Permanent","2","2","2*2","Y0"
NA,"Present",NA,"<1cm","1839","S0096MP03","Madagascar","Taotsara","Restoration","Restoration","1x1",291,1097,"main","Nested_1x1","Permanent","2","1","10*10","Y0"
"Psidium Guyavia","planted",3,"<10cm planted","1821","S0078mp3","Madagascar","Taotsara","Restoration","Restoration","1x1",292,1110,"main","Nested_1x1","Permanent","2","2","3*6","Y0"
"Intsia bijuga","planted",1,"<10cm planted","1851","S0108MP57","Madagascar","Taotsara","Restoration","Restoration","1x1",293,1117,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Coffea","planted",1,"<10cm planted","1861","S0118mp3","Madagascar","Taotsara","Restoration","Restoration","1x1",294,1136,"main","Nested_1x1","Permanent","2","2","3*6","Y0"
"Coffea","planted",1,"<10cm planted","1861","S0118mp4","Madagascar","Taotsara","Restoration","Restoration","1x1",295,1139,"main","Nested_1x1","Permanent","2","2","3*6","Y0"
"Albizia lebbeck","planted",1,"<10cm planted","1860","S0117mp2","Madagascar","Taotsara","Restoration","Restoration","1x1",296,1148,"main","Nested_1x1","Permanent","2","2","2*2","Y0"
"Trachylobium verrucosum","planted",1,"<10cm planted","1824","S0081MP2","Madagascar","Taotsara","Restoration","Restoration","1x1",297,1162,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
NA,"planted",NA,"<10cm planted","1891","S0148mp7","Madagascar","Taotsara","Restoration","Restoration","1x1",298,1168,"main","Nested_1x1","Permanent","2","2","2*2","Y0"
"Psidium guoyavia","naturally_regenerating",2,"<1cm","1840","S0097MP14","Madagascar","Taotsara","Restoration","Restoration","1x1",299,1170,"main","Nested_1x1","Permanent","0","2","10m*10m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1840","S0097MP15","Madagascar","Taotsara","Restoration","Restoration","1x1",300,1172,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Trachylobium verrucosum","planted",1,"<10cm planted","1840","S0097MP18","Madagascar","Taotsara","Restoration","Restoration","1x1",301,1179,"main","Nested_1x1","Permanent","0","2","2m*2m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1850","S0107MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",302,1182,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Trema humbertii","naturally_regenerating",1,"<1cm","1842","S0099MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",303,1187,"main","Nested_1x1","Permanent","2","2","10m*10m","Y0"
"Nuxia capitata","naturally_regenerating",3,"<1cm","1823","S0080MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",304,1189,"main","Nested_1x1","Permanent","2","2","5m*5m","Y0"
"Psidium guoyavia","naturally_regenerating",3,"<1cm","1823","S0080MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",305,1189,"main","Nested_1x1","Permanent","2","2","5m*5m","Y0"
"Albizia lebbeck","planted",1,"<10cm planted","1821","S0079MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",306,1192,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"psiadia altissima","naturally_regenerating",1,"<1cm","1821","S0079MP2","Madagascar","Taotsara","Restoration","Restoration","1x1",307,1194,"main","Nested_1x1","Permanent","0","2","2m*2m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1821","S0079MP3","Madagascar","Taotsara","Restoration","Restoration","1x1",308,1195,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Psidium guoyavia","naturally_regenerating",3,"<1cm","1822","S0079MP4","Madagascar","Taotsara","Restoration","Restoration","1x1",309,1196,"main","Nested_1x1","Permanent","2","2","3m*6m","Y0"
"Coffea arabica","planted",1,"<10cm planted","1822","S0079MP4","Madagascar","Taotsara","Restoration","Restoration","1x1",310,1196,"main","Nested_1x1","Permanent","2","2","3m*6m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1857","S0114MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",311,1197,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Intsia bijuga","planted",1,"<10cm planted","1877","S0134MP3","Madagascar","Taotsara","Restoration","Restoration","1x1",312,1199,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
NA,"don_t_know",NA,"<1cm","1882","S0139MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",313,1201,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Psorospermum amplifolium","naturally_regenerating",1,"<1cm","1877","S0134MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",314,1205,"main","Nested_1x1","Permanent","2","2","6m*6m","Y0"
"Trachylobium verrucosum","planted",1,"<10cm planted","1880","S0137MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",315,1206,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Psorospermum amplifolium","naturally_regenerating",10,"<1cm","1882","S0139MP3","Madagascar","Taotsara","Restoration","Restoration","1x1",316,1210,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Psorospermum amplifolium","naturally_regenerating",16,"<1cm","1882","S0139MP4","Madagascar","Taotsara","Restoration","Restoration","1x1",317,1211,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Coffea arabica","planted",1,"<10cm planted","1880","S0137MP3","Madagascar","Taotsara","Restoration","Restoration","1x1",318,1212,"main","Nested_1x1","Permanent","0","2","3m*6m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1880","S0137MP4","Madagascar","Taotsara","Restoration","Restoration","1x1",319,1213,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1881","S0138MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",320,1214,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Psidium guoyavia",NA,2,NA,"1887","S0144MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",321,1216,"main","Nested_1x1","Permanent","2","2","3m*6m","Y0"
"Harungana madagacariensis","planted",1,"<10cm planted","1795","S0052MP29","Madagascar","FAFIALA","Restoration","Restoration","1x1",322,1222,"main","Nested_1x1","Permanent","2","2","2m sur 2m","Y0"
"Nixua capitata","naturally_regenerating",2,"<1cm","1795","S0052MP30","Madagascar","FAFIALA","Restoration","Restoration","1x1",323,1224,"main","Nested_1x1","Permanent","2","2","2m sur 2m","Y0"
"Harungana madagascarinesis","planted",2,"<10cm planted","1795","S0052MP40","Madagascar","FAFIALA","Restoration","Restoration","1x1",324,1236,"main","Nested_1x1","Permanent","2","2","2m sur 2m","Y0"
"Harungana madagascarinesis","planted",1,"<10cm planted","1795","S0052MP 104","Madagascar","FAFIALA","Restoration","Restoration","1x1",325,1238,"main","Nested_1x1","Permanent","2","2","1.5m sur 1.5 m","Y0"
NA,"planted",NA,"<10cm planted","1795","S0052MP 104","Madagascar","FAFIALA","Restoration","Restoration","1x1",326,1238,"main","Nested_1x1","Permanent","2","2","1.5m sur 1.5 m","Y0"
NA,"planted",19,"<10cm planted","1795","S0052MP 104","Madagascar","FAFIALA","Restoration","Restoration","1x1",327,1238,"main","Nested_1x1","Permanent","2","2","1.5m sur 1.5 m","Y0"
"Intsui bijuga","planted",1,"<10cm planted","1795","S0052MP 55","Madagascar","FAFIALA","Restoration","Restoration","1x1",328,1248,"main","Nested_1x1","Permanent","2","2","1, 5m sur 1,5m","Y0"
NA,"planted",NA,"<10cm planted","1795","S0052MP 55","Madagascar","FAFIALA","Restoration","Restoration","1x1",329,1248,"main","Nested_1x1","Permanent","2","2","1, 5m sur 1,5m","Y0"
"Dracaena reflexa","planted",1,"<10cm planted","1795","S0052MP43","Madagascar","FAFIALA","Restoration","Restoration","1x1",330,1259,"main","Nested_1x1","Permanent","2","2","2m sur 2m","Y0"
"Dracaena reflexa","planted",1,"<10cm planted","1795","S0052MP31","Madagascar","FAFIALA","Restoration","Restoration","1x1",331,1265,"main","Nested_1x1","Permanent","2","0","2m*2m","Y0"
"Leucaena","planted",2,"<10cm planted","1795","Agrosylvopastory","Madagascar","FAFIALA","Restoration","Restoration","1x1",332,1266,"main","Nested_1x1","Permanent","0","2","50cm*50cm","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1795","S0052MP95","Madagascar","FAFIALA","Restoration","Restoration","1x1",333,1268,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Leucaena","planted",5,"<10cm planted","1795","S0052MP152","Madagascar","FAFIALA","Restoration","Restoration","1x1",334,1271,"main","Nested_1x1","Permanent","2","2","50cm*50cm","Y0"
NA,"naturally_regenerating",NA,"<1cm","1795","S0052MP152","Madagascar","FAFIALA","Restoration","Restoration","1x1",335,1271,"main","Nested_1x1","Permanent","2","2","50cm*50cm","Y0"
"Dracaena reflexa","planted",1,"<10cm planted","1795","S0052MP52","Madagascar","FAFIALA","Restoration","Restoration","1x1",336,1284,"main","Nested_1x1","Permanent","2","2","2 m sur 2m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1812","S0069MP25","Madagascar","FAFIALA","Restoration","Restoration","1x1",337,1285,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Dracaena reflexa","planted",1,"<10cm planted","1795","S0052 MP 162","Madagascar","FAFIALA","Restoration","Restoration","1x1",338,1286,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Harungana madagascarnesis","planted",1,"<10cm planted","1795","S0052MP58","Madagascar","FAFIALA","Restoration","Restoration","1x1",339,1287,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1812","S0069MP22","Madagascar","FAFIALA","Restoration","Restoration","1x1",340,1289,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Dracaena reflexa","planted",1,"<10cm planted","1795","S0052MP63","Madagascar","FAFIALA","Restoration","Restoration","1x1",341,1306,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Dracaena reflexa","naturally_regenerating",1,"<1cm","1795","S0052MP108","Madagascar","FAFIALA","Restoration","Restoration","1x1",342,1317,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Leucaena","planted",2,"<10cm planted","1812","S0069MP11","Madagascar","FAFIALA","Restoration","Restoration","1x1",343,1319,"main","Nested_1x1","Permanent","2","2","0,5m*0,5m","Y0"
NA,"naturally_regenerating",NA,"<1cm","1812","S0069MP11","Madagascar","FAFIALA","Restoration","Restoration","1x1",344,1319,"main","Nested_1x1","Permanent","2","2","0,5m*0,5m","Y0"
"Citrus sinensis",NA,1,NA,"1812","S0069MP13","Madagascar","FAFIALA","Restoration","Restoration","1x1",345,1320,"main","Nested_1x1","Permanent","0","0","4m*4m","Y0"
"Harungana madagascariensis","planted",2,"<10cm planted","1812","S0069MP37","Madagascar","FAFIALA","Restoration","Restoration","1x1",346,1323,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Dracaena reflexa","planted",2,"<10cm planted","1812","S0069MP40","Madagascar","FAFIALA","Restoration","Restoration","1x1",347,1325,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1812","S0069MPP41","Madagascar","FAFIALA","Restoration","Restoration","1x1",348,1329,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Harungana madagascariensis","planted",2,"<10cm planted","1812","S0069MP38","Madagascar","FAFIALA","Restoration","Restoration","1x1",349,1330,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Dracaena reflexa","planted",2,"<10cm planted","1812","S0069MP39","Madagascar","FAFIALA","Restoration","Restoration","1x1",350,1332,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Dracaena reflexa","planted",2,"<10cm planted","1812","S0069MP33","Madagascar","FAFIALA","Restoration","Restoration","1x1",351,1333,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Dracaena reflexa","planted",1,"<10cm planted","1795","S0052 MP 90","Madagascar","FAFIALA","Restoration","Restoration","1x1",352,1336,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Brachylaena perrieri","naturally_regenerating",4,"<1cm","1796","S0053MP5","Madagascar","FAFIALA","Restoration","Restoration","1x1",353,1337,"main","Nested_1x1","Permanent","0","0","2m sur 2m","Y0"
"Citrus sinensis","planted",1,"<10cm planted","1812","S0069MP09","Madagascar","FAFIALA","Restoration","Restoration","1x1",354,1338,"main","Nested_1x1","Permanent","0","0","4m*4m","Y0"
"Harungana madagascareinsis","planted",1,"<10cm planted","1797","S0054MP57","Madagascar","FAFIALA","Restoration","Restoration","1x1",355,1342,"main","Nested_1x1","Permanent","2","2","1,5*1,5m","Y0"
"Dracaena reflexa","planted",1,"<10cm planted","1797","S0054MP58","Madagascar","FAFIALA","Restoration","Restoration","1x1",356,1343,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Dracaena reflexa","planted",1,"<10cm planted","1797","S0054MP53","Madagascar","FAFIALA","Restoration","Restoration","1x1",357,1351,"main","Nested_1x1","Permanent","2","2","2m sur 2m","Y0"
"Psidium guajava","naturally_regenerating",25,"<1cm","1795","S0052MP138","Madagascar","FAFIALA","Restoration","Restoration","1x1",358,1353,"main","Nested_1x1","Permanent","2","1","4m*4m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1811","S0068MP1","Madagascar","FAFIALA","Restoration","Restoration","1x1",359,1354,"main","Nested_1x1","Permanent","0","0","2m*2m","Y0"
NA,"planted",NA,"<10cm planted","1811","S0068MP1","Madagascar","FAFIALA","Restoration","Restoration","1x1",360,1354,"main","Nested_1x1","Permanent","0","0","2m*2m","Y0"
NA,"naturally_regenerating",NA,"<1cm","1811","S0068MP1","Madagascar","FAFIALA","Restoration","Restoration","1x1",361,1354,"main","Nested_1x1","Permanent","0","0","2m*2m","Y0"
NA,"naturally_regenerating",NA,"<1cm","1811","S0068MP1","Madagascar","FAFIALA","Restoration","Restoration","1x1",362,1354,"main","Nested_1x1","Permanent","0","0","2m*2m","Y0"
NA,"naturally_regenerating",NA,"<1cm","1811","S0068MP1","Madagascar","FAFIALA","Restoration","Restoration","1x1",363,1354,"main","Nested_1x1","Permanent","0","0","2m*2m","Y0"
"Lecaena","planted",3,"<10cm planted","1795","S0052MP154","Madagascar","FAFIALA","Restoration","Restoration","1x1",364,1363,"main","Nested_1x1","Permanent","2","2","0,5m*05m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1795","S0052MP167","Madagascar","FAFIALA","Restoration","Restoration","1x1",365,1365,"main","Nested_1x1","Permanent","2","0","2 m sur 2m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1795","S0052MP16","Madagascar","FAFIALA","Restoration","Restoration","1x1",366,1367,"main","Nested_1x1","Permanent","2","2","1,5m*1,5m","Y0"
"Dracaena reflexa","planted",1,"<10cm planted","1795","S0052MP81","Madagascar","FAFIALA","Restoration","Restoration","1x1",367,1374,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Nuxia capitata","naturally_regenerating",1,"<1cm","1795","S0052MP81","Madagascar","FAFIALA","Restoration","Restoration","1x1",368,1374,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Tréma orientalis","planted",1,"<10cm planted","1795","S0052MP83","Madagascar","FAFIALA","Restoration","Restoration","1x1",369,1376,"main","Nested_1x1","Permanent","2","2","1,5m*1,5m","Y0"
"Dracaena reflexa","planted",2,"<10cm planted","1795","S0052MP87","Madagascar","FAFIALA","Restoration","Restoration","1x1",370,1379,"main","Nested_1x1","Permanent","2","2","1,5m*1,5m","Y0"
"Tréma orientalis","planted",1,"<10cm planted","1795","S0052MP88","Madagascar","FAFIALA","Restoration","Restoration","1x1",371,1380,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Dracaena reflexa","planted",1,"<10cm planted","1795","S0052MP93","Madagascar","FAFIALA","Restoration","Restoration","1x1",372,1381,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Nuxia capitata","naturally_regenerating",2,"<1cm","1803","S0060 MP 04","Madagascar","FAFIALA","Restoration","Restoration","1x1",373,1386,"main","Nested_1x1","Permanent","2","0","1.5m*1.5m","Y0"
"Luxa capitata","naturally_regenerating",1,"<1cm","1803","S0060 MP 18","Madagascar","FAFIALA","Restoration","Restoration","1x1",374,1389,"main","Nested_1x1","Permanent","2","1","2m*2m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1803","S0060 MP 18","Madagascar","FAFIALA","Restoration","Restoration","1x1",375,1389,"main","Nested_1x1","Permanent","2","1","2m*2m","Y0"
"Dracaena reflexa","planted",2,"<10cm planted","1795","S0052MP82","Madagascar","FAFIALA","Restoration","Restoration","1x1",376,1390,"main","Nested_1x1","Permanent","2","2","1,5m*1,5m","Y0"
"Tréma orientalis","planted",1,"<10cm planted","1795","S0052MP85","Madagascar","FAFIALA","Restoration","Restoration","1x1",377,1391,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Harungana madagascarnesis","Present",1,"<1cm","1795","S0052MP157","Madagascar","FAFIALA","Restoration","Restoration","1x1",378,1396,"main","Nested_1x1","Permanent","2","0","2m*2m","Y0"
"Harungana adagascarnesis","planted",1,"<10cm planted","1795","S0052MP157","Madagascar","FAFIALA","Restoration","Restoration","1x1",379,1396,"main","Nested_1x1","Permanent","2","0","2m*2m","Y0"
"Weinmania rutembergi","naturally_regenerating",1,"<1cm","1803","S0060 MP 03","Madagascar","FAFIALA","Restoration","Restoration","1x1",380,1398,"main","Nested_1x1","Permanent","2","0","2m*2m","Y0"
"Nuxia capitata","naturally_regenerating",1,"<1cm","1795","S0052MP94","Madagascar","FAFIALA","Restoration","Restoration","1x1",381,1402,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Harongana madagascariensis","planted",1,"<10cm planted","1795","S0052MP94","Madagascar","FAFIALA","Restoration","Restoration","1x1",382,1402,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Nuxia capitata","naturally_regenerating",1,"<1cm","1803","S0060 MP 11","Madagascar","FAFIALA","Restoration","Restoration","1x1",383,1406,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Harungana madagascariensis","planted",2,"<10cm planted","1803","S0060 MP 11","Madagascar","FAFIALA","Restoration","Restoration","1x1",384,1406,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Tréma orientalistes","planted",2,"<10cm planted","1795","S0052MP","Madagascar","FAFIALA","Restoration","Restoration","1x1",385,1409,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Intsia bijuga","planted",1,"<10cm planted","1795","S0052MP41","Madagascar","FAFIALA","Restoration","Restoration","1x1",386,1410,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
"Weinmania rutenbergii","naturally_regenerating",1,"<1cm","1803","S0060 MP 15","Madagascar","FAFIALA","Restoration","Restoration","1x1",387,1412,"main","Nested_1x1","Permanent","2","0","2m*2m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1799","S0056MP4","Madagascar","FAFIALA","Restoration","Restoration","1x1",388,1419,"main","Nested_1x1","Permanent","2","1","2m sur 2m","Y0"
"Harungana madagascariensis",NA,NA,NA,"1799","S0056MP3","Madagascar","FAFIALA","Restoration","Restoration","1x1",389,1422,"main","Nested_1x1","Permanent","2","2","2m sur 2m","Y0"
"Syzygium ormaticum","planted",1,"<10cm planted","1800","S0057MP3","Madagascar","FAFIALA","Restoration","Restoration","1x1",390,1424,"main","Nested_1x1","Permanent","2","1","7m sur 7m","Y0"
"Nuxia capitata","naturally_regenerating",1,"<1cm","1803","S0060 MP 06","Madagascar","FAFIALA","Restoration","Restoration","1x1",391,1425,"main","Nested_1x1","Permanent","2","0","2m*2m","Y0"
"Harungana madagascarnesis","planted",1,"<10cm planted","1812","S0069MP15","Madagascar","FAFIALA","Restoration","Restoration","1x1",392,1426,"main","Nested_1x1","Permanent","2","2","2m*2m","Y0"
