"Species","Tree_Type","size_class","Timeframe","Country","Organization_Name","Site_ID","SiteType","Plot_Size","Tree_Count","tree_index","main_index","_parent_table_name","origin_table","Resample_Main_Plot","Resample_3x3_Subplot"
"planted xmas tree","planted","small (planted)","Y0","Brazil","EMA","888","Restoration","30x15",25,1,25,"main","_30x15_Plot_Repeat_Planted_10c_001","0","2"
