"","tree_data._index","tree_data._parent_index","tree_data._parent_table_name","tree_data.Data_type","tree_data.Number_of_trees","tree_data.Species","tree_data.Tree_type","tree_data.plot_type","tree_data._parent_table"
"2219",1,101,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2220",1,102,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2221",1,103,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2222",1,104,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2223",1,1,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2224",1,2,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2225",1,3,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2226",1,4,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2227",1,5,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2228",1,6,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2229",1,7,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2230",1,8,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2231",1,9,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2232",1,10,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2233",1,11,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2234",1,12,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2235",1,13,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2236",1,14,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2237",1,15,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2238",1,16,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2239",1,17,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2240",1,18,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2241",1,19,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2242",1,20,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2243",1,21,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2244",1,22,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2245",1,23,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2246",1,24,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2247",1,25,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2248",1,26,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2249",1,27,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2250",1,28,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2251",1,29,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2252",1,30,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2253",1,31,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2254",1,32,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2255",1,33,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2256",1,34,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2257",1,35,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2258",1,36,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2259",1,37,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2260",1,38,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2261",1,39,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2262",1,40,"Tree_Species_0012",NA,"3","Avicenna Marina","Present","33x3m within 30x30m","main"
"2263",1,41,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2264",1,42,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2265",1,43,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2266",1,44,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2267",1,45,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2268",1,46,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2269",1,47,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2270",1,48,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2271",1,49,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2272",1,50,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2273",1,51,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2274",1,52,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2275",1,53,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2276",1,54,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2277",1,55,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2278",1,56,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2279",1,57,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2280",1,58,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2281",1,59,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2282",1,60,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2283",1,61,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2284",1,62,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2285",1,63,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2286",1,64,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2287",1,65,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2288",1,66,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2289",1,67,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2290",1,68,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2291",1,69,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2292",1,70,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2293",1,71,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2294",1,72,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2295",1,73,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2296",1,74,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2297",1,75,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2298",1,76,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2299",1,77,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2300",1,78,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2301",1,79,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2302",1,80,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2303",1,81,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2304",1,82,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2305",1,83,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2306",1,84,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2307",1,85,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2308",1,86,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2309",1,87,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2310",1,88,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2311",1,89,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2312",1,90,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2313",1,91,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2314",1,92,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2315",1,93,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2316",1,94,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2317",1,95,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2318",1,96,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2319",1,97,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2320",1,98,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2321",1,99,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2322",1,100,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2323",1,101,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2324",1,102,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2325",1,103,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2326",1,104,"Tree_Species_0012",NA,NA,NA,NA,"33x3m within 30x30m","main"
"2327",1,1,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2328",1,2,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2329",1,3,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2330",1,4,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2331",1,5,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2332",1,6,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2333",1,7,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2334",1,8,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2335",1,9,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2336",1,10,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2337",1,11,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2338",1,12,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2339",1,13,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2340",1,14,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2341",1,15,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2342",1,16,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2343",1,17,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2344",1,18,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2345",1,19,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2346",1,20,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2347",1,21,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2348",1,22,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2349",1,23,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2350",1,24,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2351",1,25,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2352",1,26,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2353",1,27,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2354",1,28,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2355",1,29,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2356",1,30,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2357",1,31,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2358",1,32,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2359",1,33,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2360",1,34,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2361",1,35,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2362",1,36,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2363",1,37,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2364",1,38,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2365",1,39,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2366",1,40,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2367",1,41,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2368",1,42,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2369",1,43,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2370",1,44,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2371",1,45,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2372",1,46,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2373",1,47,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2374",1,48,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2375",1,49,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2376",1,50,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2377",1,51,"Tree_Species_0012",NA,"1","Atriplex canescens","Present","Unk","main"
"2378",1,52,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2379",1,53,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2380",1,54,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2381",1,55,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2382",1,56,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2383",1,57,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2384",1,58,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2385",1,59,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2386",1,60,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2387",1,61,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2388",1,62,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2389",1,63,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2390",1,64,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2391",1,65,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2392",1,66,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2393",1,67,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2394",1,68,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2395",1,69,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2396",1,70,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2397",1,71,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2398",1,72,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2399",1,73,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2400",1,74,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2401",1,75,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2402",1,76,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2403",1,77,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2404",1,78,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2405",1,79,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2406",1,80,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2407",1,81,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2408",1,82,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2409",1,83,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2410",1,84,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2411",1,85,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2412",1,86,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2413",1,87,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2414",1,88,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2415",1,89,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2416",1,90,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2417",1,91,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2418",1,92,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2419",1,93,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2420",1,94,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2421",1,95,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2422",1,96,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2423",1,97,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2424",1,98,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2425",1,99,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2426",1,100,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2427",1,101,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2428",1,102,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2429",1,103,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
"2430",1,104,"Tree_Species_0012",NA,NA,NA,NA,"Unk","main"
