"","submitted_name","matched_name2","user_supplied_name","data_source_title","score","genus_name","family_data_out"
"200","Psidium guajava","Psidium guajava","Psidium guajava","Tropicos - Missouri Botanical Garden","0.988","Psidium","Myrtaceae"
"201","Psidium sartorianum","Psidium sartorianum","Psidium sartorianum","The International Plant Names Index","0.988","Psidium","Myrtaceae"
"202","Qercus","Quercus",NA,NA,NA,"Quercus","Fagaceae"
"203","Quercua","Quercus",NA,NA,NA,"Quercus","Fagaceae"
"204","quercus","Quercus",NA,NA,NA,"Quercus","Fagaceae"
"205","Quercus","Quercus","Quercus","The International Plant Names Index","0.75","Quercus","Fagaceae"
"206","Quercus","Quercus","Quercus","The International Plant Names Index","0.75","Quercus","Fagaceae"
"207","Quercus","Quercus","quercus","The International Plant Names Index","0.75","Quercus","Fagaceae"
"208","Quercus","Quercus","quercus","The International Plant Names Index","0.75","Quercus","Fagaceae"
"209","Quercus  rugosa","Quercus rugosa","Quercus  rugosa","Tropicos - Missouri Botanical Garden","0.988","Quercus","Fagaceae"
"210","Quercus robur","Quercus robur","Quercus robur","The International Plant Names Index","0.988","Quercus","Fagaceae"
"211","Quercus rugosa","Quercus rugosa","Quercus rugosa","Tropicos - Missouri Botanical Garden","0.988","Quercus","Fagaceae"
"212","Quercus rugosa nee","Quercus rugosa","Quercus rugosa nee","Tropicos - Missouri Botanical Garden","0.999","Quercus","Fagaceae"
"213","Quercus rugoza nee","Quercus rugosa","Quercus rugoza nee","Tropicos - Missouri Botanical Garden","0.75","Quercus","Fagaceae"
"214","Sandoricum vidalii","Sandoricum vidalii","Sandoricum vidalii","Tropicos - Missouri Botanical Garden","0.988","Sandoricum","Meliaceae"
"215","Sandoricum vidalii merr.","Sandoricum vidalii","Sandoricum vidalii Merr.","Tropicos - Missouri Botanical Garden","0.999","Sandoricum","Meliaceae"
"216","Sandoricum vidalii Merr.","Sandoricum vidalii",NA,NA,NA,"Sandoricum","Meliaceae"
"217","Sapindus saponaria","Sapindus saponaria","Sapindus saponaria","Tropicos - Missouri Botanical Garden","0.988","Sapindus","Sapindaceae"
"218","Sorbus aucuparia","Sorbus aucuparia","Sorbus aucuparia","Tropicos - Missouri Botanical Garden","0.988","Sorbus","Rosaceae"
"219","Sorbus torminalis","Sorbus torminalis","Sorbus torminalis","Tropicos - Missouri Botanical Garden","0.988","Sorbus","Rosaceae"
"220","Sorbus totminalis","Sorbus torminalis","Sorbus totminalis","Tropicos - Missouri Botanical Garden","0.75","Sorbus","Rosaceae"
"221","Spondia mombin","Spondias mombin","Spondia mombin","Tropicos - Missouri Botanical Garden","0.75","Spondias","Anacardiaceae"
"222","Spondias mombin","Spondias mombin","Spondias mombin","Tropicos - Missouri Botanical Garden","0.988","Spondias","Anacardiaceae"
"223","Swietenia foxworthyi","Swietenia","Swietenia foxworthyi","Tropicos - Missouri Botanical Garden","0.75","Swietenia","Meliaceae"
"224","Syzygium antisepticum","Syzygium antisepticum","Syzygium antisepticum","Tropicos - Missouri Botanical Garden","0.988","Syzygium","Myrtaceae"
"225","Syzygium nervosum","Syzygium nervosum","Syzygium nervosum","Tropicos - Missouri Botanical Garden","0.988","Syzygium","Myrtaceae"
"226","Talia cordata","Tilia cordata","Talia cordata","Tropicos - Missouri Botanical Garden","0.75","Tilia","Malvaceae"
"227","Taxus baccata","Taxus baccata","Taxus baccata","The International Plant Names Index","0.988","Taxus","Taxaceae"
"228","Tectona grandis","Tectona grandis","Tectona grandis","Tropicos - Missouri Botanical Garden","0.988","Tectona","Lamiaceae"
"229","Tectona grandis","Tectona grandis","Tectona grandis","Tropicos - Missouri Botanical Garden","0.988","Tectona","Lamiaceae"
"230","Tectona grandis","Tectona grandis","Tectona grandis","Tropicos - Missouri Botanical Garden","0.988","Tectona","Lamiaceae"
"231","Tectona grandis","Tectona grandis","Tectona grandis","Tropicos - Missouri Botanical Garden","0.988","Tectona","Lamiaceae"
"232","Terminalia microcarpa","Terminalia microcarpa","Terminalia microcarpa","Tropicos - Missouri Botanical Garden","0.988","Terminalia","Combretaceae"
"233","Terminalia nitens c.presl","Terminalia nitens","Terminalia nitens C.Presl","The International Plant Names Index","0.999","Terminalia","Combretaceae"
"234","Terminalia nitens C.Presl","Terminalia nitens",NA,NA,NA,"Terminalia","Combretaceae"
"235","Ternstroemia luquillensis","Ternstroemia luquillensis","Ternstroemia luquillensis","Tropicos - Missouri Botanical Garden","0.988","Ternstroemia","Pentaphylacaceae"
"236","Ternstroemia sylvatica","Ternstroemia sylvatica","Ternstroemia sylvatica","Tropicos - Missouri Botanical Garden","0.988","Ternstroemia","Pentaphylacaceae"
"237","Ternstroemia sylvatica","Ternstroemia sylvatica","Ternstroemia sylvatica","Tropicos - Missouri Botanical Garden","0.988","Ternstroemia","Pentaphylacaceae"
"238","Ternstroemia sylvatica","Ternstroemia sylvatica","Ternstroemia sylvatica","Tropicos - Missouri Botanical Garden","0.988","Ternstroemia","Pentaphylacaceae"
"239","Ternstroemia sylvatica","Ternstroemia sylvatica","Ternstroemia sylvatica","Tropicos - Missouri Botanical Garden","0.988","Ternstroemia","Pentaphylacaceae"
"240","Ternstroemia sylvstica","Ternstroemia sylvatica","Ternstroemia sylvstica","Tropicos - Missouri Botanical Garden","0.75","Ternstroemia","Pentaphylacaceae"
"241","Tibia cordata","Tilia cordata","Tibia cordata","Tropicos - Missouri Botanical Garden","0.75","Tilia","Malvaceae"
"242","Toona calantas","Toona calantas","Toona calantas","The International Plant Names Index","0.988","Toona","Meliaceae"
"243","Trichilia trifolia","Trichilia trifolia","Trichilia trifolia","Tropicos - Missouri Botanical Garden","0.988","Trichilia","Meliaceae"
"244","Ulmus mexicana","Ulmus mexicana","Ulmus mexicana","Tropicos - Missouri Botanical Garden","0.988","Ulmus","Ulmaceae"
"245","Verbesina myrioephala","Verbesina myriocephala","Verbesina myrioephala","Tropicos - Missouri Botanical Garden","0.75","Verbesina","Asteraceae"
"246","Vitex sp.","Vitex","Vitex Sp.","Tropicos - Missouri Botanical Garden","0.75","Vitex","Lamiaceae"
"247","Vitex Sp.","Vitex",NA,NA,NA,"Vitex","Lamiaceae"
"248","Autre espèce",NA,NA,NA,NA,NA,NA
"249","Beilschmedia glomerata","Beilschmiedia glomerata","Beilschmedia glomerata","Tropicos - Missouri Botanical Garden","0.75","Beilschmiedia","Lauraceae"
"250","Buchanania nitida","Buchanania nitida","Buchanania nitida","Tropicos - Missouri Botanical Garden","0.988","Buchanania","Anacardiaceae"
"251","Café","Cafe","Café","Tropicos - Missouri Botanical Garden","0.75","Cafe","Rubiaceae"
"252","Canarium asperum","Canarium asperum","Canarium asperum","Tropicos - Missouri Botanical Garden","0.988","Canarium","Burseraceae"
"253","Cochlolospermun vitifolium","Cochlolospermun vitifolium",NA,NA,NA,"Cochlolospermun","Bixaceae"
"254","Cupressus lusitanica var lindleyi","Cupressus lusitanica lindleyi","Cupressus lusitanica var lindleyi","Tropicos - Missouri Botanical Garden","0.999","Cupressus","Cupressaceae"
"255","Dalbergia calderonii","Dalbergia calderonii","Dalbergia calderonii","Tropicos - Missouri Botanical Garden","0.988","Dalbergia","Fabaceae"
"256","Dalbergia calderonii","Dalbergia calderonii","Dalbergia calderonii","Tropicos - Missouri Botanical Garden","0.988","Dalbergia","Fabaceae"
"257","Dalbergia calderonii","Dalbergia calderonii","Dalbergia calderonii","Tropicos - Missouri Botanical Garden","0.988","Dalbergia","Fabaceae"
"258","Dalbergia calderonii","Dalbergia calderonii","Dalbergia calderonii","Tropicos - Missouri Botanical Garden","0.988","Dalbergia","Fabaceae"
"259","Dehaasia triandra","Dehaasia triandra","Dehaasia triandra","Tropicos - Missouri Botanical Garden","0.988","Dehaasia","Lauraceae"
"260","Dimorphocalyx luzoniensis","Dimorphocalyx luzoniensis","Dimorphocalyx luzoniensis","Tropicos - Missouri Botanical Garden","0.988","Dimorphocalyx","Euphorbiaceae"
"261","Douglas",NA,NA,NA,NA,NA,NA
"262","Drypetes grandifolia","Drypetes grandifolia","Drypetes grandifolia","Tropicos - Missouri Botanical Garden","0.988","Drypetes","Putranjivaceae"
"263","Eugenia montalbanica","Eugenia montalbanica","Eugenia montalbanica","Tropicos - Missouri Botanical Garden","0.988","Eugenia","Myrtaceae"
"264","Fagus silvatica","Fagus silvatica","Fagus silvatica","Tropicos - Missouri Botanical Garden","0.988","Fagus","Fagaceae"
"265","fdf",NA,NA,NA,NA,NA,NA
"266","Folha composta",NA,NA,NA,NA,NA,NA
"267","Fraises exelsion",NA,NA,NA,NA,NA,"Rosaceae"
"268","Guatemala ulmifolia","Guatemala","Guatemala ulmifolia","The International Plant Names Index","0.75","Guatemala","Malvaceae"
"269","Guioa pleuropteris","Guioa pleuropteris","Guioa pleuropteris","Tropicos - Missouri Botanical Garden","0.988","Guioa","Sapindaceae"
"270","Inga spuria","Inga spuria","Inga spuria","The International Plant Names Index","0.988","Inga","Fabaceae"
"271","jd",NA,NA,NA,NA,NA,NA
"272","Koordersiodendron pinnatum","Koordersiodendron pinnatum","Koordersiodendron pinnatum","The International Plant Names Index","0.988","Koordersiodendron",NA
"273","Lambinana ( nom scientifique??)",NA,NA,NA,NA,NA,NA
"274","Lambinana (nom scientifique ?)",NA,NA,NA,NA,NA,NA
"275","Myristica philippinensis","Myristica philippinensis","Myristica philippinensis","The International Plant Names Index","0.988","Myristica","Myristicaeae"
"276","Não possue",NA,NA,NA,NA,NA,NA
"277","Nephelium rambutan","Nephelium rambutan","Nephelium rambutan","Tropicos - Missouri Botanical Garden","0.988","Nephelium","Sapindaceae"
"278","None",NA,NA,NA,NA,NA,NA
"279","Pas d'arbres inventoriées : Plus de 10cm(DBH)",NA,NA,NA,NA,NA,NA
"280","Pas d'arbres plus de 10cm (DBH)",NA,NA,NA,NA,NA,NA
"281","pas d'espece",NA,NA,NA,NA,NA,NA
"282","Pas d'espèces de 1 à 9,9 cm (DHP)",NA,NA,NA,NA,NA,NA
"283","Platymisciun dimhorphan","Platymisciun dimhorphan",NA,NA,NA,"Platymisciun","Fabaceae"
"284","Platymisciun dimhorphan","Platymisciun dimhorphan",NA,NA,NA,"Platymisciun","Fabaceae"
"285","Platymisciun dimhorphan","Platymisciun dimhorphan",NA,NA,NA,"Platymisciun","Fabaceae"
"286","Platymisciun dimhorphan","Platymisciun dimhorphan",NA,NA,NA,"Platymisciun","Fabaceae"
"287","Platymisciun dimhorphan donn.sm.","Platymisciun dimhorphan",NA,NA,NA,"Platymisciun","Fabaceae"
"288","Pouteria villamilii","Pouteria villamilii","Pouteria villamilii","Tropicos - Missouri Botanical Garden","0.988","Pouteria","Sapotaceae"
"289","Pronus solicifolia","Prunus salicifolia","Pronus solicifolia","Tropicos - Missouri Botanical Garden","0.75","Prunus","Rosaceae"
"290","Pronus solicifolia","Prunus salicifolia","Pronus solicifolia","Tropicos - Missouri Botanical Garden","0.75","Prunus","Rosaceae"
"291","Pronus solicifolia","Prunus salicifolia","Pronus solicifolia","Tropicos - Missouri Botanical Garden","0.75","Prunus","Rosaceae"
"292","Pronus solicifolia","Prunus salicifolia","Pronus solicifolia","Tropicos - Missouri Botanical Garden","0.75","Prunus","Rosaceae"
"293","Prunus salicifolia","Prunus salicifolia","Prunus salicifolia","The International Plant Names Index","0.988","Prunus","Rosaceae"
"294","Pseudosmodingium multifolium","Pseudosmodingium multifolium","Pseudosmodingium multifolium","Tropicos - Missouri Botanical Garden","0.988","Pseudosmodingium","Anacardiaceae"
"295","Pterospermum diversifolium Blume","",NA,NA,NA,NA,"Malvaceae"
"296","Pterospermum diversifolium blume","Pterospermum diversifolium","Pterospermum diversifolium Blume","Tropicos - Missouri Botanical Garden","0.999","Pterospermum","Malvaceae"
"297","Quercy robur","Quercus robar",NA,NA,NA,"Quercus","Fagaceae"
"298","Querus","Quercus robar",NA,NA,NA,"Quercus","Fagaceae"
"299","Sapium luzonicum","Sapium luzonicum","Sapium luzonicum","Tropicos - Missouri Botanical Garden","0.988","Sapium","Euphorbiaceae"
"300","sjdjd",NA,NA,NA,NA,NA,NA
"301","Species A",NA,NA,NA,NA,NA,NA
"302","Swintonia foxworthyi","Swintonia foxworthyi","Swintonia foxworthyi","Tropicos - Missouri Botanical Garden","0.988","Swintonia","Anacardiaceae"
"303","Syzygium costulatum","Syzygium costulatum","Syzygium costulatum","Tropicos - Missouri Botanical Garden","0.988","Syzygium","Myrtaceae"
"304","Syzygium xanthophyllum","Syzygium xanthophyllum","Syzygium xanthophyllum","Tropicos - Missouri Botanical Garden","0.988","Syzygium","Myrtaceae"
"305","Terminalia calamansanai","Terminalia calamansanai","Terminalia calamansanai","The International Plant Names Index","0.988","Terminalia","Combretaceae"
"306","Tristaniopsis decorticata (merr.)","Tristaniopsis decorticata","Tristaniopsis decorticata (Merr.)","Tropicos - Missouri Botanical Garden","0.988","Tristaniopsis","Myrtaceae"
"307","Tristaniopsis decorticata (Merr.)","Tristaniopsis decorticata",NA,NA,NA,"Tristaniopsis","Myrtaceae"
"308","Tristanosis decortecata","Tristaniopsis decorticata","Tristanosis decortecata","Tropicos - Missouri Botanical Garden","0.75","Tristaniopsis","Myrtaceae"
"309","Tritaxis malayana","Tritaxis malayana","Tritaxis malayana","Tropicos - Missouri Botanical Garden","0.988","Tritaxis","Euphorbiaceae"
"310","ueyeg",NA,NA,NA,NA,NA,NA
"311","Vernonia patens","Vernonia patens","Vernonia patens","Tropicos - Missouri Botanical Garden","0.988","Vernonia","Asteraceae"
"312","Vernonia patens","Vernonia patens","Vernonia patens","Tropicos - Missouri Botanical Garden","0.988","Vernonia","Asteraceae"
"313","Vernonia patens","Vernonia patens","Vernonia patens","Tropicos - Missouri Botanical Garden","0.988","Vernonia","Asteraceae"
"314","Vernonia patens","Vernonia patens","Vernonia patens","Tropicos - Missouri Botanical Garden","0.988","Vernonia","Asteraceae"
"315","Vijao",NA,NA,NA,NA,NA,NA
"316","Vijao",NA,NA,NA,NA,NA,NA
"317","Vijao",NA,NA,NA,NA,NA,NA
"318","Vijao",NA,NA,NA,NA,NA,NA
"319","yzyz",NA,NA,NA,NA,NA,NA
"320","Alicia niopides","Alicia","Alicia niopides","Tropicos - Missouri Botanical Garden","0.75","Alicia","Malpighiaceae"
"321","Alicia niopides","Alicia","Alicia niopides","Tropicos - Missouri Botanical Garden","0.75","Alicia","Malpighiaceae"
"322","Manga","Manga","Manga","The International Plant Names Index","0.75","Manga","Anacardiaceae"
