OBJECTID *,Shape *,Site_ID,Country,Org_Name,Site_Name,MERGE_SRC,Site Area (ha),Shape_Length,Shape_Area
282,Polygon ZM,35,Brazil,CERT,RESEX D,PPC_Brazil_CERT_2021_AllSites,25.32,0.027106,0.000021
283,Polygon ZM,36,Brazil,CERT,RESEX C,PPC_Brazil_CERT_2021_AllSites,113.7393,0.051296,0.000094
284,Polygon ZM,37,Brazil,CERT,RESEX B,PPC_Brazil_CERT_2021_AllSites,50.3491,0.029212,0.000041
285,Polygon ZM,38,Brazil,CERT,RESEX Rio Preto Jacundá - Poligono A (Área de Controle),PPC_Brazil_CERT_2021_AllSites,13.0442,0.013808,0.000011
286,Polygon ZM,38,Brazil,CERT,RESEX Rio Preto Jacundá - Poligono A (Restauração),PPC_Brazil_CERT_2021_AllSites,176.2556,0.054167,0.000145
287,Polygon ZM,48,Brazil,ISA,Fazenda Mateira - Grupo AFB,ISA_2021_FAZ_MATEIRA_AFB_Updated,2.3565,0.010158,0.000002
288,Polygon ZM,62,Australia,Greening Australia (GSL),Fleming/Wool Wool,AustraliaPPC090723_CleanInput,50.483,0.039114,0.000052
289,Polygon ZM,211,Philippines,CI Philippines,Puerto Princesa Subterranean River National Park Forest Corridor,Philippines_Merged2022_2023Sites_8.8.2023,90.1954,0.041114,0.000074
290,Polygon ZM,214,Australia,Greening Australia (GSL),Coleambally Block 5,AustraliaPPC090723_CleanInput,204.8727,0.079747,0.000202
291,Polygon ZM,227,Cambodia,CI-Cambodia,Peam_Bang_01,CAMBODIA_MERGE_8_29_23,3.3026,0.006776,0.000003
292,Polygon ZM,228,Cambodia,CI-Cambodia,Peam_Bang_02,CAMBODIA_MERGE_8_29_23,7.4831,0.013165,0.000006
293,Polygon ZM,251,Cambodia,CI-Cambodia,Ou Ta Prok 4,CAMBODIA_MERGE_8_29_23,50.2093,0.027971,0.000042
294,Polygon ZM,254,Cambodia,CI-Cambodia,Ou_Ta_Prok_05,CAMBODIA_MERGE_8_29_23,50.0286,0.031256,0.000042
295,Polygon ZM,255,Cambodia,CI-Cambodia,Kampong Prak 03,CAMBODIA_MERGE_8_29_23,17.237,0.015118,0.000014
296,Polygon ZM,256,Cambodia,CI-Cambodia,Kampong_Prak_05,CAMBODIA_MERGE_8_29_23,4.9957,0.023523,0.000004
297,Polygon ZM,257,Cambodia,CI-Cambodia,Anlong_Reang_01,CAMBODIA_MERGE_8_29_23,15.1971,0.017129,0.000013
298,Polygon ZM,259,Cambodia,CI-Cambodia,Boeng_Prasan_02,CAMBODIA_MERGE_8_29_23,2.9327,0.007559,0.000002
299,Polygon ZM,262,Cambodia,CI-Cambodia,Pov_Veuy_02,CAMBODIA_MERGE_8_29_23,4.9586,0.009059,0.000004
300,Polygon ZM,263,Cambodia,CI-Cambodia,Spean_Krong_02,CAMBODIA_MERGE_8_29_23,4.4188,0.008241,0.000004
301,Polygon ZM,264,Cambodia,CI-Cambodia,Spean_Krong_03,CAMBODIA_MERGE_8_29_23,4.8609,0.008712,0.000004
302,Polygon ZM,357,Colombia,CI COLOMBIA,A01,MUSESI_TERRAMATCH_SEPT,3.4637,0.009468,0.000003
303,Polygon ZM,358,Colombia,CI COLOMBIA,A10,MUSESI_TERRAMATCH_SEPT,1.0154,0.004412,0.000001
304,Polygon ZM,359,Colombia,CI COLOMBIA,A12,MUSESI_TERRAMATCH_SEPT,2.0565,0.005338,0.000002
305,Polygon ZM,361,Colombia,CI COLOMBIA,A16,MUSESI_TERRAMATCH_SEPT,2.8824,0.006728,0.000002
306,Polygon ZM,362,Colombia,CI COLOMBIA,A17,MUSESI_TERRAMATCH_SEPT,4.0663,0.007517,0.000003
307,Polygon ZM,363,Colombia,CI COLOMBIA,A03,MUSESI_TERRAMATCH_SEPT,3.0219,0.006497,0.000003
308,Polygon ZM,364,Colombia,CI COLOMBIA,A04,MUSESI_TERRAMATCH_SEPT,1.3179,0.00404,0.000001
309,Polygon ZM,365,Colombia,CI COLOMBIA,A07,MUSESI_TERRAMATCH_SEPT,2.6745,0.006712,0.000002
310,Polygon ZM,366,Colombia,CI COLOMBIA,A20,MUSESI_TERRAMATCH_SEPT,3.1732,0.010303,0.000003
311,Polygon ZM,367,Colombia,CI COLOMBIA,A21,MUSESI_TERRAMATCH_SEPT,1.6865,0.005079,0.000001
312,Polygon ZM,368,Colombia,CI COLOMBIA,A23,MUSESI_TERRAMATCH_SEPT,1.0976,0.004672,0.000001
313,Polygon ZM,369,Colombia,CI COLOMBIA,A24,MUSESI_TERRAMATCH_SEPT,1.3509,0.004543,0.000001
314,Polygon ZM,370,Colombia,CI COLOMBIA,A25,MUSESI_TERRAMATCH_SEPT,1.264,0.004664,0.000001
315,Polygon ZM,371,Colombia,CI COLOMBIA,A26,MUSESI_TERRAMATCH_SEPT,0.4227,0.00276,0
316,Polygon ZM,372,Colombia,CI COLOMBIA,A28,MUSESI_TERRAMATCH_SEPT,1.0299,0.003981,0.000001
317,Polygon ZM,373,Colombia,CI COLOMBIA,A29,MUSESI_TERRAMATCH_SEPT,1.136,0.005058,0.000001
318,Polygon ZM,374,Colombia,CI COLOMBIA,A30,MUSESI_TERRAMATCH_SEPT,1.0579,0.004236,0.000001
319,Polygon ZM,375,Colombia,CI COLOMBIA,A05,MUSESI_TERRAMATCH_SEPT,1.0503,0.003764,0.000001
320,Polygon ZM,377,Colombia,CI COLOMBIA,A27,MUSESI_TERRAMATCH_SEPT,0.9945,0.004417,0.000001
321,Polygon ZM,378,Colombia,CI COLOMBIA,A18,MUSESI_TERRAMATCH_SEPT,1.2884,0.004738,0.000001
322,Polygon ZM,379,Colombia,CI COLOMBIA,A35,MUSESI_TERRAMATCH_SEPT,1.3068,0.004492,0.000001
323,Polygon ZM,380,Colombia,CI COLOMBIA,K2,MUSESI_TERRAMATCH_SEPT,1.0417,0.003976,0.000001
324,Polygon ZM,382,Colombia,CI COLOMBIA,K3,MUSESI_TERRAMATCH_SEPT,1.4214,0.004295,0.000001
325,Polygon ZM,383,Colombia,CI COLOMBIA,K4,MUSESI_TERRAMATCH_SEPT,1.6659,0.004741,0.000001
326,Polygon ZM,384,Colombia,CI COLOMBIA,K5,MUSESI_TERRAMATCH_SEPT,2.3377,0.00587,0.000002
327,Polygon ZM,385,Colombia,CI COLOMBIA,K7,MUSESI_TERRAMATCH_SEPT,1.1672,0.004116,0.000001
328,Polygon ZM,386,Colombia,CI COLOMBIA,K8,MUSESI_TERRAMATCH_SEPT,1.2424,0.004057,0.000001
329,Polygon ZM,387,Colombia,CI COLOMBIA,K9,MUSESI_TERRAMATCH_SEPT,1.276,0.004292,0.000001
330,Polygon ZM,388,Colombia,CI COLOMBIA,K14,MUSESI_TERRAMATCH_SEPT,1.417,0.00904,0.000001
331,Polygon ZM,389,Colombia,CI COLOMBIA,K15,MUSESI_TERRAMATCH_SEPT,2.3111,0.010005,0.000002
332,Polygon ZM,390,Colombia,CI COLOMBIA,K17,MUSESI_TERRAMATCH_SEPT,2.1325,0.006765,0.000002
333,Polygon ZM,391,Colombia,CI COLOMBIA,K20,MUSESI_TERRAMATCH_SEPT,1.0524,0.005389,0.000001
334,Polygon ZM,392,Colombia,CI COLOMBIA,A22,MUSESI_TERRAMATCH_SEPT,1.4632,0.004604,0.000001
335,Polygon ZM,395,Colombia,CI COLOMBIA,A33,MUSESI_TERRAMATCH_SEPT,0.9134,0.003533,0.000001
336,Polygon ZM,396,Colombia,CI COLOMBIA,A34,MUSESI_TERRAMATCH_SEPT,0.8883,0.005271,0.000001
337,Polygon ZM,397,Colombia,CI COLOMBIA,A31,MUSESI_TERRAMATCH_SEPT,2.0063,0.006175,0.000002
338,Polygon ZM,398,Colombia,CI COLOMBIA,K1,MUSESI_TERRAMATCH_SEPT,0.8843,0.00362,0.000001
339,Polygon ZM,399,Colombia,CI COLOMBIA,K6,MUSESI_TERRAMATCH_SEPT,0.8558,0.003885,0.000001
340,Polygon ZM,400,Colombia,CI COLOMBIA,K10,MUSESI_TERRAMATCH_SEPT,0.6364,0.003518,0.000001
341,Polygon ZM,401,Colombia,CI COLOMBIA,K11,MUSESI_TERRAMATCH_SEPT,0.8343,0.004947,0.000001
342,Polygon ZM,402,Colombia,CI COLOMBIA,K12,MUSESI_TERRAMATCH_SEPT,0.9538,0.004592,0.000001
343,Polygon ZM,403,Colombia,CI COLOMBIA,K13,MUSESI_TERRAMATCH_SEPT,0.6455,0.00322,0.000001
344,Polygon ZM,404,Colombia,CI COLOMBIA,K18,MUSESI_TERRAMATCH_SEPT,0.4391,0.00337,0
345,Polygon ZM,405,Colombia,CI COLOMBIA,K19,MUSESI_TERRAMATCH_SEPT,0.6508,0.004429,0.000001
346,Polygon ZM,406,Colombia,CI COLOMBIA,A11,MUSESI_TERRAMATCH_SEPT,1.0494,0.004978,0.000001
347,Polygon ZM,407,Colombia,CI COLOMBIA,A14,MUSESI_TERRAMATCH_SEPT,0.9347,0.004332,0.000001
348,Polygon ZM,408,Colombia,CI COLOMBIA,A02,MUSESI_TERRAMATCH_SEPT,0.9309,0.00368,0.000001
349,Polygon ZM,409,Colombia,CI COLOMBIA,A06,MUSESI_TERRAMATCH_SEPT,0.8732,0.003794,0.000001
350,Polygon ZM,410,Colombia,CI COLOMBIA,A09,MUSESI_TERRAMATCH_SEPT,0.7706,0.003768,0.000001
351,Polygon ZM,411,Colombia,CI COLOMBIA,A19,MUSESI_TERRAMATCH_SEPT,4.5083,0.009596,0.000004
352,Polygon ZM,412,Colombia,CI COLOMBIA,A13,MUSESI_TERRAMATCH_SEPT,0.6489,0.003349,0.000001
353,Polygon ZM,414,Colombia,CI COLOMBIA,A32,MUSESI_TERRAMATCH_SEPT,1.0015,0.003676,0.000001
354,Polygon ZM,424,Colombia,CI COLOMBIA,K16,MUSESI_TERRAMATCH_SEPT,0.8193,0.005151,0.000001
355,Polygon ZM,425,Australia,Greening Australia (GSL),Camden Council,AustraliaPPC090723_CleanInput,3.1267,0.008048,0.000003
356,Polygon ZM,426,Australia,Greening Australia (GSL),VIC Property 1 (Gibson),AustraliaPPC090723_CleanInput,4.1265,0.016244,0.000004
357,Polygon ZM,427,Australia,Greening Australia (GSL),VIC Property 2,AustraliaPPC090723_CleanInput,0.8794,0.009591,0.000001
358,Polygon ZM,428,Australia,Greening Australia (GSL),VIC Property 4,AustraliaPPC090723_CleanInput,3.1387,0.007963,0.000003
359,Polygon ZM,429,Australia,Greening Australia (GSL),VIC Property 5,AustraliaPPC090723_CleanInput,2.9575,0.019072,0.000003
360,Polygon ZM,430,Australia,Greening Australia (GSL),VIC Property 6,AustraliaPPC090723_CleanInput,4.1693,0.010493,0.000004
361,Polygon ZM,431,Australia,Greening Australia (GSL),VIC Property 7,AustraliaPPC090723_CleanInput,1.9722,0.022697,0.000002
362,Polygon ZM,432,Australia,Greening Australia (GSL),VIC Property 8,AustraliaPPC090723_CleanInput,3.8017,0.026191,0.000004
363,Polygon ZM,433,Australia,Greening Australia (GSL),VIC Property 9,AustraliaPPC090723_CleanInput,0.7608,0.013009,0.000001
364,Polygon ZM,434,Australia,Greening Australia (GSL),VIC Property 10,AustraliaPPC090723_CleanInput,3.374,0.012038,0.000003
365,Polygon ZM,435,Australia,Greening Australia (GSL),VIC Property 11,AustraliaPPC090723_CleanInput,4.0272,0.01147,0.000004
366,Polygon ZM,436,Australia,Greening Australia (GSL),VIC Property 12,AustraliaPPC090723_CleanInput,5.1266,0.014167,0.000005
367,Polygon ZM,437,Australia,Greening Australia (GSL),VIC Property 13,AustraliaPPC090723_CleanInput,4.0166,0.012567,0.000004
368,Polygon ZM,438,Australia,Greening Australia (GSL),VIC Property 14,AustraliaPPC090723_CleanInput,19.0511,0.024945,0.00002
369,Polygon ZM,439,Australia,Greening Australia (GSL),VIC Property 15,AustraliaPPC090723_CleanInput,1.8201,0.006422,0.000002
370,Polygon ZM,440,Australia,Greening Australia (GSL),VIC Property 16,AustraliaPPC090723_CleanInput,8.3945,0.011596,0.000009
371,Polygon ZM,441,Australia,Greening Australia (GSL),VIC Property 17,AustraliaPPC090723_CleanInput,3.7433,0.011208,0.000004
372,Polygon ZM,442,Australia,Greening Australia (GSL),Shadwell,AustraliaPPC090723_CleanInput,23.2001,0.019835,0.000023
373,Polygon ZM,443,Australia,Greening Australia (GSL),Tuck,AustraliaPPC090723_CleanInput,177.0768,0.058304,0.000174
374,Polygon ZM,444,Australia,Greening Australia (GSL),Wilson,AustraliaPPC090723_CleanInput,32.1741,0.033204,0.000031
375,Polygon ZM,487,Australia,Greening Australia (GSL),Salt Creek,AustraliaPPC090723_CleanInput,16.5943,0.067727,0.000017
376,Polygon ZM,551,Australia,Greening Australia (GSL),Arthursleigh Treelines and River Paddock,AustraliaPPC090723_CleanInput,73.9149,0.135395,0.000073
377,Polygon ZM,553,Australia,Greening Australia (GSL),Wattagan,AustraliaPPC090723_CleanInput,7.6914,0.023062,0.000008
378,Polygon ZM,555,Australia,Greening Australia (GSL),Strathmore,AustraliaPPC090723_CleanInput,4.4352,0.017893,0.000004
379,Polygon ZM,556,Australia,Greening Australia (GSL),Bell,AustraliaPPC090723_CleanInput,18.3075,0.030624,0.000018
380,Polygon ZM,557,Australia,Greening Australia (GSL),Refshauge,AustraliaPPC090723_CleanInput,19.4033,0.021675,0.000019
381,Polygon ZM,739,Australia,Greening Australia (GSL),Wallaroo Wines 2022,AustraliaPPC090723_CleanInput,15.5271,0.042795,0.000015
382,Polygon ZM,740,Australia,Greening Australia (GSL),Power,AustraliaPPC090723_CleanInput,37.1686,0.028318,0.000037
383,Polygon ZM,741,Australia,Greening Australia (GSL),Crane,AustraliaPPC090723_CleanInput,20.2938,0.017647,0.00002
384,Polygon ZM,742,Australia,Greening Australia (GSL),Springfield,AustraliaPPC090723_CleanInput,6.0224,0.074906,0.000006
385,Polygon ZM,743,Australia,Greening Australia (GSL),McGrath,AustraliaPPC090723_CleanInput,1.0983,0.01289,0.000001
386,Polygon ZM,912,Colombia,CI COLOMBIA,B01,MUSESI_TERRAMATCH_SEPT,0.7193,0.004115,0.000001
387,Polygon ZM,914,Colombia,CI COLOMBIA,B03,MUSESI_TERRAMATCH_SEPT,2.3288,0.005893,0.000002
388,Polygon ZM,915,Colombia,CI COLOMBIA,B04,MUSESI_TERRAMATCH_SEPT,2.3584,0.006268,0.000002
389,Polygon ZM,916,Colombia,CI COLOMBIA,B05,MUSESI_TERRAMATCH_SEPT,2.7682,0.008345,0.000002
390,Polygon ZM,917,Colombia,CI COLOMBIA,B06,MUSESI_TERRAMATCH_SEPT,2.5118,0.00646,0.000002
391,Polygon ZM,918,Colombia,CI COLOMBIA,B07,MUSESI_TERRAMATCH_SEPT,2.004,0.005445,0.000002
392,Polygon ZM,919,Colombia,CI COLOMBIA,B08,MUSESI_TERRAMATCH_SEPT,1.4363,0.004452,0.000001
393,Polygon ZM,920,Colombia,CI COLOMBIA,B09,MUSESI_TERRAMATCH_SEPT,1.1576,0.00422,0.000001
394,Polygon ZM,921,Colombia,CI COLOMBIA,B10,MUSESI_TERRAMATCH_SEPT,1.6471,0.005407,0.000001
395,Polygon ZM,922,Colombia,CI COLOMBIA,B11,MUSESI_TERRAMATCH_SEPT,3.2791,0.007913,0.000003
396,Polygon ZM,923,Colombia,CI COLOMBIA,B12,MUSESI_TERRAMATCH_SEPT,1.4901,0.005083,0.000001
397,Polygon ZM,924,Colombia,CI COLOMBIA,B13,MUSESI_TERRAMATCH_SEPT,2.2437,0.007782,0.000002
398,Polygon ZM,925,Colombia,CI COLOMBIA,B14,MUSESI_TERRAMATCH_SEPT,1.673,0.00522,0.000001
399,Polygon ZM,926,Colombia,CI COLOMBIA,B15,MUSESI_TERRAMATCH_SEPT,2.2433,0.006154,0.000002
400,Polygon ZM,927,Colombia,CI COLOMBIA,B16,MUSESI_TERRAMATCH_SEPT,0.9765,0.003944,0.000001
401,Polygon ZM,928,Colombia,CI COLOMBIA,B17,MUSESI_TERRAMATCH_SEPT,1.0548,0.004965,0.000001
402,Polygon ZM,929,Colombia,CI COLOMBIA,B18,MUSESI_TERRAMATCH_SEPT,0.9369,0.003739,0.000001
403,Polygon ZM,930,Colombia,CI COLOMBIA,B19,MUSESI_TERRAMATCH_SEPT,1.8923,0.00625,0.000002
404,Polygon ZM,931,Colombia,CI COLOMBIA,B20,MUSESI_TERRAMATCH_SEPT,0.9119,0.003306,0.000001
405,Polygon ZM,932,Colombia,CI COLOMBIA,B21,MUSESI_TERRAMATCH_SEPT,4.2779,0.008252,0.000004
406,Polygon ZM,933,Colombia,CI COLOMBIA,B22,MUSESI_TERRAMATCH_SEPT,1.7572,0.005859,0.000001
407,Polygon ZM,934,Colombia,CI COLOMBIA,B23,MUSESI_TERRAMATCH_SEPT,0.9664,0.003685,0.000001
408,Polygon ZM,935,Colombia,CI COLOMBIA,B24,MUSESI_TERRAMATCH_SEPT,1.3001,0.004696,0.000001
409,Polygon ZM,936,Colombia,CI COLOMBIA,B25,MUSESI_TERRAMATCH_SEPT,2.3517,0.006345,0.000002
410,Polygon ZM,937,Colombia,CI COLOMBIA,B26,MUSESI_TERRAMATCH_SEPT,0.5099,0.003559,0
411,Polygon ZM,938,Colombia,CI COLOMBIA,B27,MUSESI_TERRAMATCH_SEPT,1.0798,0.004558,0.000001
412,Polygon ZM,939,Colombia,CI COLOMBIA,B28,MUSESI_TERRAMATCH_SEPT,1.6291,0.005411,0.000001
413,Polygon ZM,940,Colombia,CI COLOMBIA,B29,MUSESI_TERRAMATCH_SEPT,1.7174,0.008867,0.000001
414,Polygon ZM,941,Colombia,CI COLOMBIA,B30,MUSESI_TERRAMATCH_SEPT,1.6562,0.005088,0.000001
415,Polygon ZM,942,Colombia,CI COLOMBIA,B31,MUSESI_TERRAMATCH_SEPT,1.1429,0.006577,0.000001
416,Polygon ZM,943,Colombia,CI COLOMBIA,B33,MUSESI_TERRAMATCH_SEPT,0.9052,0.005341,0.000001
417,Polygon ZM,944,Colombia,CI COLOMBIA,B34,MUSESI_TERRAMATCH_SEPT,2.1922,0.006094,0.000002
418,Polygon ZM,945,Colombia,CI COLOMBIA,B35,MUSESI_TERRAMATCH_SEPT,1.9269,0.006041,0.000002
419,Polygon ZM,946,Colombia,CI COLOMBIA,B36,MUSESI_TERRAMATCH_SEPT,3.2585,0.007328,0.000003
420,Polygon ZM,947,Colombia,CI COLOMBIA,B37,MUSESI_TERRAMATCH_SEPT,0.1811,0.006636,0
421,Polygon ZM,948,Colombia,CI COLOMBIA,B38,MUSESI_TERRAMATCH_SEPT,0.6508,0.00273,0.000001
422,Polygon ZM,949,Colombia,CI COLOMBIA,B39,MUSESI_TERRAMATCH_SEPT,0.8213,0.003636,0.000001
423,Polygon ZM,950,Colombia,CI COLOMBIA,B40,MUSESI_TERRAMATCH_SEPT,3.6506,0.008598,0.000003
424,Polygon ZM,951,Colombia,CI COLOMBIA,B41,MUSESI_TERRAMATCH_SEPT,4.4053,0.008446,0.000004
425,Polygon ZM,952,Colombia,CI COLOMBIA,B42,MUSESI_TERRAMATCH_SEPT,1.7866,0.00722,0.000001
426,Polygon ZM,953,Colombia,CI COLOMBIA,B43,MUSESI_TERRAMATCH_SEPT,1.3649,0.004854,0.000001
427,Polygon ZM,954,Colombia,CI COLOMBIA,B44,MUSESI_TERRAMATCH_SEPT,1.6865,0.005329,0.000001
428,Polygon ZM,955,Colombia,CI COLOMBIA,B45,MUSESI_TERRAMATCH_SEPT,2.2244,0.005942,0.000002
429,Polygon ZM,956,Colombia,CI COLOMBIA,B46,MUSESI_TERRAMATCH_SEPT,1.9778,0.010644,0.000002
430,Polygon ZM,957,Colombia,CI COLOMBIA,B47,MUSESI_TERRAMATCH_SEPT,1.726,0.004739,0.000001
431,Polygon ZM,958,Colombia,CI COLOMBIA,C01,MUSESI_TERRAMATCH_SEPT,1.2009,0.004019,0.000001
432,Polygon ZM,959,Colombia,CI COLOMBIA,C02,MUSESI_TERRAMATCH_SEPT,1.3589,0.004256,0.000001
433,Polygon ZM,960,Colombia,CI COLOMBIA,C03,MUSESI_TERRAMATCH_SEPT,4.3389,0.007659,0.000004
434,Polygon ZM,961,Colombia,CI COLOMBIA,C04,MUSESI_TERRAMATCH_SEPT,0.6404,0.002828,0.000001
435,Polygon ZM,962,Colombia,CI COLOMBIA,C05,MUSESI_TERRAMATCH_SEPT,2.6569,0.006378,0.000002
436,Polygon ZM,963,Colombia,CI COLOMBIA,C06,MUSESI_TERRAMATCH_SEPT,1.0444,0.004241,0.000001
437,Polygon ZM,964,Colombia,CI COLOMBIA,C07,MUSESI_TERRAMATCH_SEPT,2.5057,0.006506,0.000002
438,Polygon ZM,965,Colombia,CI COLOMBIA,C08,MUSESI_TERRAMATCH_SEPT,0.4143,0.003369,0
439,Polygon ZM,966,Colombia,CI COLOMBIA,C09,MUSESI_TERRAMATCH_SEPT,0.714,0.004888,0.000001
440,Polygon ZM,967,Colombia,CI COLOMBIA,C11,MUSESI_TERRAMATCH_SEPT,2.3726,0.00625,0.000002
441,Polygon ZM,968,Colombia,CI COLOMBIA,C12,MUSESI_TERRAMATCH_SEPT,0.2461,0.001979,0
442,Polygon ZM,969,Colombia,CI COLOMBIA,C13,MUSESI_TERRAMATCH_SEPT,2.2164,0.006582,0.000002
443,Polygon ZM,970,Colombia,CI COLOMBIA,C14,MUSESI_TERRAMATCH_SEPT,0.6452,0.003253,0.000001
444,Polygon ZM,971,Colombia,CI COLOMBIA,C15,MUSESI_TERRAMATCH_SEPT,0.9352,0.003383,0.000001
445,Polygon ZM,972,Colombia,CI COLOMBIA,C16,MUSESI_TERRAMATCH_SEPT,0.2374,0.006092,0
446,Polygon ZM,973,Colombia,CI COLOMBIA,C17,MUSESI_TERRAMATCH_SEPT,0.5998,0.003182,0
447,Polygon ZM,974,Colombia,CI COLOMBIA,C18,MUSESI_TERRAMATCH_SEPT,1.5406,0.006873,0.000001
448,Polygon ZM,975,Colombia,CI COLOMBIA,C19,MUSESI_TERRAMATCH_SEPT,1.4405,0.005267,0.000001
449,Polygon ZM,976,Colombia,CI COLOMBIA,C20,MUSESI_TERRAMATCH_SEPT,1.5886,0.00661,0.000001
450,Polygon ZM,977,Colombia,CI COLOMBIA,C21,MUSESI_TERRAMATCH_SEPT,2.2249,0.006111,0.000002
451,Polygon ZM,978,Colombia,CI COLOMBIA,C22,MUSESI_TERRAMATCH_SEPT,0.3999,0.003333,0
452,Polygon ZM,979,Colombia,CI COLOMBIA,C23,MUSESI_TERRAMATCH_SEPT,0.2322,0.00188,0
453,Polygon ZM,980,Colombia,CI COLOMBIA,C24,MUSESI_TERRAMATCH_SEPT,1.3621,0.006167,0.000001
454,Polygon ZM,981,Colombia,CI COLOMBIA,C25,MUSESI_TERRAMATCH_SEPT,0.8758,0.004231,0.000001
455,Polygon ZM,982,Colombia,CI COLOMBIA,C27,MUSESI_TERRAMATCH_SEPT,0.519,0.005463,0
456,Polygon ZM,983,Colombia,CI COLOMBIA,C31,MUSESI_TERRAMATCH_SEPT,3.4105,0.012974,0.000003
457,Polygon ZM,984,Colombia,CI COLOMBIA,C32,MUSESI_TERRAMATCH_SEPT,4.5337,0.008472,0.000004
458,Polygon ZM,985,Colombia,CI COLOMBIA,D01,MUSESI_TERRAMATCH_SEPT,0.0191,0.000573,0
459,Polygon ZM,986,Colombia,CI COLOMBIA,D02,MUSESI_TERRAMATCH_SEPT,0.0149,0.000457,0
460,Polygon ZM,987,Colombia,CI COLOMBIA,D03,MUSESI_TERRAMATCH_SEPT,0.0092,0.000434,0
461,Polygon ZM,988,Colombia,CI COLOMBIA,D04,MUSESI_TERRAMATCH_SEPT,0.0045,0.000308,0
462,Polygon ZM,989,Colombia,CI COLOMBIA,D05,MUSESI_TERRAMATCH_SEPT,0.0089,0.000934,0
463,Polygon ZM,990,Colombia,CI COLOMBIA,D06,MUSESI_TERRAMATCH_SEPT,0.3679,0.002729,0
464,Polygon ZM,991,Colombia,CI COLOMBIA,D07,MUSESI_TERRAMATCH_SEPT,0.0032,0.000221,0
465,Polygon ZM,992,Colombia,CI COLOMBIA,D08,MUSESI_TERRAMATCH_SEPT,0.0001,0.000082,0
466,Polygon ZM,993,Colombia,CI COLOMBIA,D09,MUSESI_TERRAMATCH_SEPT,0.0023,0.000229,0
467,Polygon ZM,994,Colombia,CI COLOMBIA,D10,MUSESI_TERRAMATCH_SEPT,0.0007,0.000103,0
468,Polygon ZM,995,Colombia,CI COLOMBIA,D11,MUSESI_TERRAMATCH_SEPT,0.0074,0.000398,0
469,Polygon ZM,996,Colombia,CI COLOMBIA,D12,MUSESI_TERRAMATCH_SEPT,0.0019,0.000199,0
470,Polygon ZM,997,Colombia,CI COLOMBIA,D13,MUSESI_TERRAMATCH_SEPT,0.0062,0.000437,0
471,Polygon ZM,998,Colombia,CI COLOMBIA,D14,MUSESI_TERRAMATCH_SEPT,0.1083,0.001534,0
472,Polygon ZM,999,Colombia,CI COLOMBIA,D15,MUSESI_TERRAMATCH_SEPT,0.0022,0.000254,0
473,Polygon ZM,"1,000",Colombia,CI COLOMBIA,D16,MUSESI_TERRAMATCH_SEPT,0.0001,0.000156,0
474,Polygon ZM,"1,001",Colombia,CI COLOMBIA,D17,MUSESI_TERRAMATCH_SEPT,0.0467,0.00083,0
475,Polygon ZM,"1,002",Colombia,CI COLOMBIA,D18,MUSESI_TERRAMATCH_SEPT,0.0782,0.001193,0
476,Polygon ZM,"1,003",Colombia,CI COLOMBIA,D19,MUSESI_TERRAMATCH_SEPT,0.2998,0.001884,0
477,Polygon ZM,"1,004",Colombia,CI COLOMBIA,D20,MUSESI_TERRAMATCH_SEPT,0.285,0.001887,0
478,Polygon ZM,"1,005",Colombia,CI COLOMBIA,D21,MUSESI_TERRAMATCH_SEPT,0.0038,0.000647,0
479,Polygon ZM,"1,006",Colombia,CI COLOMBIA,D22,MUSESI_TERRAMATCH_SEPT,0.1666,0.00162,0
480,Polygon ZM,"1,007",Colombia,CI COLOMBIA,D23,MUSESI_TERRAMATCH_SEPT,0.0627,0.00125,0
481,Polygon ZM,"1,008",Colombia,CI COLOMBIA,D24,MUSESI_TERRAMATCH_SEPT,0.1877,0.00161,0
482,Polygon ZM,"1,009",Colombia,CI COLOMBIA,D25,MUSESI_TERRAMATCH_SEPT,0.0151,0.00072,0
483,Polygon ZM,"1,010",Colombia,CI COLOMBIA,D26,MUSESI_TERRAMATCH_SEPT,0.0129,0.000822,0
484,Polygon ZM,"1,011",Colombia,CI COLOMBIA,D27,MUSESI_TERRAMATCH_SEPT,0.0043,0.000482,0
485,Polygon ZM,"1,012",Colombia,CI COLOMBIA,D28,MUSESI_TERRAMATCH_SEPT,0.0014,0.000325,0
486,Polygon ZM,"1,013",Colombia,CI COLOMBIA,E01,MUSESI_TERRAMATCH_SEPT,2.2035,0.005684,0.000002
487,Polygon ZM,"1,014",Colombia,CI COLOMBIA,E02,MUSESI_TERRAMATCH_SEPT,0.8746,0.004519,0.000001
488,Polygon ZM,"1,015",Colombia,CI COLOMBIA,E03,MUSESI_TERRAMATCH_SEPT,0.3007,0.002009,0
489,Polygon ZM,"1,016",Colombia,CI COLOMBIA,E04,MUSESI_TERRAMATCH_SEPT,1.4773,0.004475,0.000001
490,Polygon ZM,"1,017",Colombia,CI COLOMBIA,E05,MUSESI_TERRAMATCH_SEPT,0.8278,0.003292,0.000001
491,Polygon ZM,"1,018",Colombia,CI COLOMBIA,E06,MUSESI_TERRAMATCH_SEPT,2.0679,0.005499,0.000002
492,Polygon ZM,"1,019",Colombia,CI COLOMBIA,E07,MUSESI_TERRAMATCH_SEPT,0.3054,0.002059,0
493,Polygon ZM,"1,020",Colombia,CI COLOMBIA,E09,MUSESI_TERRAMATCH_SEPT,0.2054,0.00191,0
