OBJECTID *,Shape *,Site_ID,Country,Org_Name,Site_Name,MERGE_SRC,Site Area (ha),Shape_Length,Shape_Area
75,Polygon ZM,"1,776",Madagascar,CI Madagascar,S0033,MADAGASCAR_CleanInput,4.0723,0.010046,0.000003
76,Polygon ZM,"1,777",Madagascar,CI Madagascar,S0034,MADAGASCAR_CleanInput,0.3173,0.001987,0
77,Polygon ZM,"1,778",Madagascar,CI Madagascar,S0035,MADAGASCAR_CleanInput,0.3624,0.002637,0
78,Polygon ZM,"1,779",Madagascar,CI Madagascar,S0036,MADAGASCAR_CleanInput,1.2408,0.008892,0.000001
79,Polygon ZM,"1,780",Madagascar,CI Madagascar,S0037,MADAGASCAR_CleanInput,3.1906,0.008749,0.000003
80,Polygon ZM,"1,781",Madagascar,CI Madagascar,S0038,MADAGASCAR_CleanInput,2.3233,0.010367,0.000002
81,Polygon ZM,"1,782",Madagascar,CI Madagascar,S0039,MADAGASCAR_CleanInput,0.389,0.002349,0
82,Polygon ZM,"1,783",Madagascar,CI Madagascar,S0040,MADAGASCAR_CleanInput,2.8756,0.008468,0.000002
83,Polygon ZM,"1,784",Madagascar,CI Madagascar,S0041,MADAGASCAR_CleanInput,0.0565,0.001139,0
84,Polygon ZM,"1,785",Madagascar,CI Madagascar,S0042,MADAGASCAR_CleanInput,6.3708,0.023106,0.000005
85,Polygon ZM,"1,786",Madagascar,CI Madagascar,S0043,MADAGASCAR_CleanInput,53.0578,0.101117,0.000045
86,Polygon ZM,"1,788",Madagascar,CI Madagascar,S0045,MADAGASCAR_CleanInput,14.3977,0.036902,0.000012
87,Polygon ZM,"1,789",Madagascar,CI Madagascar,S0046,MADAGASCAR_CleanInput,6.7253,0.024292,0.000006
88,Polygon ZM,"1,790",Madagascar,CI Madagascar,S0047,MADAGASCAR_CleanInput,1.7255,0.005496,0.000001
89,Polygon ZM,"1,791",Madagascar,CI Madagascar,S0048,MADAGASCAR_CleanInput,0.3331,0.002472,0
90,Polygon ZM,"1,792",Madagascar,CI Madagascar,S0049,MADAGASCAR_CleanInput,2.5926,0.006775,0.000002
91,Polygon ZM,"1,793",Madagascar,CI Madagascar,S0050,MADAGASCAR_CleanInput,1.7925,0.006977,0.000002
92,Polygon ZM,"1,794",Madagascar,CI Madagascar,S0051,MADAGASCAR_CleanInput,120.6249,0.131809,0.000103
93,Polygon ZM,"1,795",Madagascar,CI Madagascar,S0052,MADAGASCAR_CleanInput,198.2404,0.224039,0.000169
94,Polygon ZM,"1,796",Madagascar,CI Madagascar,S0053,MADAGASCAR_CleanInput,17.8699,0.021853,0.000015
95,Polygon ZM,"1,797",Madagascar,CI Madagascar,S0054,MADAGASCAR_CleanInput,130.5286,0.152399,0.000111
96,Polygon ZM,"1,798",Madagascar,CI Madagascar,S0055,MADAGASCAR_CleanInput,1.3778,0.006134,0.000001
97,Polygon ZM,"1,799",Madagascar,CI Madagascar,S0056,MADAGASCAR_CleanInput,0.17,0.002434,0
98,Polygon ZM,"1,800",Madagascar,CI Madagascar,S0057,MADAGASCAR_CleanInput,3.8661,0.007726,0.000003
99,Polygon ZM,"1,801",Madagascar,CI Madagascar,S0058,MADAGASCAR_CleanInput,0.3841,0.003978,0
100,Polygon ZM,"1,802",Madagascar,CI Madagascar,S0059,MADAGASCAR_CleanInput,3.2547,0.008527,0.000003
101,Polygon ZM,"1,803",Madagascar,CI Madagascar,S0060,MADAGASCAR_CleanInput,19.3139,0.038186,0.000016
102,Polygon ZM,"1,804",Madagascar,CI Madagascar,S0061,MADAGASCAR_CleanInput,0.8814,0.004034,0.000001
103,Polygon ZM,"1,805",Madagascar,CI Madagascar,S0062,MADAGASCAR_CleanInput,17.6636,0.021756,0.000015
104,Polygon ZM,"1,806",Madagascar,CI Madagascar,S0063,MADAGASCAR_CleanInput,1.321,0.005312,0.000001
105,Polygon ZM,"1,807",Madagascar,CI Madagascar,S0064,MADAGASCAR_CleanInput,0.0407,0.000896,0
106,Polygon ZM,"1,808",Madagascar,CI Madagascar,S0065,MADAGASCAR_CleanInput,0.999,0.004294,0.000001
107,Polygon ZM,"1,809",Madagascar,CI Madagascar,S0066,MADAGASCAR_CleanInput,0.185,0.001706,0
108,Polygon ZM,"1,810",Madagascar,CI Madagascar,S0067,MADAGASCAR_CleanInput,1.6182,0.006811,0.000001
109,Polygon ZM,"1,811",Madagascar,CI Madagascar,S0068,MADAGASCAR_CleanInput,0.2011,0.001752,0
110,Polygon ZM,"1,812",Madagascar,CI Madagascar,S0069,MADAGASCAR_CleanInput,28.9416,0.08183,0.000025
111,Polygon ZM,"1,813",Madagascar,CI Madagascar,S0070,MADAGASCAR_CleanInput,14.5395,0.023265,0.000012
112,Polygon ZM,"1,814",Madagascar,CI Madagascar,S0071,MADAGASCAR_CleanInput,2.6971,0.010475,0.000002
113,Polygon ZM,"1,815",Madagascar,CI Madagascar,S0072,MADAGASCAR_CleanInput,0.4193,0.002818,0
114,Polygon ZM,"1,816",Madagascar,CI Madagascar,S0073,MADAGASCAR_CleanInput,0.0636,0.001231,0
115,Polygon ZM,"1,817",Madagascar,CI Madagascar,S0074,MADAGASCAR_CleanInput,3.4628,0.012724,0.000003
116,Polygon ZM,"1,818",Madagascar,CI Madagascar,S0075,MADAGASCAR_CleanInput,16.7833,0.041037,0.000014
117,Polygon ZM,"1,819",Madagascar,CI Madagascar,S0076,MADAGASCAR_CleanInput,13.1837,0.0331,0.000011
118,Polygon ZM,"1,820",Madagascar,CI Madagascar,S0077,MADAGASCAR_CleanInput,1.1996,0.007441,0.000001
119,Polygon ZM,"1,821",Madagascar,CI Madagascar,S0078,MADAGASCAR_CleanInput,38.7693,0.069526,0.000033
120,Polygon ZM,"1,822",Madagascar,CI Madagascar,S0079,MADAGASCAR_CleanInput,4.9712,0.01298,0.000004
121,Polygon ZM,"1,823",Madagascar,CI Madagascar,S0080,MADAGASCAR_CleanInput,2.9641,0.010829,0.000003
122,Polygon ZM,"1,824",Madagascar,CI Madagascar,S0081,MADAGASCAR_CleanInput,1.9037,0.005299,0.000002
123,Polygon ZM,"1,825",Madagascar,CI Madagascar,S0082,MADAGASCAR_CleanInput,1.632,0.004795,0.000001
124,Polygon ZM,"1,826",Madagascar,CI Madagascar,S0083,MADAGASCAR_CleanInput,0.1986,0.001754,0
125,Polygon ZM,"1,827",Madagascar,CI Madagascar,S0084,MADAGASCAR_CleanInput,2.0129,0.008166,0.000002
126,Polygon ZM,"1,828",Madagascar,CI Madagascar,S0085,MADAGASCAR_CleanInput,4.3072,0.010936,0.000004
127,Polygon ZM,"1,829",Madagascar,CI Madagascar,S0086,MADAGASCAR_CleanInput,0.5529,0.002851,0
128,Polygon ZM,"1,830",Madagascar,CI Madagascar,S0087,MADAGASCAR_CleanInput,12.995,0.043945,0.000011
129,Polygon ZM,"1,831",Madagascar,CI Madagascar,S0088,MADAGASCAR_CleanInput,4.4283,0.010959,0.000004
130,Polygon ZM,"1,832",Madagascar,CI Madagascar,S0089,MADAGASCAR_CleanInput,1.2026,0.004422,0.000001
131,Polygon ZM,"1,833",Madagascar,CI Madagascar,S0090,MADAGASCAR_CleanInput,2.8522,0.006492,0.000002
132,Polygon ZM,"1,834",Madagascar,CI Madagascar,S0091,MADAGASCAR_CleanInput,0.2897,0.002319,0
133,Polygon ZM,"1,835",Madagascar,CI Madagascar,S0092,MADAGASCAR_CleanInput,22.3194,0.040588,0.000019
134,Polygon ZM,"1,836",Madagascar,CI Madagascar,S0093,MADAGASCAR_CleanInput,32.6954,0.05659,0.000028
135,Polygon ZM,"1,837",Madagascar,CI Madagascar,S0094,MADAGASCAR_CleanInput,2.0852,0.006531,0.000002
136,Polygon ZM,"1,838",Madagascar,CI Madagascar,S0095,MADAGASCAR_CleanInput,1.2011,0.004222,0.000001
137,Polygon ZM,"1,840",Madagascar,CI Madagascar,S0097,MADAGASCAR_CleanInput,44.2314,0.068961,0.000038
138,Polygon ZM,"1,841",Madagascar,CI Madagascar,S0098,MADAGASCAR_CleanInput,3.381,0.009104,0.000003
139,Polygon ZM,"1,842",Madagascar,CI Madagascar,S0099,MADAGASCAR_CleanInput,0.1851,0.002784,0
140,Polygon ZM,"1,843",Madagascar,CI Madagascar,S0100,MADAGASCAR_CleanInput,0.4256,0.002823,0
141,Polygon ZM,"1,845",Madagascar,CI Madagascar,S0102,MADAGASCAR_CleanInput,1.4609,0.00701,0.000001
142,Polygon ZM,"1,846",Madagascar,CI Madagascar,S0103,MADAGASCAR_CleanInput,0.5647,0.003817,0
143,Polygon ZM,"1,847",Madagascar,CI Madagascar,S0104,MADAGASCAR_CleanInput,0.2946,0.002469,0
144,Polygon ZM,"1,848",Madagascar,CI Madagascar,S0105,MADAGASCAR_CleanInput,13.2006,0.031831,0.000011
145,Polygon ZM,"1,849",Madagascar,CI Madagascar,S0106,MADAGASCAR_CleanInput,14.7968,0.031481,0.000013
146,Polygon ZM,"1,850",Madagascar,CI Madagascar,S0107,MADAGASCAR_CleanInput,0.9972,0.003794,0.000001
147,Polygon ZM,"1,851",Madagascar,CI Madagascar,S0108,MADAGASCAR_CleanInput,122.4342,0.106795,0.000104
148,Polygon ZM,"1,852",Madagascar,CI Madagascar,S0109,MADAGASCAR_CleanInput,1.2823,0.004316,0.000001
149,Polygon ZM,"1,853",Madagascar,CI Madagascar,S0110,MADAGASCAR_CleanInput,3.8178,0.011175,0.000003
150,Polygon ZM,"1,854",Madagascar,CI Madagascar,S0111,MADAGASCAR_CleanInput,5.0586,0.010676,0.000004
151,Polygon ZM,"1,855",Madagascar,CI Madagascar,S0112,MADAGASCAR_CleanInput,2.6337,0.006166,0.000002
152,Polygon ZM,"1,856",Madagascar,CI Madagascar,S0113,MADAGASCAR_CleanInput,2.3721,0.008371,0.000002
153,Polygon ZM,"1,857",Madagascar,CI Madagascar,S0114,MADAGASCAR_CleanInput,3.9769,0.007146,0.000003
154,Polygon ZM,"1,858",Madagascar,CI Madagascar,S0115,MADAGASCAR_CleanInput,1.7325,0.007958,0.000001
155,Polygon ZM,"1,859",Madagascar,CI Madagascar,S0116,MADAGASCAR_CleanInput,2.66,0.005608,0.000002
156,Polygon ZM,"1,860",Madagascar,CI Madagascar,S0117,MADAGASCAR_CleanInput,0.9166,0.003698,0.000001
157,Polygon ZM,"1,861",Madagascar,CI Madagascar,S0118,MADAGASCAR_CleanInput,3.9901,0.009286,0.000003
158,Polygon ZM,"1,862",Madagascar,CI Madagascar,S0119,MADAGASCAR_CleanInput,21.6783,0.052597,0.000018
159,Polygon ZM,"1,863",Madagascar,CI Madagascar,S0120,MADAGASCAR_CleanInput,0.42,0.004359,0
160,Polygon ZM,"1,864",Madagascar,CI Madagascar,S0121,MADAGASCAR_CleanInput,4.34,0.019409,0.000004
161,Polygon ZM,"1,865",Madagascar,CI Madagascar,S0122,MADAGASCAR_CleanInput,0.1976,0.001759,0
162,Polygon ZM,"1,866",Madagascar,CI Madagascar,S0123,MADAGASCAR_CleanInput,0.9693,0.003492,0.000001
163,Polygon ZM,"1,867",Madagascar,CI Madagascar,S0124,MADAGASCAR_CleanInput,0.5503,0.004217,0
164,Polygon ZM,"1,868",Madagascar,CI Madagascar,S0125,MADAGASCAR_CleanInput,0.3646,0.002417,0
165,Polygon ZM,"1,869",Madagascar,CI Madagascar,S0126,MADAGASCAR_CleanInput,2.7742,0.006512,0.000002
166,Polygon ZM,"1,870",Madagascar,CI Madagascar,S0127,MADAGASCAR_CleanInput,21.5516,0.020583,0.000018
167,Polygon ZM,"1,871",Madagascar,CI Madagascar,S0128,MADAGASCAR_CleanInput,6.0599,0.011469,0.000005
168,Polygon ZM,"1,872",Madagascar,CI Madagascar,S0129,MADAGASCAR_CleanInput,7.8017,0.010806,0.000007
169,Polygon ZM,"1,873",Madagascar,CI Madagascar,S0130,MADAGASCAR_CleanInput,8.0526,0.015671,0.000007
170,Polygon ZM,"1,874",Madagascar,CI Madagascar,S0131,MADAGASCAR_CleanInput,16.881,0.023803,0.000014
171,Polygon ZM,"1,875",Madagascar,CI Madagascar,S0132,MADAGASCAR_CleanInput,0.5515,0.004042,0
172,Polygon ZM,"1,876",Madagascar,CI Madagascar,S0133,MADAGASCAR_CleanInput,2.6944,0.009081,0.000002
173,Polygon ZM,"1,877",Madagascar,CI Madagascar,S0134,MADAGASCAR_CleanInput,19.4216,0.025821,0.000017
174,Polygon ZM,"1,878",Madagascar,CI Madagascar,S0135,MADAGASCAR_CleanInput,9.856,0.01679,0.000008
175,Polygon ZM,"1,879",Madagascar,CI Madagascar,S0136,MADAGASCAR_CleanInput,0.1153,0.001649,0
176,Polygon ZM,"1,880",Madagascar,CI Madagascar,S0137,MADAGASCAR_CleanInput,6.506,0.014732,0.000006
177,Polygon ZM,"1,881",Madagascar,CI Madagascar,S0138,MADAGASCAR_CleanInput,10.7554,0.017149,0.000009
178,Polygon ZM,"1,882",Madagascar,CI Madagascar,S0139,MADAGASCAR_CleanInput,5.4946,0.014703,0.000005
179,Polygon ZM,"1,883",Madagascar,CI Madagascar,S0140,MADAGASCAR_CleanInput,0.2948,0.002018,0
180,Polygon ZM,"1,884",Madagascar,CI Madagascar,S0141,MADAGASCAR_CleanInput,1.7302,0.008867,0.000001
181,Polygon ZM,"1,886",Madagascar,CI Madagascar,S0143,MADAGASCAR_CleanInput,0.0514,0.000826,0
182,Polygon ZM,"1,887",Madagascar,CI Madagascar,S0144,MADAGASCAR_CleanInput,0.154,0.001927,0
183,Polygon ZM,"1,888",Madagascar,CI Madagascar,S0145,MADAGASCAR_CleanInput,2.6168,0.017767,0.000002
184,Polygon ZM,"1,889",Madagascar,CI Madagascar,S0146,MADAGASCAR_CleanInput,1.6556,0.006444,0.000001
185,Polygon ZM,"1,890",Madagascar,CI Madagascar,S0147,MADAGASCAR_CleanInput,4.4674,0.020159,0.000004
186,Polygon ZM,"1,891",Madagascar,CI Madagascar,S0148,MADAGASCAR_CleanInput,49.4878,0.092489,0.000042
187,Polygon ZM,"1,892",Madagascar,CI Madagascar,S0149,MADAGASCAR_CleanInput,12.5089,0.030646,0.000011
188,Polygon ZM,"1,893",Madagascar,CI Madagascar,S0150,MADAGASCAR_CleanInput,0.2933,0.002034,0
189,Polygon ZM,"1,894",Madagascar,CI Madagascar,S0151,MADAGASCAR_CleanInput,1.3399,0.006925,0.000001
190,Polygon ZM,"1,895",Madagascar,CI Madagascar,S0152,MADAGASCAR_CleanInput,9.7042,0.011595,0.000008
191,Polygon ZM,"1,896",Madagascar,CI Madagascar,S0153,MADAGASCAR_CleanInput,0.3543,0.002243,0
192,Polygon ZM,"1,897",Madagascar,CI Madagascar,S0154,MADAGASCAR_CleanInput,0.087,0.001315,0
193,Polygon ZM,"1,898",Madagascar,CI Madagascar,S0155,MADAGASCAR_CleanInput,2.2113,0.005324,0.000002
194,Polygon ZM,"1,899",Madagascar,CI Madagascar,S0156,MADAGASCAR_CleanInput,0.2257,0.002062,0
195,Polygon ZM,"1,900",Madagascar,CI Madagascar,S0157,MADAGASCAR_CleanInput,8.7933,0.015104,0.000007
196,Polygon ZM,"1,901",Madagascar,CI Madagascar,S0158,MADAGASCAR_CleanInput,18.3531,0.043143,0.000016
197,Polygon ZM,179,Malawi,Wells for Zoe (Malawi),Kadikechi Hills,PPCTier2and3_Update072323_Clean,570.901,0.103876,0.000473
198,Polygon ZM,180,Malawi,Wells for Zoe (Malawi),Phutula-Muphula Hills,PPCTier2and3_Update072323_Clean,570.3877,0.108338,0.000473
199,Polygon ZM,196,Malawi,Wells for Zoe (Malawi),Soko Hills,PPCTier2and3_Update072323_Clean,731.5895,0.194041,0.000606
200,Polygon ZM,808,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_01_01,Mexico_AMBIOFONCET_Clean,0.2972,0.002126,0
201,Polygon ZM,808,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_01_02,Mexico_AMBIOFONCET_Clean,0.2843,0.002143,0
202,Polygon ZM,809,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_02,Mexico_AMBIOFONCET_Clean,0.5311,0.002803,0
203,Polygon ZM,810,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_03,Mexico_AMBIOFONCET_Clean,0.5811,0.003894,0
204,Polygon ZM,811,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_04,Mexico_AMBIOFONCET_Clean,0.9377,0.003582,0.000001
205,Polygon ZM,812,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_05,Mexico_AMBIOFONCET_Clean,0.3897,0.002537,0
206,Polygon ZM,813,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_06_01,Mexico_AMBIOFONCET_Clean,1.9758,0.005551,0.000002
207,Polygon ZM,813,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_06_02,Mexico_AMBIOFONCET_Clean,1.2664,0.00418,0.000001
208,Polygon ZM,813,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_06_03,Mexico_AMBIOFONCET_Clean,1.1521,0.003969,0.000001
209,Polygon ZM,814,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_07,Mexico_AMBIOFONCET_Clean,0.9906,0.005748,0.000001
210,Polygon ZM,815,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_08,Mexico_AMBIOFONCET_Clean,0.9983,0.004118,0.000001
211,Polygon ZM,816,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_09_01,Mexico_AMBIOFONCET_Clean,1.2101,0.004082,0.000001
212,Polygon ZM,816,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_09_02,Mexico_AMBIOFONCET_Clean,0.5046,0.004014,0
213,Polygon ZM,817,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_10_01,Mexico_AMBIOFONCET_Clean,0.6955,0.003315,0.000001
214,Polygon ZM,817,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_10_02,Mexico_AMBIOFONCET_Clean,0.4905,0.002709,0
215,Polygon ZM,818,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_11,Mexico_AMBIOFONCET_Clean,0.9276,0.004697,0.000001
216,Polygon ZM,819,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_12,Mexico_AMBIOFONCET_Clean,0.6511,0.003273,0.000001
217,Polygon ZM,820,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_13,Mexico_AMBIOFONCET_Clean,0.4581,0.002634,0
218,Polygon ZM,821,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_14,Mexico_AMBIOFONCET_Clean,1.612,0.004718,0.000001
219,Polygon ZM,822,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_15,Mexico_AMBIOFONCET_Clean,0.4541,0.002652,0
220,Polygon ZM,823,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_16,Mexico_AMBIOFONCET_Clean,0.7376,0.003423,0.000001
221,Polygon ZM,824,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_17,Mexico_AMBIOFONCET_Clean,0.4215,0.002678,0
222,Polygon ZM,825,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_18,Mexico_AMBIOFONCET_Clean,0.4624,0.002627,0
223,Polygon ZM,830,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_19,Mexico_AMBIOFONCET_Clean,1.1219,0.004896,0.000001
224,Polygon ZM,826,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_20,Mexico_AMBIOFONCET_Clean,0.8955,0.004086,0.000001
225,Polygon ZM,827,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_21,Mexico_AMBIOFONCET_Clean,0.7634,0.003427,0.000001
226,Polygon ZM,828,Mexico,COOPERTIVA AMBIO,PPC_AM_BCSA_22,Mexico_AMBIOFONCET_Clean,1.3406,0.00475,0.000001
227,Polygon ZM,744,Mexico,COOPERTIVA AMBIO,PPC_AM_BN_01,Mexico_AMBIOFONCET_Clean,0.7853,0.003556,0.000001
228,Polygon ZM,745,Mexico,COOPERTIVA AMBIO,PPC_AM_BN_02,Mexico_AMBIOFONCET_Clean,0.2307,0.002937,0
229,Polygon ZM,746,Mexico,COOPERTIVA AMBIO,PPC_AM_BN_03,Mexico_AMBIOFONCET_Clean,0.2958,0.00223,0
230,Polygon ZM,747,Mexico,COOPERTIVA AMBIO,PPC_AM_BN_04,Mexico_AMBIOFONCET_Clean,0.3664,0.002066,0
231,Polygon ZM,748,Mexico,COOPERTIVA AMBIO,PPC_AM_BN_05_01,Mexico_AMBIOFONCET_Clean,1.0407,0.004446,0.000001
232,Polygon ZM,748,Mexico,COOPERTIVA AMBIO,PPC_AM_BN_05_02,Mexico_AMBIOFONCET_Clean,1.015,0.004055,0.000001
233,Polygon ZM,749,Mexico,COOPERTIVA AMBIO,PPC_AM_BN_06,Mexico_AMBIOFONCET_Clean,0.3305,0.00256,0
234,Polygon ZM,750,Mexico,COOPERTIVA AMBIO,PPC_AM_BN_07,Mexico_AMBIOFONCET_Clean,0.4559,0.002735,0
235,Polygon ZM,751,Mexico,COOPERTIVA AMBIO,PPC_AM_MR_01_01,Mexico_AMBIOFONCET_Clean,1.2507,0.004515,0.000001
236,Polygon ZM,751,Mexico,COOPERTIVA AMBIO,PPC_AM_MR_01_02,Mexico_AMBIOFONCET_Clean,0.9346,0.004568,0.000001
237,Polygon ZM,751,Mexico,COOPERTIVA AMBIO,PPC_AM_MR_01_03,Mexico_AMBIOFONCET_Clean,0.6111,0.003429,0.000001
238,Polygon ZM,751,Mexico,COOPERTIVA AMBIO,PPC_AM_MR_01_04,Mexico_AMBIOFONCET_Clean,1.7776,0.005284,0.000002
239,Polygon ZM,752,Mexico,COOPERTIVA AMBIO,PPC_AM_MR_02_01,Mexico_AMBIOFONCET_Clean,0.6875,0.003272,0.000001
240,Polygon ZM,752,Mexico,COOPERTIVA AMBIO,PPC_AM_MR_02_02,Mexico_AMBIOFONCET_Clean,0.4681,0.002612,0
241,Polygon ZM,753,Mexico,COOPERTIVA AMBIO,PPC_AM_MR_03_01,Mexico_AMBIOFONCET_Clean,1.7484,0.005799,0.000001
242,Polygon ZM,753,Mexico,COOPERTIVA AMBIO,PPC_AM_MR_03_02,Mexico_AMBIOFONCET_Clean,1.0297,0.004321,0.000001
243,Polygon ZM,829,Mexico,COOPERTIVA AMBIO,PPC_AM_NR_01_01,Mexico_AMBIOFONCET_Clean,0.6771,0.003601,0.000001
244,Polygon ZM,829,Mexico,COOPERTIVA AMBIO,PPC_AM_NR_01_02,Mexico_AMBIOFONCET_Clean,0.8027,0.005025,0.000001
245,Polygon ZM,831,Mexico,COOPERTIVA AMBIO,PPC_AM_NR_02,Mexico_AMBIOFONCET_Clean,0.8473,0.003493,0.000001
246,Polygon ZM,832,Mexico,COOPERTIVA AMBIO,PPC_AM_NR_03_01,Mexico_AMBIOFONCET_Clean,1.0245,0.004154,0.000001
247,Polygon ZM,832,Mexico,COOPERTIVA AMBIO,PPC_AM_NR_03_02,Mexico_AMBIOFONCET_Clean,1.3379,0.005593,0.000001
248,Polygon ZM,832,Mexico,COOPERTIVA AMBIO,PPC_AM_NR_03_03,Mexico_AMBIOFONCET_Clean,0.691,0.00357,0.000001
249,Polygon ZM,833,Mexico,COOPERTIVA AMBIO,PPC_AM_NR_04,Mexico_AMBIOFONCET_Clean,1.1604,0.004369,0.000001
250,Polygon ZM,834,Mexico,COOPERTIVA AMBIO,PPC_AM_NVG_01_22,Mexico_AMBIOFONCET_Clean,486.9194,0.092051,0.000411
251,Polygon ZM,295,Mexico,FONCET/ANP FRAILESCANA,Ejido Monterrey,RestoracionAreaNaturalesProtegidas,10.9528,0.023427,0.000009
252,Polygon ZM,296,Mexico,FONCET/ANP FRAILESCANA,Juan Sabines,Restauracio?n en A?reas Naturales Protegidas_boundary_geojson,20.3068,0.041191,0.000017
253,Polygon ZM,280,Portugal,ReForest Action (Proenca-a-Nova),Proenca a Nova,PPCTier2and3_Update072323_Clean,37.5684,0.030634,0.000039
254,Polygon ZM,274,Spain,ReForest Action (Palencia),Medina de Rioseco,PPCTier2and3_Update072323_Clean,7.821,0.013357,0.000009
255,Polygon ZM,275,Spain,ReForest Action (Palencia),Molezuelas de la Carballeda,PPCTier2and3_Update072323_Clean,66.2803,0.052916,0.000072
256,Polygon ZM,302,Spain,ReForest Action (Palencia),Revilla del Campo,PPCTier2and3_Update072323_Clean,7.0717,0.019426,0.000008
257,Polygon ZM,307,Spain,ReForest Action (Palencia),Terrelara459,PPCTier2and3_Update072323_Clean,3.2137,0.008641,0.000004
258,Polygon ZM,306,Spain,ReForest Action (Palencia),Torrelara424,PPCTier2and3_Update072323_Clean,5.8501,0.013331,0.000006
259,Polygon ZM,8,Australia,Greening Australia (GSL),Tannous/Brayton Road,AustraliaPPC090723_CleanInput,2.3475,0.009789,0.000002
260,Polygon ZM,9,Australia,Greening Australia (GSL),Arthursleigh,AustraliaPPC090723_CleanInput,142.1122,0.127901,0.00014
261,Polygon ZM,10,Australia,Greening Australia (GSL),Kerrawarra,AustraliaPPC090723_CleanInput,43.7344,0.094477,0.000043
262,Polygon ZM,11,Australia,Greening Australia (GSL),Gippsland Plains_Carr,AustraliaPPC090723_CleanInput,2.494,0.038225,0.000003
263,Polygon ZM,13,Australia,Greening Australia (GSL),Native Seed Centre Shrub SPA,AustraliaPPC090723_CleanInput,1.6596,0.007571,0.000002
264,Polygon ZM,14,Australia,Greening Australia (GSL),Otways Wright G,AustraliaPPC090723_CleanInput,0.6907,0.003435,0.000001
265,Polygon ZM,15,Australia,Greening Australia (GSL),Otways Watson,AustraliaPPC090723_CleanInput,0.4131,0.0039,0
266,Polygon ZM,16,Australia,Greening Australia (GSL),Otways Kitchin,AustraliaPPC090723_CleanInput,2.5808,0.012952,0.000003
267,Polygon ZM,17,Australia,Greening Australia (GSL),Wright T/Kennedy's Creek,AustraliaPPC090723_CleanInput,2.6606,0.030405,0.000003
268,Polygon ZM,18,Australia,Greening Australia (GSL),Kooreelah,AustraliaPPC090723_CleanInput,25.0909,0.019811,0.000025
269,Polygon ZM,19,Australia,Greening Australia (GSL),Donaldson/Inverleigh,AustraliaPPC090723_CleanInput,25.9428,0.05468,0.000027
270,Polygon ZM,20,Australia,Greening Australia (GSL),Shannon/Talmo,AustraliaPPC090723_CleanInput,29.0917,0.023284,0.000029
271,Polygon ZM,23,Brazil,EMA,Snovo,PPC_Brazil_EMA_NewAttributeTable,17.4897,0.033495,0.000014
272,Polygon ZM,24,Brazil,EMA,Ubinzal,PPC_Brazil_EMA_NewAttributeTable,18.5982,0.039794,0.000015
273,Polygon ZM,25,Brazil,EMA,QuadraXXIII,PPC_Brazil_EMA_NewAttributeTable,50.3499,0.094617,0.000041
274,Polygon ZM,26,Brazil,EMA,QUADRAXX,PPC_Brazil_EMA_NewAttributeTable,48.9635,0.08997,0.00004
275,Polygon ZM,27,Brazil,EMA,MNova,PPC_Brazil_EMA_NewAttributeTable,15.0278,0.025572,0.000012
276,Polygon ZM,29,Brazil,EMA,Fortaleza,PPC_Brazil_EMA_NewAttributeTable,23.2613,0.034908,0.000019
277,Polygon ZM,30,Brazil,EMA,CMartins,PPC_Brazil_EMA_NewAttributeTable,9.0746,0.02478,0.000007
278,Polygon ZM,31,Brazil,EMA,Cizino,PPC_Brazil_EMA_NewAttributeTable,18.2302,0.032181,0.000015
279,Polygon ZM,32,Brazil,EMA,CChicao,PPC_Brazil_EMA_NewAttributeTable,34.4724,0.0473,0.000028
280,Polygon ZM,33,Brazil,EMA,PA22setembro,PPC_Brazil_EMA_NewAttributeTable,30.9298,0.047725,0.000025
281,Polygon ZM,34,Brazil,EMA,ALimpa,PPC_Brazil_EMA_NewAttributeTable,17.1806,0.034646,0.000014
