"","Species","Tree_Type","Tree_Count","size_class","Site_ID","Plot_ID","Country","Organization_Name","SiteType","Plot_Type","Plot_Size","tree_index","main_index","_parent_table_name","origin_table","destination_table","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","PlantingPattern","Timeframe","submitted_species_name","name_validation","score","data_source_title"
"100","Camaron","Present",1,">10cm","1686","1","Mexico","FONCET","Restoration","Restoration","30x30",4472,2167,"main","Normal_30x30_2",NA,"Permanent",1,0,"2× 2","Y0","Camaron","Needs Review",NA,NA
"101","Burócrata cimaruba","Present",2,">10cm","1707","0","Mexico","FONCET","Restoration","Restoration","30x30",4482,2169,"main","Normal_30x30_2",NA,"Permanent",0,0,"2. × 2","Y0","Burócrata cimaruba","Needs Review",NA,NA
"102","Aguacatillo","Present",4,">10cm","1482","1482","Mexico","CUCOS","Restoration","Restoration","30x30",4591,2213,"main","Normal_30x30_2",NA,"Permanent",0,0,"3 metros por 4 metros","Y0","Aguacatillo","Needs Review",NA,NA
"103","Pino","Present",2,">10cm","1482","1482","Mexico","CUCOS","Restoration","Restoration","30x30",4592,2213,"main","Normal_30x30_2",NA,"Permanent",0,0,"3 metros por 4 metros","Y0","Pino","Needs Review",NA,NA
"104","Macuil","Present",6,">10cm","1482","1482","Mexico","CUCOS","Restoration","Restoration","30x30",4593,2213,"main","Normal_30x30_2",NA,"Permanent",0,0,"3 metros por 4 metros","Y0","Macuil","Needs Review",NA,NA
"105","Coralillo","Present",1,">10cm","1482","1482","Mexico","CUCOS","Restoration","Restoration","30x30",4594,2213,"main","Normal_30x30_2",NA,"Permanent",0,0,"3 metros por 4 metros","Y0","Coralillo","Needs Review",NA,NA
"106","Cuil","naturally_regenerating",1,">10cm","1482","1482","Mexico","CUCOS","Restoration","Restoration","30x30",4597,2213,"main","Normal_30x30_2",NA,"Permanent",0,0,"3 metros por 4 metros","Y0","Cuil","Needs Review",NA,NA
"107","Zapote negro","Present",1,">10cm","1481","1481","Mexico","CUCOS","Restoration","Restoration","30x30",4603,2215,"main","Normal_30x30_2",NA,"Permanent",0,0,"4 x3","Y0","Zapote negro","Needs Review",NA,NA
"108","Huanche","Present",4,">10cm","1481","1481","Mexico","CUCOS","Restoration","Restoration","30x30",4604,2215,"main","Normal_30x30_2",NA,"Permanent",0,0,"4 x3","Y0","Huanche","Needs Review",NA,NA
"109","Huanchal","Present",10,">10cm","1603","1603","Mexico","CUCOS","Restoration","Restoration","30x30",4607,2216,"main","Normal_30x30_2",NA,"Permanent",0,0,"5x5","Y0","Huanchal","Needs Review",NA,NA
"110","Tejon","Present",4,">10cm","1456","1456","Mexico","CUCOS","Restoration","Restoration","30x30",4611,2217,"main","Normal_30x30_2",NA,"Permanent",0,0,"5x5","Y0","Tejon","Needs Review",NA,NA
"111","Frijolillo","Present",2,">10cm","1456","1456","Mexico","CUCOS","Restoration","Restoration","30x30",4613,2217,"main","Normal_30x30_2",NA,"Permanent",0,0,"5x5","Y0","Frijolillo","Needs Review",NA,NA
"112","Palo de piedra","Present",1,">10cm","806","805","Mexico","CUCOS","Restoration","Restoration","30x30",4619,2219,"main","Normal_30x30_2",NA,"Permanent",0,0,"5x3","Y0","Palo de piedra","Needs Review",NA,NA
"113","Palo de obo","Present",1,">10cm","806","805","Mexico","CUCOS","Restoration","Restoration","30x30",4620,2219,"main","Normal_30x30_2",NA,"Permanent",0,0,"5x3","Y0","Palo de obo","Needs Review",NA,NA
"114","Guanabana","Present",6,">10cm","804","804","Mexico","CUCOS","Restoration","Restoration","30x30",4621,2220,"main","Normal_30x30_2",NA,"Permanent",0,0,"3x5","Y0","Guanabana","Needs Review",NA,NA
"115","Caulote","Present",1,">10cm","1595","1595","Mexico","CUCOS","Restoration","Restoration","30x30",4632,2223,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Caulote","Needs Review",NA,NA
"116","Guanaba","Present",10,">10cm","1595","1595","Mexico","CUCOS","Restoration","Restoration","30x30",4635,2223,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Guanaba","Needs Review",NA,NA
"117","Aguacate","Present",1,">10cm","1595","1595","Mexico","CUCOS","Restoration","Restoration","30x30",4636,2223,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Aguacate","Needs Review",NA,NA
"118","Juan diego","Present",1,">10cm","1594","1594","Mexico","CUCOS","Restoration","Restoration","30x30",4638,2224,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Juan diego","Needs Review",NA,NA
"119","Cedro blanco","Present",1,">10cm","1594","1594","Mexico","CUCOS","Restoration","Restoration","30x30",4641,2224,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Cedro blanco","Needs Review",NA,NA
"120","Huarumbo","naturally_regenerating",2,">10cm","1605","1605","Mexico","CUCOS","Restoration","Restoration","30x30",4646,2227,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Huarumbo","Needs Review",NA,NA
"121","Camaron","Present",1,">10cm","1580","1580","Mexico","CUCOS","Restoration","Restoration","30x30",4652,2228,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Camaron","Needs Review",NA,NA
"122","Chico negrito","Present",2,">10cm","1454","1454","Mexico","CUCOS","Restoration","Restoration","30x30",4655,2229,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Chico negrito","Needs Review",NA,NA
"123","Palo de tinta","Present",2,">10cm","1452","1452","Mexico","CUCOS","Restoration","Restoration","30x30",4656,2230,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Palo de tinta","Needs Review",NA,NA
"124","Sanhualico","Present",1,">10cm","1490","1490","Mexico","CUCOS","Restoration","Restoration","30x30",4660,2231,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Sanhualico","Needs Review",NA,NA
"125","Guarumbo","Present",5,">10cm","1419","1419","Mexico","CUCOS","Restoration","Restoration","30x30",4682,2264,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x5","Y0","Guarumbo","Needs Review",NA,NA
"126","Macuite","Present",1,">10cm","1450","1450","Mexico","CUCOS","Restoration","Restoration","30x30",4684,2265,"main","Normal_30x30_2",NA,"Permanent",0,0,"3x2","Y0","Macuite","Needs Review",NA,NA
"127","Palo tejon","Present",2,">10cm","1450","1450","Mexico","CUCOS","Restoration","Restoration","30x30",4686,2265,"main","Normal_30x30_2",NA,"Permanent",0,0,"3x2","Y0","Palo tejon","Needs Review",NA,NA
"128","Escobillo","Present",5,">10cm","1598","1598","Mexico","CUCOS","Restoration","Restoration","30x30",4687,2266,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x5","Y0","Escobillo","Needs Review",NA,NA
"129","Rabo de iguana","Present",6,">10cm","1602","1602","Mexico","CUCOS","Restoration","Restoration","30x30",4691,2267,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Rabo de iguana","Needs Review",NA,NA
"130","Huarunbo","Present",5,">10cm","1588","1588","Mexico","CUCOS","Restoration","Restoration","30x30",4693,2268,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Huarunbo","Needs Review",NA,NA
"131","Mulato","Present",2,">10cm","1588","1588","Mexico","CUCOS","Restoration","Restoration","30x30",4694,2268,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Mulato","Needs Review",NA,NA
"132","Chico zapoteVoladorJuizte","Present",8,">10cm","1692","REBITRI-EC-FSG-FONCET","Mexico","FONCET","Restoration","Restoration","30x30",4702,2273,"main","Normal_30x30_2",NA,"Permanent",1,0,"2x2","Y0","Chico zapote
Volador
Juizte","Needs Review",NA,NA
"133","Palo de copal","Present",3,">10cm","1302","1302_1","Mexico","UCIRI","Restoration","Restoration","30x30",4717,2295,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de copal","Needs Review",NA,NA
"134","Palo de hormiga","Present",2,">10cm","1302","1302_1","Mexico","UCIRI","Restoration","Restoration","30x30",4726,2297,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de hormiga","Needs Review",NA,NA
"135","Pata de gallo","Present",2,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",4762,2303,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Pata de gallo","Needs Review",NA,NA
"136","Pipe","Present",1,">10cm","1302","1302_1","Mexico","UCIRI","Restoration","Restoration","30x30",4773,2305,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Pipe","Needs Review",NA,NA
"137","Pato de gallo","Present",1,">10cm","1302","1302_1","Mexico","UCIRI","Restoration","Restoration","30x30",4777,2305,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Pato de gallo","Needs Review",NA,NA
"138","Achiote montés","Present",1,">10cm","1290","1290_1","Mexico","UCIRI","Restoration","Restoration","30x30",4825,2314,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Achiote montés","Needs Review",NA,NA
"139","0",NA,0,NA,"1289","1289_1","Mexico","UCIRI","Restoration","Restoration","30x30",4881,2325,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","0","Needs Review",NA,NA
"140","Guirsiña","Present",8,">10cm","538","538-1","Mexico","UCIRI","Restoration","Restoration","30x30",4976,2345,"main","Normal_30x30_2",NA,"Permanent",0,0,"2 m por 2 m","Y0","Guirsiña","Needs Review",NA,NA
"141","Majahua","Present",3,">10cm","538","538-1","Mexico","UCIRI","Restoration","Restoration","30x30",4978,2345,"main","Normal_30x30_2",NA,"Permanent",0,0,"2 m por 2 m","Y0","Majahua","Needs Review",NA,NA
"142","Pipi","Present",1,">10cm","538","538-1","Mexico","UCIRI","Restoration","Restoration","30x30",4980,2345,"main","Normal_30x30_2",NA,"Permanent",0,0,"2 m por 2 m","Y0","Pipi","Needs Review",NA,NA
"143","Barbasco blanco","Present",2,">10cm","538","538-2","Mexico","UCIRI","Restoration","Restoration","30x30",4990,2346,"main","Normal_30x30_2",NA,"Permanent",0,0,"2 m por 2 m","Y0","Barbasco blanco","Needs Review",NA,NA
"144","Espina","Present",1,">10cm","538","538-4","Mexico","UCIRI","Restoration","Restoration","30x30",4994,2347,"main","Normal_30x30_2",NA,"Permanent",0,0,"2 m por 2 m","Y0","Espina","Needs Review",NA,NA
"145","Arbol desconocido no identificado","Present",3,">10cm","538","538-3","Mexico","UCIRI","Restoration","Restoration","30x30",5005,2348,"main","Normal_30x30_2",NA,"Permanent",0,0,"2 m por 2 m","Y0","Arbol desconocido no identificado","Needs Review",NA,NA
"146","Majauhua de pinolillo","Present",4,">10cm","1589","1589-2","Mexico","UCIRI","Restoration","Restoration","30x30",5006,2349,"main","Normal_30x30_2",NA,"Permanent",0,0,"2 m por 2 m","Y0","Majauhua de pinolillo","Needs Review",NA,NA
"147","Majahua de tuza.","Present",2,">10cm","1589","1589-2","Mexico","UCIRI","Restoration","Restoration","30x30",5007,2349,"main","Normal_30x30_2",NA,"Permanent",0,0,"2 m por 2 m","Y0","Majahua de tuza.","Needs Review",NA,NA
"148","Frutilla","Present",2,">10cm","1589","1589-2","Mexico","UCIRI","Restoration","Restoration","30x30",5010,2349,"main","Normal_30x30_2",NA,"Permanent",0,0,"2 m por 2 m","Y0","Frutilla","Needs Review",NA,NA
"149","Arbol de ahuate (arbol desconocido no identificado)","Present",1,">10cm","1589","1589-2","Mexico","UCIRI","Restoration","Restoration","30x30",5013,2349,"main","Normal_30x30_2",NA,"Permanent",0,0,"2 m por 2 m","Y0","Arbol de ahuate (arbol desconocido no identificado)","Needs Review",NA,NA
"150","Pipi (desconocido no identificado)","Present",1,">10cm","1587","1587-2","Mexico","UCIRI","Restoration","Restoration","30x30",5020,2351,"main","Normal_30x30_2",NA,"Permanent",0,0,"2 m por 2 m","Y0","Pipi (desconocido no identificado)","Needs Review",NA,NA
"151","Arbol amarillo (desconocido no.identificado)","Present",1,">10cm","1587","1587-2","Mexico","UCIRI","Restoration","Restoration","30x30",5021,2351,"main","Normal_30x30_2",NA,"Permanent",0,0,"2 m por 2 m","Y0","Arbol amarillo (desconocido no.identificado)","Needs Review",NA,NA
"152","Corpo","Present",1,">10cm","1587","1587-2","Mexico","UCIRI","Restoration","Restoration","30x30",5026,2351,"main","Normal_30x30_2",NA,"Permanent",0,0,"2 m por 2 m","Y0","Corpo","Needs Review",NA,NA
"153","Arbol de calabaza desconocido no identificado","Present",5,">10cm","1587","1587-1","Mexico","UCIRI","Restoration","Restoration","30x30",5031,2352,"main","Normal_30x30_2",NA,"Permanent",0,0,"2 m por 2 m","Y0","Arbol de calabaza desconocido no identificado","Needs Review",NA,NA
"154","Arbol colorado desconocido no identificado","Present",4,">10cm","1587","1587-1","Mexico","UCIRI","Restoration","Restoration","30x30",5035,2352,"main","Normal_30x30_2",NA,"Permanent",0,0,"2 m por 2 m","Y0","Arbol colorado desconocido no identificado","Needs Review",NA,NA
"155","Pipi desconocido no identificado","Present",5,">10cm","1587","1587-1","Mexico","UCIRI","Restoration","Restoration","30x30",5036,2352,"main","Normal_30x30_2",NA,"Permanent",0,0,"2 m por 2 m","Y0","Pipi desconocido no identificado","Needs Review",NA,NA
"156","Arbol amarillo desconocido no identificado","Present",2,">10cm","1587","1587-1","Mexico","UCIRI","Restoration","Restoration","30x30",5037,2352,"main","Normal_30x30_2",NA,"Permanent",0,0,"2 m por 2 m","Y0","Arbol amarillo desconocido no identificado","Needs Review",NA,NA
"157","Arbol desconicido no identificado","Present",14,">10cm","1586","1586-2","Mexico","UCIRI","Restoration","Restoration","30x30",5050,2353,"main","Normal_30x30_2",NA,"Permanent",0,0,"2 m por 2 m","Y0","Arbol desconicido no identificado","Needs Review",NA,NA
"158","Juan he","Present",2,">10cm","1579","1579","Mexico","CUCOS","Restoration","Restoration","30x30",5059,2355,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Juan he","Needs Review",NA,NA
"159","Tabachin","Present",1,">10cm","1489","1489","Mexico","CUCOS","Restoration","Restoration","30x30",5073,2358,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Tabachin","Needs Review",NA,NA
"160","Palo de hule","Present",1,">10cm","1597","1597","Mexico","CUCOS","Restoration","Restoration","30x30",5079,2360,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Palo de hule","Needs Review",NA,NA
"161","Parota","Present",1,">10cm","1616","1616","Mexico","CUCOS","Restoration","Restoration","30x30",5088,2363,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Parota","Needs Review",NA,NA
"162","Cedro rojo","Present",20,">10cm","1444","1444","Mexico","CUCOS","Restoration","Restoration","30x30",5090,2364,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Cedro rojo","Needs Review",NA,NA
"163","Cacahuanano","Present",1,">10cm","1444","1444","Mexico","CUCOS","Restoration","Restoration","30x30",5091,2364,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Cacahuanano","Needs Review",NA,NA
"164","Macuil mareño","Present",2,">10cm","1444","1444","Mexico","CUCOS","Restoration","Restoration","30x30",5092,2364,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Macuil mareño","Needs Review",NA,NA
"165","guanchal","Present",10,">10cm","1418","1418","Mexico","CUCOS","Restoration","Restoration","30x30",5095,2365,"main","Normal_30x30_2",NA,"Permanent",0,0,"3x3","Y0","guanchal","Needs Review",NA,NA
"166","macuil","Present",3,">10cm","1418","1418","Mexico","CUCOS","Restoration","Restoration","30x30",5096,2365,"main","Normal_30x30_2",NA,"Permanent",0,0,"3x3","Y0","macuil","Needs Review",NA,NA
"167","mangal","Present",2,">10cm","1418","1418","Mexico","CUCOS","Restoration","Restoration","30x30",5097,2365,"main","Normal_30x30_2",NA,"Permanent",0,0,"3x3","Y0","mangal","Needs Review",NA,NA
"168","palo de piedra","Present",2,">10cm","1418","1418","Mexico","CUCOS","Restoration","Restoration","30x30",5098,2365,"main","Normal_30x30_2",NA,"Permanent",0,0,"3x3","Y0","palo de piedra","Needs Review",NA,NA
"169","huele de noche","Present",4,">10cm","1418","1418","Mexico","CUCOS","Restoration","Restoration","30x30",5099,2365,"main","Normal_30x30_2",NA,"Permanent",0,0,"3x3","Y0","huele de noche","Needs Review",NA,NA
"170","guanchales","Present",3,">10cm","1437","1437","Mexico","CUCOS","Restoration","Restoration","30x30",5100,2366,"main","Normal_30x30_2",NA,"Permanent",0,0,"5x5","Y0","guanchales","Needs Review",NA,NA
"171","manodante","Present",1,">10cm","1437","1437","Mexico","CUCOS","Restoration","Restoration","30x30",5102,2366,"main","Normal_30x30_2",NA,"Permanent",0,0,"5x5","Y0","manodante","Needs Review",NA,NA
"172","frijolillo","Present",1,">10cm","1437","1437","Mexico","CUCOS","Restoration","Restoration","30x30",5103,2366,"main","Normal_30x30_2",NA,"Permanent",0,0,"5x5","Y0","frijolillo","Needs Review",NA,NA
"173","aguacatal","Present",1,">10cm","1437","1437","Mexico","CUCOS","Restoration","Restoration","30x30",5104,2366,"main","Normal_30x30_2",NA,"Permanent",0,0,"5x5","Y0","aguacatal","Needs Review",NA,NA
"174","caoba","Present",3,">10cm","1439","1439","Mexico","CUCOS","Restoration","Restoration","30x30",5106,2367,"main","Normal_30x30_2",NA,"Permanent",0,0,"2x2","Y0","caoba","Needs Review",NA,NA
"175","ciruela obo","Present",1,">10cm","1439","1439","Mexico","CUCOS","Restoration","Restoration","30x30",5107,2367,"main","Normal_30x30_2",NA,"Permanent",0,0,"2x2","Y0","ciruela obo","Needs Review",NA,NA
"176","camaron","Present",1,">10cm","1439","1439","Mexico","CUCOS","Restoration","Restoration","30x30",5108,2367,"main","Normal_30x30_2",NA,"Permanent",0,0,"2x2","Y0","camaron","Needs Review",NA,NA
"177","caulote","Present",2,">10cm","1439","1439","Mexico","CUCOS","Restoration","Restoration","30x30",5110,2367,"main","Normal_30x30_2",NA,"Permanent",0,0,"2x2","Y0","caulote","Needs Review",NA,NA
"178","palo de hule","Present",6,">10cm","1448","1448","Mexico","CUCOS","Restoration","Restoration","30x30",5112,2368,"main","Normal_30x30_2",NA,"Randomized",0,0,"3x3","Y0","palo de hule","Needs Review",NA,NA
"179","maluco","Present",1,">10cm","1448","1448","Mexico","CUCOS","Restoration","Restoration","30x30",5115,2368,"main","Normal_30x30_2",NA,"Randomized",0,0,"3x3","Y0","maluco","Needs Review",NA,NA
"180","naranjo","Present",4,">10cm","1448","1448","Mexico","CUCOS","Restoration","Restoration","30x30",5116,2368,"main","Normal_30x30_2",NA,"Randomized",0,0,"3x3","Y0","naranjo","Needs Review",NA,NA
"181","guanacastle","Present",3,">10cm","1435","1435","Mexico","CUCOS","Restoration","Restoration","30x30",5117,2369,"main","Normal_30x30_2",NA,"Randomized",0,0,"4x4","Y0","guanacastle","Needs Review",NA,NA
"182","mulato","Present",1,">10cm","1435","1435","Mexico","CUCOS","Restoration","Restoration","30x30",5118,2369,"main","Normal_30x30_2",NA,"Randomized",0,0,"4x4","Y0","mulato","Needs Review",NA,NA
"183","cedro rojo","Present",6,">10cm","1415","1415","Mexico","CUCOS","Restoration","Restoration","30x30",5124,2370,"main","Normal_30x30_2",NA,"Permanent",0,0,"2x2","Y0","cedro rojo","Needs Review",NA,NA
"184","guarumbp","Present",1,">10cm","1415","1415","Mexico","CUCOS","Restoration","Restoration","30x30",5125,2370,"main","Normal_30x30_2",NA,"Permanent",0,0,"2x2","Y0","guarumbp","Needs Review",NA,NA
"185","nicyamal","Present",2,">10cm","1415","1415","Mexico","CUCOS","Restoration","Restoration","30x30",5126,2370,"main","Normal_30x30_2",NA,"Permanent",0,0,"2x2","Y0","nicyamal","Needs Review",NA,NA
"186","aguacatillo","Present",2,">10cm","1415","1415","Mexico","CUCOS","Restoration","Restoration","30x30",5127,2370,"main","Normal_30x30_2",NA,"Permanent",0,0,"2x2","Y0","aguacatillo","Needs Review",NA,NA
"187","cuapinol","Present",4,">10cm","1445","1445","Mexico","CUCOS","Restoration","Restoration","30x30",5130,2371,"main","Normal_30x30_2",NA,"Permanent",0,0,"3.5x3.5","Y0","cuapinol","Needs Review",NA,NA
"188","coachepil","Present",1,">10cm","1445","1445","Mexico","CUCOS","Restoration","Restoration","30x30",5131,2371,"main","Normal_30x30_2",NA,"Permanent",0,0,"3.5x3.5","Y0","coachepil","Needs Review",NA,NA
"189","palo ropa","Present",1,">10cm","1445","1445","Mexico","CUCOS","Restoration","Restoration","30x30",5132,2371,"main","Normal_30x30_2",NA,"Permanent",0,0,"3.5x3.5","Y0","palo ropa","Needs Review",NA,NA
"190","pataste","Present",2,">10cm","1438","1438","Mexico","CUCOS","Restoration","Restoration","30x30",5133,2372,"main","Normal_30x30_2",NA,"Permanent",0,0,"2x2","Y0","pataste","Needs Review",NA,NA
"191","hormiguero","Present",1,">10cm","1447","1447","Mexico","CUCOS","Restoration","Restoration","30x30",5139,2373,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","hormiguero","Needs Review",NA,NA
"192","hormigiero","Present",2,">10cm","1447","1447","Mexico","CUCOS","Restoration","Restoration","30x30",5141,2373,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","hormigiero","Needs Review",NA,NA
"193","testing - delete this please","planted",1,">10cm","testing - delete this please","testing - delete this please","Malawi","Wells for Zoe","Control","Control","30x30",5243,2401,"main","Normal_30x30_2",NA,NA,0,1,NA,"Other","testing - delete this please","Needs Review",NA,NA
"194","testing2 - delete this please","naturally_regenerating",2,">10cm","testing - delete this please","testing - delete this please","Malawi","Wells for Zoe","Control","Control","30x30",5244,2401,"main","Normal_30x30_2",NA,NA,0,1,NA,"Other","testing2 - delete this please","Needs Review",NA,NA
"195","testing3 - delete this please","Present",3,">10cm","testing - delete this please","testing - delete this please","Malawi","Wells for Zoe","Control","Control","30x30",5245,2401,"main","Normal_30x30_2",NA,NA,0,1,NA,"Other","testing3 - delete this please","Needs Review",NA,NA
"196","testing4 - delete this please","don_t_know",4,">10cm","testing - delete this please","testing - delete this please","Malawi","Wells for Zoe","Control","Control","30x30",5246,2401,"main","Normal_30x30_2",NA,NA,0,1,NA,"Other","testing4 - delete this please","Needs Review",NA,NA
"197","Izote","Present",1,">10cm","1508","1508","Mexico","CUCOS","Restoration","Restoration","30x30",5248,2436,"main","Normal_30x30_2",NA,"Permanent",0,0,"3x4","Y0","Izote","Needs Review",NA,NA
"198","Palo de ropa","Present",2,">10cm","1508","1508","Mexico","CUCOS","Restoration","Restoration","30x30",5249,2436,"main","Normal_30x30_2",NA,"Permanent",0,0,"3x4","Y0","Palo de ropa","Needs Review",NA,NA
"199","Cuil chocolate","Present",1,">10cm","1508","1508","Mexico","CUCOS","Restoration","Restoration","30x30",5250,2436,"main","Normal_30x30_2",NA,"Permanent",0,0,"3x4","Y0","Cuil chocolate","Needs Review",NA,NA
