"Organization_Name","Site_ID","size_class","Species","Already Present","Planted","Unknown"
"Amadese","1763","<10cm planted","Coffea mangoroensis",NA,957.962853274666,NA
"Amadese","1763","<10cm planted","Dracaena",NA,328.444406837028,NA
"Amadese","1763","<10cm planted","Dracaena reflexa",NA,5118.25867321036,NA
"Amadese","1763","<10cm planted","Harungana madagascariensis",NA,3681.31439329836,NA
"Amadese","1763","<10cm planted","Intsia bijuga",NA,11180.7950160772,NA
"Amadese","1763","<10cm planted","Nuxia capitata",NA,136.851836182095,NA
"Amadese","1763","<10cm planted","Trachylobium verrucosum",NA,36429.9587916737,NA
"Amadese","1763","<1cm","Brachylaena perrieri",NA,NA,24633.3305127771
"Amadese","1763",">1cm","Albizia gummifera",NA,NA,1368.51836182095
"Amadese","1763",">1cm","Brachylaena perrieri",NA,NA,5474.0734472838
"Amadese","1763",">1cm","Ficus lutea",NA,NA,1368.51836182095
"Amadese","1764","1 - 9.9cm","Tambourissa madagascariensis",2837.83333333333,NA,NA
"Amadese","1764",">10cm","Brachylaena perrieri",14.1891666666667,NA,NA
"Amadese","1764","<10cm planted","Citrus sinensis",NA,326.350833333333,NA
"Amadese","1764","<10cm planted","Coffea",NA,397.296666666667,NA
"Amadese","1764","<10cm planted","Dracaena reflexa",NA,1376.34916666667,NA
"Amadese","1764","<10cm planted","Harungana madagascariensis",NA,1234.4575,NA
"Amadese","1764","<10cm planted","Intsia bijuga",NA,1177.70083333333,NA
"Amadese","1764","<10cm planted","Litchi chinensis",NA,28.3783333333333,NA
"Amadese","1764","<10cm planted","Mangifera indica",NA,14.1891666666667,NA
"Amadese","1764","<10cm planted","Spondias dulcis",NA,56.7566666666667,NA
"Amadese","1764","<10cm planted","Trachylobium verrucosum",NA,184.459166666667,NA
"Amadese","1764","<10cm planted","Trema orientalis",NA,113.513333333333,NA
"Amadese","1765","<10cm planted","Coffea",NA,107.402777777778,NA
"Amadese","1765","<10cm planted","Dracaena reflexa",NA,322.208333333333,NA
"Amadese","1765","<10cm planted","Harungana madagascariensis",NA,1315.68402777778,NA
"Amadese","1765","<10cm planted","Intsia bijuga",NA,1863.43819444444,NA
"Amadese","1765","<10cm planted","Litchi chinensis",NA,5.37013888888889,NA
"Amadese","1765","<10cm planted","Mangifera indica",NA,5.37013888888889,NA
"Amadese","1765","<10cm planted","Spondias dulcis",NA,10.7402777777778,NA
"Amadese","1765","<10cm planted","Trachylobium verrucosum",NA,1546.6,NA
"Amadese","1766","1 - 9.9cm","Diospyros",6752.53623188406,NA,NA
"Amadese","1766","1 - 9.9cm","Psidium guajava",5402.02898550725,NA,NA
"Amadese","1766",">10cm","Brachylaena perrieri",20.2576086956522,NA,NA
"Amadese","1766",">10cm","Morus alba",13.5050724637681,NA,NA
"Amadese","1766","<10cm planted","Albizia gummifera",NA,222.833695652174,NA
"Amadese","1766","<10cm planted","Citrus sinensis",NA,749.531521739131,NA
"Amadese","1766","<10cm planted","Coffea",NA,344.379347826087,NA
"Amadese","1766","<10cm planted","Dracaena reflexa",NA,2998.12608695652,NA
"Amadese","1766","<10cm planted","Erythroxylum sphaeranthum",NA,384.894565217391,NA
"Amadese","1766","<10cm planted","Grewia baillonii",NA,506.440217391304,NA
"Amadese","1766","<10cm planted","Harungana madagascariensis",NA,3383.02065217391,NA
"Amadese","1766","<10cm planted","Intsia bijuga",NA,729.273913043478,NA
"Amadese","1766","<10cm planted","Litchi chinensis",NA,20.2576086956522,NA
"Amadese","1766","<10cm planted","Mangifera indica",NA,303.864130434783,NA
"Amadese","1766","<10cm planted","Morus alba",NA,40.5152173913043,NA
"Amadese","1766","<10cm planted","Protorhus ditimena",NA,263.348913043478,NA
"Amadese","1766","<10cm planted","Trachylobium verrucosum",NA,688.758695652174,NA
"Amadese","1766","<10cm planted","Trema orientalis",NA,40.5152173913043,NA
"Amadese","1767","<10cm planted","Citrus sinensis",NA,4.37,NA
"Amadese","1767","<10cm planted","Coffea",NA,5.82666666666667,NA
"Amadese","1767","<10cm planted","Spondias dulcis",NA,4.37,NA
"Amadese","1768","<10cm planted","Citrus sinensis",NA,87.4827027027027,NA
"Amadese","1768","<10cm planted","Coffea",NA,55.6708108108108,NA
"Amadese","1768","<10cm planted","Dracaena reflexa",NA,970.262702702703,NA
"Amadese","1768","<10cm planted","Harungana madagascariensis",NA,1542.87675675676,NA
"Amadese","1768","<10cm planted","Intsia bijuga",NA,596.472972972973,NA
"Amadese","1768","<10cm planted","Trema orientalis",NA,326.071891891892,NA
"Amadese","1769","<10cm planted","Coffea",NA,10.5133333333333,NA
"Amadese","1769","<10cm planted","Spondias",NA,3.50444444444444,NA
"Amadese","1770","1 - 9.9cm","Eucalyptus robusta",3135.02777777778,NA,NA
"Amadese","1770",">10cm","Eucalyptus robusta",44.7861111111111,NA,NA
"Amadese","1770",">10cm","Spondias dulcis",5.97148148148148,NA,NA
"Amadese","1770","<10cm planted","Albizia gummifera",NA,313.502777777778,NA
"Amadese","1770","<10cm planted","Coffea",NA,17.9144444444444,NA
"Amadese","1770","<10cm planted","Dracaena reflexa",NA,976.337222222222,NA
"Amadese","1770","<10cm planted","Harungana madagascariensis",NA,447.861111111111,NA
"Amadese","1770","<10cm planted","Intsia bijuga",NA,779.278333333333,NA
"Amadese","1770","<10cm planted","Litchi chinensis",NA,35.8288888888889,NA
"Amadese","1770","<10cm planted","Spondias dulcis",NA,53.7433333333333,NA
"Amadese","1770","<10cm planted","Trachylobium verrucosum",NA,850.936111111111,NA
"Amadese","1771","<10cm planted","Coffea",NA,32.2822222222222,NA
"Amadese","1771","<10cm planted","Dracaena reflexa",NA,564.938888888889,NA
"Amadese","1771","<10cm planted","Harungana madagascariensis",NA,322.822222222222,NA
"Amadese","1771","<10cm planted","Intsia bijuga",NA,742.491111111111,NA
"Amadese","1771","<10cm planted","Trachylobium verrucosum",NA,847.408333333333,NA
"Amadese","1771","<10cm planted","Trema orientalis",NA,32.2822222222222,NA
"Amadese","1772","<10cm planted","Citrus sinensis",NA,8.23194444444444,NA
"Amadese","1772","<10cm planted","Coffea",NA,156.406944444444,NA
"Amadese","1772","<10cm planted","Dracaena reflexa",NA,724.411111111111,NA
"Amadese","1772","<10cm planted","Harungana madagascariensis",NA,749.106944444444,NA
"Amadese","1772","<10cm planted","Intsia bijuga",NA,921.977777777778,NA
"Amadese","1772","<10cm planted","Litchi chinensis",NA,8.23194444444444,NA
"Amadese","1772","<10cm planted","Mangifera indica",NA,82.3194444444444,NA
"Amadese","1772","<10cm planted","Trachylobium verrucosum",NA,90.5513888888889,NA
"Amadese","1772","<10cm planted","Trema orientalis",NA,222.2625,NA
"Amadese","1773","1 - 9.9cm","Albizia gummifera",1018.27160493827,NA,NA
"Amadese","1773",">10cm","Entada chrysostachys",5.09135802469136,NA,NA
"Amadese","1773",">10cm","Eucalyptus robusta",71.279012345679,NA,NA
"Amadese","1773",">10cm","Eugenia",5.09135802469136,NA,NA
"Amadese","1773","<10cm planted","Albizia gummifera",NA,840.074074074074,NA
"Amadese","1773","<10cm planted","Brachylaena perrieri",NA,30.5481481481481,NA
"Amadese","1773","<10cm planted","Citrus sinensis",NA,1160.82962962963,NA
"Amadese","1773","<10cm planted","Coffea",NA,106.918518518519,NA
"Amadese","1773","<10cm planted","Coffea mangoroensis",NA,473.496296296296,NA
"Amadese","1773","<10cm planted","Dracaena reflexa",NA,6720.59259259259,NA
"Amadese","1773","<10cm planted","Harungana madagascariensis",NA,2352.20740740741,NA
"Amadese","1773","<10cm planted","Intsia bijuga",NA,4811.33333333333,NA
"Amadese","1773","<10cm planted","Litchi chinensis",NA,61.0962962962963,NA
"Amadese","1773","<10cm planted","Tambourissa madagascariensis",NA,15.2740740740741,NA
"Amadese","1773","<10cm planted","Trachylobium verrucosum",NA,1298.2962962963,NA
"Amadese","1774","1 - 9.9cm","Albizia gummifera",705.833333333333,NA,NA
"Amadese","1774","1 - 9.9cm","Brachylaena perrieri",4940.83333333333,NA,NA
"Amadese","1774","1 - 9.9cm","Entada",2117.5,NA,NA
"Amadese","1774",">10cm","Brachylaena perrieri",28.2333333333333,NA,NA
"Amadese","1774","<10cm planted","Citrus sinensis",NA,211.75,NA
"Amadese","1774","<10cm planted","Coffea",NA,1199.91666666667,NA
"Amadese","1774","<10cm planted","Dracaena reflexa",NA,1058.75,NA
"Amadese","1774","<10cm planted","Intsia bijuga",NA,1411.66666666667,NA
"Amadese","1774","<10cm planted","Trachylobium verrucosum",NA,1694,NA
"Amadese","1775","<10cm planted","Citrus sinensis",NA,794.186666666667,NA
"Amadese","1775","<10cm planted","Coffea",NA,66.1822222222222,NA
"Amadese","1775","<10cm planted","Mangifera indica",NA,165.455555555556,NA
"Amadese","1776","1 - 9.9cm","Brachylaena perrieri",754.12962962963,NA,NA
"Amadese","1776",">10cm","Asteropeia micraster",11.3119444444444,NA,NA
"Amadese","1776",">10cm","Brachylaena perrieri",5.65597222222222,NA,NA
"Amadese","1776",">10cm","Eugenia",11.3119444444444,NA,NA
"Amadese","1776","<10cm planted","Coffea",NA,124.431388888889,NA
"Amadese","1776","<10cm planted","Dracaena reflexa",NA,2296.32472222222,NA
"Amadese","1776","<10cm planted","Ficus lutea",NA,11.3119444444444,NA
"Amadese","1776","<10cm planted","Harungana madagascariensis",NA,1821.22305555556,NA
"Amadese","1776","<10cm planted","Intsia bijuga",NA,622.156944444444,NA
"Amadese","1776","<10cm planted","Mangifera indica",NA,124.431388888889,NA
"Amadese","1776","<10cm planted","Trachylobium verrucosum",NA,328.046388888889,NA
"Amadese","1776","<10cm planted","Trema orientalis",NA,237.550833333333,NA
"Amadese","1777","1 - 9.9cm","Albizia gummifera",352.555555555556,NA,NA
"Amadese","1777","1 - 9.9cm","Brachylaena perrieri",705.111111111111,NA,NA
"Amadese","1777","1 - 9.9cm","Prunus persica",352.555555555556,NA,NA
"Amadese","1777",">10cm","Mangifera indica",3.52555555555556,NA,NA
"Amadese","1777","<10cm planted","Citrus sinensis",NA,14.1022222222222,NA
"Amadese","1777","<10cm planted","Coffea",NA,7.05111111111111,NA
"Amadese","1778","<10cm planted","Albizia gummifera",NA,4.02666666666667,NA
"Amadese","1778","<10cm planted","Citrus sinensis",NA,16.1066666666667,NA
"Amadese","1778","<10cm planted","Coffea",NA,8.05333333333333,NA
"Amadese","1779","<10cm planted","Citrus sinensis",NA,13.0610526315789,NA
"Amadese","1779","<10cm planted","Coffea",NA,32.6526315789474,NA
"Amadese","1779","<10cm planted","Coffea mangoroensis",NA,13.0610526315789,NA
"Amadese","1779","<10cm planted","Dracaena reflexa",NA,45.7136842105263,NA
"Amadese","1779","<10cm planted","Harungana madagascariensis",NA,39.1831578947368,NA
"Amadese","1779","<10cm planted","Mangifera indica",NA,6.53052631578947,NA
"Amadese","1779","<10cm planted","Trachylobium verrucosum",NA,39.1831578947368,NA
"Amadese","1780","<10cm planted","Artocarpus heterophyllus",NA,35.4511111111111,NA
"Amadese","1780","<10cm planted","Citrus sinensis",NA,70.9022222222222,NA
"Amadese","1780","<10cm planted","Coffea",NA,141.804444444444,NA
"Amadese","1781","1 - 9.9cm","Brachylaena perrieri",276.583333333333,NA,NA
"Amadese","1781","1 - 9.9cm","Eucalyptus robusta",829.75,NA,NA
"Amadese","1781",">10cm","Brachylaena perrieri",8.2975,NA,NA
"Amadese","1781",">10cm","Eucalyptus camaldulensis",5.53166666666667,NA,NA
"Amadese","1781","<10cm planted","Artocarpus heterophyllus",NA,82.975,NA
"Amadese","1781","<10cm planted","Citrus sinensis",NA,290.4125,NA
"Amadese","1781","<10cm planted","Coffea",NA,165.95,NA
"Amadese","1782",">10cm","Syzygium guineense",4.32222222222222,NA,NA
"Amadese","1782","<10cm planted","Coffea",NA,216.111111111111,NA
"Amadese","1782","<10cm planted","Litchi chinensis",NA,21.6111111111111,NA
"Amadese","1783","<10cm planted","Citrus sinensis",NA,53.2518518518519,NA
"Amadese","1783","<10cm planted","Dracaena reflexa",NA,1224.79259259259,NA
"Amadese","1783","<10cm planted","Harungana madagascariensis",NA,905.281481481481,NA
"Amadese","1783","<10cm planted","Litchi chinensis",NA,31.9511111111111,NA
"Amadese","1783","<10cm planted","ghgh",NA,0,NA
"Amadese","1784","<10cm planted","Mangifera indica",NA,0.627777777777778,NA
"Amadese","1784","<10cm planted","Piper nigrum",NA,1.25555555555556,NA
"Amadese","1785","1 - 9.9cm","Eucalyptus robusta",1685.39682539683,NA,NA
"Amadese","1785",">10cm","Eucalyptus robusta",15.1685714285714,NA,NA
"Amadese","1785","<10cm planted","Citrus sinensis",NA,0,NA
"Amadese","1785","<10cm planted","Coffea",NA,465.169523809524,NA
"Amadese","1785","<10cm planted","Dracaena reflexa",NA,819.102857142857,NA
"Amadese","1785","<10cm planted","Harungana madagascariensis",NA,1739.32952380952,NA
"Amadese","1785","<10cm planted","Intsia bijuga",NA,151.685714285714,NA
"Amadese","1785","<10cm planted","Mangifera",NA,20.2247619047619,NA
"Amadese","1785","<10cm planted","Mangifera indica",NA,30.3371428571429,NA
"Amadese","1785","<10cm planted","Spondias dulcis",NA,10.112380952381,NA
"Amadese","1785","<10cm planted","Trachylobium verrucosum",NA,434.832380952381,NA
"Amadese","1786","1 - 9.9cm","Eucalyptus robusta",1728.2671009772,NA,NA
"Amadese","1786","1 - 9.9cm","Nuxia capitata",3456.5342019544,NA,NA
"Amadese","1786",">10cm","Eucalyptus robusta",138.261368078176,NA,NA
"Amadese","1786","<10cm planted","Citrus sinensis",NA,1330.76566775244,NA
"Amadese","1786","<10cm planted","Coffea",NA,6100.78286644951,NA
"Amadese","1786","<10cm planted","Dracaena reflexa",NA,43673.3096416938,NA
"Amadese","1786","<10cm planted","Harungana madagascariensis",NA,28689.2338762215,NA
"Amadese","1786","<10cm planted","Intsia bijuga",NA,2626.96599348534,NA
"Amadese","1786","<10cm planted","Litchi chinensis",NA,17.282671009772,NA
"Amadese","1786","<10cm planted","Mangifera",NA,34.565342019544,NA
"Amadese","1786","<10cm planted","Mangifera indica",NA,224.674723127036,NA
"Amadese","1786","<10cm planted","Syzygium aromaticum",NA,380.218762214984,NA
"Amadese","1786","<10cm planted","Trachylobium verrucosum",NA,17213.5403257329,NA
"Amadese","1786","<10cm planted","Trema orientalis",NA,155.544039087948,NA
"Amadese","1786","1 - 9.9cm","Entada louvelii",NA,NA,5472.84581976113
"Amadese","1788",">10cm","Eucalyptus robusta",24.4028813559322,NA,NA
"Amadese","1788","<10cm planted","Citrus sinensis",NA,402.647542372881,NA
"Amadese","1788","<10cm planted","Coffea",NA,500.25906779661,NA
"Amadese","1788","<10cm planted","Dracaena reflexa",NA,9346.30355932203,NA
"Amadese","1788","<10cm planted","Harungana madagascariensis",NA,5136.80652542373,NA
"Amadese","1788","<10cm planted","Mangifera indica",NA,146.417288135593,NA
"Amadese","1788","<10cm planted","Spondias dulcis",NA,12.2014406779661,NA
"Amadese","1788","<10cm planted","Trachylobium verrucosum",NA,5197.81372881356,NA
"Amadese","1789","<10cm planted","Citrus sinensis",NA,56.0441666666667,NA
"Amadese","1789","<10cm planted","Coffea",NA,364.287083333333,NA
"Amadese","1789","<10cm planted","Dracaena reflexa",NA,3820.34402777778,NA
"Amadese","1789","<10cm planted","Harungana madagascariensis",NA,1746.70986111111,NA
"Amadese","1789","<10cm planted","Intsia bijuga",NA,93.4069444444444,NA
"Amadese","1789","<10cm planted","Litchi chinensis",NA,18.6813888888889,NA
"Amadese","1789","<10cm planted","Malus domestica",NA,46.7034722222222,NA
"Amadese","1789","<10cm planted","Mangifera indica",NA,28.0220833333333,NA
"Amadese","1789","<10cm planted","Spondias dulcis",NA,28.0220833333333,NA
"Amadese","1789","<10cm planted","Trachylobium verrucosum",NA,1092.86125,NA
"Amadese","1789","1 - 9.9cm","Tambourissa madagascariensis",NA,NA,4047.63425925926
"Amadese","1790","<10cm planted","Dracaena reflexa",NA,3355.13888888889,NA
"Amadese","1790","<10cm planted","Harungana madagascariensis",NA,2013.08333333333,NA
"Amadese","1790","<10cm planted","Trachylobium verrucosum",NA,325.927777777778,NA
"Amadese","1791","<10cm planted","Citrus sinensis",NA,3.70111111111111,NA
"Amadese","1791","<10cm planted","Coffea",NA,22.2066666666667,NA
"Amadese","1792",">10cm","Brachylaena perrieri",13.6452631578947,NA,NA
"Amadese","1792",">10cm","Eucalyptus robusta",54.5810526315789,NA,NA
"Amadese","1792","<10cm planted","Citrus sinensis",NA,272.905263157895,NA
"Amadese","1792","<10cm planted","Coffea",NA,477.584210526316,NA
"Amadese","1792","<10cm planted","Dracaena reflexa",NA,1569.20526315789,NA
"Amadese","1792","<10cm planted","Harungana madagascariensis",NA,1610.14105263158,NA
"Amadese","1792","<10cm planted","Spondias dulcis",NA,54.5810526315789,NA
"Amadese","1793","<10cm planted","Coffea",NA,298.75,NA
"Amadese","1793","<10cm planted","Mangifera indica",NA,99.5833333333333,NA
"Amadese","1793","<10cm planted","Spondias dulcis",NA,199.166666666667,NA
"Amadese","1794","1 - 9.9cm","Diospyros",5987.32370397158,NA,NA
"Amadese","1794","1 - 9.9cm","Entada louvelii",3848.99380969602,NA,NA
"Amadese","1794","1 - 9.9cm","Macaranga obovata",7697.98761939203,NA,5987.32370397158
"Amadese","1794","1 - 9.9cm","Thilachium sumangui",12829.9793656534,NA,NA
"Amadese","1794","<1cm","Dracaena reflexa",46187.9257163522,NA,NA
"Amadese","1794","<1cm","Thilachium sumangui",23093.9628581761,NA,NA
"Amadese","1794",">10cm","Brachylaena perrieri",51.3199174626135,NA,NA
"Amadese","1794",">10cm","Eucalyptus robusta",316.472824352784,NA,NA
"Amadese","1794",">10cm","Ficus reflexa",25.6599587313068,NA,NA
"Amadese","1794",">10cm","Macaranga obovata",25.6599587313068,NA,51.3199174626135
"Amadese","1794",">10cm","Thecacoris cometia",51.3199174626135,NA,NA
"Amadese","1794","<10cm planted","Coffea",NA,1077.71826671488,NA
"Amadese","1794","<10cm planted","Dracaena reflexa",NA,135741.181688613,NA
"Amadese","1794","<10cm planted","Ficus reflexa",NA,25.6599587313068,NA
"Amadese","1794","<10cm planted","Harungana madagascariensis",NA,90656.6341977068,NA
"Amadese","1794","<10cm planted","Intsia bijuga",NA,1000.73839052096,NA
"Amadese","1794","<10cm planted","Trachylobium verrucosum",NA,35923.9422238295,NA
"Amadese","1813","<10cm planted","Intsia bijuga",NA,2757.50966518346,NA
"Amadese","1813","<10cm planted","Trachylobium verrucosum",NA,4772.61288204829,NA
"CI Madagascar","1744","<10cm planted","Néant",NA,0,NA
"CI Madagascar","1746","1 - 9.9cm","Eucalyptus",104.98,NA,NA
"CI Madagascar","1746","1 - 9.9cm","Psidium",104.98,NA,NA
"CI Madagascar","1746",">10cm","Eucalyptus",104.98,NA,NA
"CI Madagascar","1750","<10cm planted","Albizia gummifera",NA,14.564,NA
"CI Madagascar","1750","<10cm planted","Néant",NA,0,NA
"CI Madagascar","1750","<10cm planted","Psidium",NA,626.252,NA
"CI Madagascar","1758","1 - 9.9cm","Eucalyptus",2185.0729131055,NA,NA
"CI Madagascar","1758",">10cm","Eucalyptus",272.59325450623,NA,12.9806311669633
"CI Madagascar","1758",">10cm","Nonoka",25.9612623339267,NA,NA
"CI Madagascar","1758","<10cm planted","Intsia bijuga",NA,3349.00284107654,NA
"CI Madagascar","1758","<10cm planted","Trachylobium",NA,895.663550520471,NA
"CI Madagascar","1758","<10cm planted","Trachylobium verrucosum",NA,895.663550520471,NA
"CI Madagascar","1759","1 - 9.9cm","Albizia gummifera",9.48210526315789,NA,NA
"CI Madagascar","1759","1 - 9.9cm","Eucalyptus",9.48210526315789,NA,NA
"CI Madagascar","1761","1 - 9.9cm","Lambinana ( nom scientifique??)",20.5612903225806,NA,NA
"CI Madagascar","1761","<1cm","Lambinana (nom scientifique ?)",9252.58064516129,NA,NA
"CI Madagascar","1761","1 - 9.9cm","Autre espèce",NA,NA,10.2806451612903
"CI Madagascar","1763","1 - 9.9cm","Nuxia capitata",41.0555508546285,NA,NA
"CI Madagascar","1763","1 - 9.9cm","Vernonia glutinosa",27.370367236419,NA,NA
"CI Madagascar","1768","1 - 9.9cm","Albizia gummifera",7.95297297297297,NA,NA
"CI Madagascar","1768","1 - 9.9cm","Cnestis polyphylla",15.9059459459459,NA,NA
"CI Madagascar","1779","1 - 9.9cm","Brachylaena perrieri",13.0610526315789,NA,NA
"CI Madagascar","1792","1 - 9.9cm","Brachylaena perrieri",13.6452631578947,NA,NA
"CI Madagascar","1792",">10cm","Eucalyptus",13.6452631578947,NA,NA
"CI Madagascar","1794","<1cm","Vernonia glutinosa",69281.8885745283,NA,NA
"CI Madagascar","1795","1 - 9.9cm","Thilachium angustifolium",41.6897668484585,NA,NA
"CI Madagascar","1795",">10cm","Eugenia jambolana",41.6897668484585,NA,NA
"CI Madagascar","1797","1 - 9.9cm","Nonoka",12.1362119141261,NA,NA
"CI Madagascar","1797","1 - 9.9cm","fotsiambo kijejalahy",36.4086357423782,NA,NA
"CI Madagascar","1797","1 - 9.9cm","volomborona",194.179390626017,NA,NA
"CI Madagascar","1797","1 - 9.9cm","vosefaka",12.1362119141261,NA,NA
"CI Madagascar","1797",">10cm","Kisaka",12.1362119141261,NA,NA
"CI Madagascar","1797",">10cm","Nonoka",24.2724238282521,NA,NA
"CI Madagascar","1797","<10cm planted","none",NA,0,NA
"CI Madagascar","1797","1 - 9.9cm","Hasina",NA,NA,12.1362119141261
"CI Madagascar","1821","<10cm planted","Eucalyptus",NA,15.2635039370079,NA
"CI Madagascar","1821","<10cm planted","Grevillea",NA,15.2635039370079,NA
"CI Madagascar","1821","1 - 9.9cm","Thilachium angustifolium",NA,NA,106.844527559055
"CI Madagascar","1828","<10cm planted","Eucalyptus",NA,43.072,NA
"CI Madagascar","1828","1 - 9.9cm","Thilachium angustifolium",NA,NA,129.216
"CI Madagascar","1830","1 - 9.9cm","Eucalyptus",31.3132530120482,NA,NA
"CI Madagascar","1830","1 - 9.9cm","Thilachium angustifolium",156.566265060241,NA,NA
"CI Madagascar","1831","1 - 9.9cm","Thilachium angustifolium",263.328047571853,NA,NA
"CI Madagascar","1835","1 - 9.9cm","Nuxia capitata",2721.87804878049,NA,NA
"CI Madagascar","1840","1 - 9.9cm","Grevillea",34.8032103233929,NA,NA
"CI Madagascar","1853","1 - 9.9cm","Thilachium angustifolium",336.370044052863,NA,NA
"CI Madagascar","1854","1 - 9.9cm","Nuxia capitata",NA,NA,52.9973808276585
"CI Madagascar","1860","1 - 9.9cm","Thilachium angustifolium",26.1046635813457,NA,NA
"CI Madagascar","1862","1 - 9.9cm","Thilachium angustifolium",168.823155298851,NA,NA
"CI Madagascar","1876","1 - 9.9cm","Thilachium angustifolium",80.832,NA,NA
"CI Madagascar","1880","1 - 9.9cm","Thilachium angustifolium",123.086486486486,NA,NA
"CI Madagascar","1880","<10cm planted","Eucalyptus",NA,35.1675675675676,NA
"CI Madagascar","1881","1 - 9.9cm","Thilachium angustifolium",169.822105263158,NA,NA
"CI Madagascar","1889","1 - 9.9cm","Nuxia capitata",813.163064833006,NA,NA
"CI Madagascar","1890","1 - 9.9cm","Thilachium angustifolium",30.5609522506499,NA,NA
"CI Madagascar","1891","1 - 9.9cm","Nuxia capitata",63.6089974293059,NA,NA
"CI Madagascar","1891","1 - 9.9cm","Thilachium angustifolium",76.3307969151671,NA,NA
"CI Madagascar","1891","<10cm planted",".",NA,0,NA
"CI Madagascar","1891","<10cm planted","Eucalyptus",NA,50.8871979434447,NA
"CI Madagascar","1891","<10cm planted","Grevillea",NA,12.7217994858612,NA
"CI Madagascar","1895",">10cm","Eucalyptus",151.786235662148,NA,NA
"CI Madagascar","1895","1 - 9.9cm","Thilachium verrucosum",NA,NA,40476.3295099062
"CI Madagascar","1898","1 - 9.9cm","Thilachium angustifolium",43.8315163528246,NA,NA
"CI Philippines","1742","1 - 9.9cm","Alangium meyeri",255237.5,NA,NA
"CI Philippines","1742","1 - 9.9cm","Ardisia squamulosa",765712.5,NA,NA
"CI Philippines","1742","1 - 9.9cm","Barringtonia racemosa",255237.5,NA,NA
"CI Philippines","1742","1 - 9.9cm","Buchanania nitida",1020950,NA,NA
"CI Philippines","1742","1 - 9.9cm","Diospyros pilosanthera",510475,NA,NA
"CI Philippines","1742","1 - 9.9cm","Dipterocarpus grandiflorus",255237.5,NA,NA
"CI Philippines","1742","1 - 9.9cm","Garcinia rubra",255237.5,NA,NA
"CI Philippines","1742","1 - 9.9cm","Glochidion triandrum",510475,NA,NA
"CI Philippines","1742","1 - 9.9cm","Guioa pleuropteris",510475,NA,NA
"CI Philippines","1742","1 - 9.9cm","Leucosyke capitellata",765712.5,NA,NA
"CI Philippines","1742","1 - 9.9cm","Litsea glutinosa",255237.5,NA,NA
"CI Philippines","1742","1 - 9.9cm","Mallotus philippensis",255237.5,NA,NA
"CI Philippines","1742","1 - 9.9cm","Mangifera altissima",765712.5,NA,NA
"CI Philippines","1742","1 - 9.9cm","Nephelium mutabile",255237.5,NA,NA
"CI Philippines","1742","1 - 9.9cm","Syzygium polycephaloides",510475,NA,NA
"CI Philippines","1742","<1cm","Alangium meyeri",2297137.5,NA,NA
"CI Philippines","1742","<1cm","Ardisia squamulosa",2297137.5,NA,NA
"CI Philippines","1742","<1cm","Buchanania nitida",2297137.5,NA,NA
"CI Philippines","1742","<1cm","Dillenia philippinensis",4594275,NA,NA
"CI Philippines","1742","<1cm","Dipterocarpus grandiflorus",2297137.5,NA,NA
"CI Philippines","1742","<1cm","Glochidion triandrum",2297137.5,NA,NA
"CI Philippines","1742","<1cm","Guioa pleuropteris",2297137.5,NA,NA
"CI Philippines","1742","<1cm","Intsia bijuga",2297137.5,NA,NA
"CI Philippines","1742","<1cm","Nephelium mutabile",4594275,NA,NA
"CI Philippines","1742",">10cm","Aglaia edulis",5104.75,NA,NA
"CI Philippines","1742",">10cm","Alangium meyeri",15314.25,NA,NA
"CI Philippines","1742",">10cm","Alstonia scholaris",2552.375,NA,NA
"CI Philippines","1742",">10cm","Antidesma ghaesembilla",2552.375,NA,NA
"CI Philippines","1742",">10cm","Ardisia squamulosa",2552.375,NA,NA
"CI Philippines","1742",">10cm","Barringtonia racemosa",2552.375,NA,NA
"CI Philippines","1742",">10cm","Buchanania arborescens",7657.125,NA,NA
"CI Philippines","1742",">10cm","Buchanania nitida",7657.125,NA,NA
"CI Philippines","1742",">10cm","Cleidion spiciflorum",5104.75,NA,NA
"CI Philippines","1742",">10cm","Cleistocalyx operculatus",2552.375,NA,NA
"CI Philippines","1742",">10cm","Cratoxylum formosum",20419,NA,NA
"CI Philippines","1742",">10cm","Diospyros pilosanthera",2552.375,NA,NA
"CI Philippines","1742",">10cm","Diospyros pyrrhocarpa",5104.75,NA,NA
"CI Philippines","1742",">10cm","Dipterocarpus gracilis",2552.375,NA,NA
"CI Philippines","1742",">10cm","Dipterocarpus grandiflorus",5104.75,NA,NA
"CI Philippines","1742",">10cm","Epicharis cumingiana",5104.75,NA,NA
"CI Philippines","1742",">10cm","Euphoria didyma",7657.125,NA,NA
"CI Philippines","1742",">10cm","Ficus nota",5104.75,NA,NA
"CI Philippines","1742",">10cm","Ficus variegata",2552.375,NA,NA
"CI Philippines","1742",">10cm","Garcinia benthamii",2552.375,NA,NA
"CI Philippines","1742",">10cm","Garcinia polyantha",2552.375,NA,NA
"CI Philippines","1742",">10cm","Garcinia rubra",12761.875,NA,NA
"CI Philippines","1742",">10cm","Intsia bijuga",7657.125,NA,NA
"CI Philippines","1742",">10cm","Mallotus philippensis",7657.125,NA,NA
"CI Philippines","1742",">10cm","Mangifera altissima",2552.375,NA,NA
"CI Philippines","1742",">10cm","Mimusops parvifolia",2552.375,NA,NA
"CI Philippines","1742",">10cm","Myristica umbellata",2552.375,NA,NA
