"Organization_Name","Site_ID","size_class","Already Present","Planted","Unknown"
"Taotsara","1896","<10cm planted",NA,2362,NA
"Taotsara","1897",">1cm",9666.66666666667,NA,NA
"Taotsara","1897","<10cm planted",NA,483.333333333333,NA
"Taotsara","1898",">1cm",2191.57581764123,NA,NA
"Taotsara","1898","<10cm planted",NA,4251.65708622398,NA
"Taotsara","1899",">1cm",50155.5555555556,NA,NA
"Taotsara","1899","<10cm planted",NA,1003.11111111111,NA
"Taotsara","1900","1 - 9.9cm",91.6923879040667,NA,NA
"Taotsara","1900",">1cm",9169.23879040667,NA,NA
"Taotsara","1900","<10cm planted",NA,11324.0099061522,NA
"Wells for Zoe","180","1 - 9.9cm",3108580.29360635,NA,NA
"Wells for Zoe","180","<1cm",123374.493499003,NA,NA
"Wells for Zoe","180",">10cm",4775.04984097992,NA,0
"Wells for Zoe","180","<10cm planted",NA,183965.078084068,NA
