"Tree_type","Species","size_class","Tree_per_sq_30m","main_data.Enter_a_date","main_data.Country","main_data.Site_ID","main_data.Timeframe","main_data.Plot_ID","main_data.Plot_Type","main_data.Plot_Permanence","main_data.Resampling1","main_data.PlantingPattern","main_data.Resampling2","main_data.X_id"
"Present","Guatemala ulmifolia",">10cm",3,"2023-03-29","Mexico","295","Y0","295-19","Restoration","Permanent",0,"3 m por 3 m",0,229326727
"Present","Heamatoxylum campechianum",">10cm",3,"2023-03-29","Mexico","295","Y0","295-19","Restoration","Permanent",0,"3 m por 3 m",0,229326727
"Present","Malpiguia glabra",">10cm",4,"2023-03-29","Mexico","295","Y0","295-19","Restoration","Permanent",0,"3 m por 3 m",0,229326727
"Present","Bursera simaruba","1-9.9cm",100,"2023-03-29","Mexico","295","Y0","295-19","Restoration","Permanent",0,"3 m por 3 m",0,229326727
"Present","Malpighia glabra","1-9.9cm",300,"2023-03-29","Mexico","295","Y0","295-19","Restoration","Permanent",0,"3 m por 3 m",0,229326727
"naturally_regenerating","Butea monosperma",">10cm",9,"2023-03-15","India","273B1P1","Y0","273B1P1","Control",NA,NA,NA,NA,225333314
"naturally_regenerating","Mangifera indica",">10cm",18,"2023-03-15","India","273B1P1","Y0","273B1P1","Control",NA,NA,NA,NA,225333314
"naturally_regenerating","Butea monosperma",">10cm",2,"2023-03-15","India","273B1P1","Y0","273B1P1","Restoration","Permanent",0,"Trees were planted with a 6 ft by 6 ft spacing",0,225333642
"planted","Butea monosperma","1-9.9cm",100,"2023-03-15","India","273B1P1","Y0","273B1P1","Restoration","Permanent",0,"Trees were planted with a 6 ft by 6 ft spacing",0,225333642
"planted","D melonoxylon","1-9.9cm",100,"2023-03-15","India","273B1P1","Y0","273B1P1","Restoration","Permanent",0,"Trees were planted with a 6 ft by 6 ft spacing",0,225333642
"Present","Cafe","1-9.9cm",100,"2023-04-13","Mexico","1281","Y0","1281-2","Restoration","Permanent",0,"3*2",0,232761648
"Present","Inga edulis",">10cm",1,"2023-02-21","Mexico","878","Y0","878-2","Restoration","Permanent",0,"3x4",0,228159634
"Present","Inga vera",">10cm",4,"2023-02-21","Mexico","878","Y0","878-2","Restoration","Permanent",0,"3x4",0,228159634
"Present","Vernonia patens",">10cm",5,"2023-02-21","Mexico","878","Y0","878-2","Restoration","Permanent",0,"3x4",0,228159634
"Present","Café","1-9.9cm",400,"2023-02-21","Mexico","878","Y0","878-2","Restoration","Permanent",0,"3x4",0,228159634
"Present","Inga edulis",">10cm",3,"2023-02-24","Mexico","350","Y0","350-1","Restoration","Permanent",0,"3x3",0,229426589
"Present","Inga vera",">10cm",7,"2023-02-24","Mexico","350","Y0","350-1","Restoration","Permanent",0,"3x3",0,229426589
"Present","Pronus solicifolia",">10cm",1,"2023-02-24","Mexico","350","Y0","350-1","Restoration","Permanent",0,"3x3",0,229426589
"Present","Vijao",">10cm",1,"2023-02-24","Mexico","350","Y0","350-1","Restoration","Permanent",0,"3x3",0,229426589
"Present","Caffea arabica","1-9.9cm",100,"2023-02-24","Mexico","350","Y0","350-1","Restoration","Permanent",0,"3x3",0,229426589
"Present","Diphysa americana",">10cm",1,"2023-02-22","Mexico","901","Y0","901-2","Restoration","Permanent",0,"3x3",0,229426361
"Present","Inga vera",">10cm",7,"2023-02-22","Mexico","901","Y0","901-2","Restoration","Permanent",0,"3x3",0,229426361
"Present","Psidium guajava",">10cm",1,"2023-02-22","Mexico","901","Y0","901-2","Restoration","Permanent",0,"3x3",0,229426361
"Present","Ternstroemia sylvatica",">10cm",1,"2023-02-22","Mexico","901","Y0","901-2","Restoration","Permanent",0,"3x3",0,229426361
"Present","Vernonia patens",">10cm",2,"2023-02-22","Mexico","901","Y0","901-2","Restoration","Permanent",0,"3x3",0,229426361
"Present","Caffea arabica","1-9.9cm",100,"2023-02-22","Mexico","901","Y0","901-2","Restoration","Permanent",0,"3x3",0,229426361
"Present","Cupressus lusitanica var lindleyi",">10cm",1,"2023-02-22","Mexico","901","Y0","901-3","Restoration","Permanent",0,"3x3",0,229426380
"Present","Inga vera",">10cm",2,"2023-02-22","Mexico","901","Y0","901-3","Restoration","Permanent",0,"3x3",0,229426380
"Present","Prunus salicifolia",">10cm",1,"2023-02-22","Mexico","901","Y0","901-3","Restoration","Permanent",0,"3x3",0,229426380
"Present","Vernonia patens",">10cm",6,"2023-02-22","Mexico","901","Y0","901-3","Restoration","Permanent",0,"3x3",0,229426380
"Present","Caffea arabica","1-9.9cm",300,"2023-02-22","Mexico","901","Y0","901-3","Restoration","Permanent",0,"3x3",0,229426380
"Present","Inga vera",">10cm",7,"2023-02-23","Mexico","349","Y0","349-2","Restoration","Permanent",0,"3x3",0,229426516
"Present","Mangifera indica",">10cm",1,"2023-02-23","Mexico","349","Y0","349-2","Restoration","Permanent",0,"3x3",0,229426516
"Present","Platanus mexicana moric",">10cm",4,"2023-02-23","Mexico","349","Y0","349-2","Restoration","Permanent",0,"3x3",0,229426516
"Present","Psidium guajava",">10cm",1,"2023-02-23","Mexico","349","Y0","349-2","Restoration","Permanent",0,"3x3",0,229426516
"Present","Verbesina myrioephala",">10cm",2,"2023-02-23","Mexico","349","Y0","349-2","Restoration","Permanent",0,"3x3",0,229426516
"Present","Vernonia patens",">10cm",2,"2023-02-23","Mexico","349","Y0","349-2","Restoration","Permanent",0,"3x3",0,229426516
"Present","Inga vera",">10cm",10,"2023-02-22","Mexico","901","Y0","901-4","Restoration","Permanent",0,"3x3",0,229426408
"Present","Caffea arabica","1-9.9cm",100,"2023-02-22","Mexico","901","Y0","901-4","Restoration","Permanent",0,"3x3",0,229426408
"Present","Citrus x aurantiifolia",">10cm",1,"2023-02-23","Mexico","349","Y0","349-1","Restoration","Permanent",0,"3x3",0,229426458
"Present","Diphysa americana",">10cm",2,"2023-02-23","Mexico","349","Y0","349-1","Restoration","Permanent",0,"3x3",0,229426458
"Present","Inga edulis",">10cm",1,"2023-02-23","Mexico","349","Y0","349-1","Restoration","Permanent",0,"3x3",0,229426458
"Present","Inga vera",">10cm",6,"2023-02-23","Mexico","349","Y0","349-1","Restoration","Permanent",0,"3x3",0,229426458
"Present","Persea americana",">10cm",3,"2023-02-23","Mexico","349","Y0","349-1","Restoration","Permanent",0,"3x3",0,229426458
"Present","Prunus salicifolia",">10cm",1,"2023-02-23","Mexico","349","Y0","349-1","Restoration","Permanent",0,"3x3",0,229426458
"Present","Pseudosmodingium multifolium",">10cm",1,"2023-02-23","Mexico","349","Y0","349-1","Restoration","Permanent",0,"3x3",0,229426458
"Present","Ternstroemia luquillensis",">10cm",1,"2023-02-23","Mexico","349","Y0","349-1","Restoration","Permanent",0,"3x3",0,229426458
"Present","Ternstroemia sylvatica",">10cm",3,"2023-02-23","Mexico","349","Y0","349-1","Restoration","Permanent",0,"3x3",0,229426458
"Present","Caffea arabica","1-9.9cm",100,"2023-02-23","Mexico","349","Y0","349-1","Restoration","Permanent",0,"3x3",0,229426458
"Present","Inga edulis",">10cm",1,"2023-02-24","Mexico","350","Y0","350-2","Restoration","Permanent",0,"3x3",0,229426624
"Present","Inga vera",">10cm",8,"2023-02-24","Mexico","350","Y0","350-2","Restoration","Permanent",0,"3x3",0,229426624
"Present","Ternstroemia sylvatica",">10cm",1,"2023-02-24","Mexico","350","Y0","350-2","Restoration","Permanent",0,"3x3",0,229426624
"Present","Caffea arabica","1-9.9cm",100,"2023-02-24","Mexico","350","Y0","350-2","Restoration","Permanent",0,"3x3",0,229426624
"Present","Carpinus betulus",">10cm",1,"2022-10-04",NA,"Chantilly-255-25","Y0","25","Restoration","Permanent",0,"Same as 16",0,190956140
"Present","Pinus sp",">10cm",1,"2022-10-04",NA,"Chantilly-255-25","Y0","25","Restoration","Permanent",0,"Same as 16",0,190956140
"Present","quercus",">10cm",1,"2022-10-04",NA,"Chantilly-255-25","Y0","25","Restoration","Permanent",0,"Same as 16",0,190956140
"Present","Carpinus betulus","1-9.9cm",200,"2022-10-04",NA,"Chantilly-255-25","Y0","25","Restoration","Permanent",0,"Same as 16",0,190956140
"naturally_regenerating","Quercus","1-9.9cm",200,"2022-10-04",NA,"Chantilly-255-25","Y0","25","Restoration","Permanent",0,"Same as 16",0,190956140
"Present","Prunus avium",">10cm",0.5,"2022-10-03",NA,"Chantilly-451-43","Y0","43","Restoration","Permanent",1,"Idem 46",NA,189528140
"naturally_regenerating","Carpinus betulus","1-9.9cm",100,"2022-10-03",NA,"Chantilly-451-43","Y0","43","Restoration","Permanent",1,"Idem 46",NA,189528140
"naturally_regenerating","Populus","1-9.9cm",300,"2022-10-03",NA,"Chantilly-451-43","Y0","43","Restoration","Permanent",1,"Idem 46",NA,189528140
"naturally_regenerating","Quercus robur","1-9.9cm",100,"2022-10-03",NA,"Chantilly-451-43","Y0","43","Restoration","Permanent",1,"Idem 46",NA,189528140
"planted","Quercus robur","1-9.9cm",200,"2022-10-03",NA,"Chantilly-451-43","Y0","43","Restoration","Permanent",1,"Idem 46",NA,189528140
"Present","Carpinus betulus",">10cm",2,"2022-10-04",NA,"Chantilly-255-16","Y0","16","Restoration","Permanent",0,"2m entre plantes x 5m entre lignes",0,190955924
"Present","Pinus sp",">10cm",4,"2022-10-04",NA,"Chantilly-255-16","Y0","16","Restoration","Permanent",0,"2m entre plantes x 5m entre lignes",0,190955924
"Present","Quercus",">10cm",3,"2022-10-04",NA,"Chantilly-255-16","Y0","16","Restoration","Permanent",0,"2m entre plantes x 5m entre lignes",0,190955924
"naturally_regenerating","Carpinus betulus","1-9.9cm",100,"2022-10-04",NA,"Chantilly-255-16","Y0","16","Restoration","Permanent",0,"2m entre plantes x 5m entre lignes",0,190955924
"Present","Quercus","1-9.9cm",100,"2022-10-04",NA,"Chantilly-255-16","Y0","16","Restoration","Permanent",0,"2m entre plantes x 5m entre lignes",0,190955924
"naturally_regenerating","Tibia cordata","1-9.9cm",500,"2022-10-04",NA,"Chantilly-255-16","Y0","16","Restoration","Permanent",0,"2m entre plantes x 5m entre lignes",0,190955924
"Present","Carpinus betulus",">10cm",4,"2022-10-04",NA,"Chantilly-255-19","Y0","19","Restoration","Permanent",0,"Same as 16",0,190955982
"Present","Quercus",">10cm",5,"2022-10-04",NA,"Chantilly-255-19","Y0","19","Restoration","Permanent",0,"Same as 16",0,190955982
"Present","Carpinus betulus","1-9.9cm",200,"2022-10-04",NA,"Chantilly-255-19","Y0","19","Restoration","Permanent",0,"Same as 16",0,190955982
"naturally_regenerating","Quercus","1-9.9cm",400,"2022-10-04",NA,"Chantilly-255-19","Y0","19","Restoration","Permanent",0,"Same as 16",0,190955982
"naturally_regenerating","Sorbus aucuparia","1-9.9cm",200,"2022-10-04",NA,"Chantilly-255-19","Y0","19","Restoration","Permanent",0,"Same as 16",0,190955982
"Present","Prunus avium",">10cm",2,"2022-10-03",NA,"Chantilly-451-42","Y0","42","Restoration","Permanent",0,"Idem46",0,189528190
"naturally_regenerating","Carpinus betulus","1-9.9cm",200,"2022-10-03",NA,"Chantilly-451-42","Y0","42","Restoration","Permanent",0,"Idem46",0,189528190
"planted","Quercus robur","1-9.9cm",200,"2022-10-03",NA,"Chantilly-451-42","Y0","42","Restoration","Permanent",0,"Idem46",0,189528190
"planted","Sorbus torminalis","1-9.9cm",200,"2022-10-03",NA,"Chantilly-451-42","Y0","42","Restoration","Permanent",0,"Idem46",0,189528190
"Present","Carpinus betulus",">10cm",1,"2022-10-04",NA,"Chantilly-255-18","Y0","18","Restoration","Permanent",0,"Same as 16",0,190955967
"Present","Quercus",">10cm",7,"2022-10-04",NA,"Chantilly-255-18","Y0","18","Restoration","Permanent",0,"Same as 16",0,190955967
"Present","Carpinus betulus","1-9.9cm",300,"2022-10-04",NA,"Chantilly-255-18","Y0","18","Restoration","Permanent",0,"Same as 16",0,190955967
"naturally_regenerating","Quercus","1-9.9cm",200,"2022-10-04",NA,"Chantilly-255-18","Y0","18","Restoration","Permanent",0,"Same as 16",0,190955967
"Present","Carpinus betulus",">10cm",4,"2022-10-04",NA,"Chant-255-23","Y0","23","Restoration","Permanent",0,"Same as 16",0,190956064
"naturally_regenerating","Populus","1-9.9cm",200,"2022-10-04",NA,"Chant-255-23","Y0","23","Restoration","Permanent",0,"Same as 16",0,190956064
"Present","Quercus",">10cm",1,"2022-10-03",NA,"Chantilly-523-33","Y0","33","Restoration","Permanent",0,"Same as 28",NA,189663359
"naturally_regenerating","Carpinus betulus","1-9.9cm",100,"2022-10-04",NA,"Chantilly-51-4","Y0","4","Restoration","Permanent",0,"Same as 1",0,190956306
"Present","Prunus avium","1-9.9cm",100,"2022-10-04",NA,"Chantilly-51-4","Y0","4","Restoration","Permanent",0,"Same as 1",0,190956306
"Present","Carpinus betulus",">10cm",6,"2022-10-04",NA,"Chantilly-255-22","Y0","22","Restoration","Permanent",0,"Same as 16",NA,190956049
"Present","Quercus",">10cm",1,"2022-10-04",NA,"Chantilly-255-22","Y0","22","Restoration","Permanent",0,"Same as 16",NA,190956049
"naturally_regenerating","Carpinus betulus","1-9.9cm",200,"2022-10-04",NA,"Chantilly-255-22","Y0","22","Restoration","Permanent",0,"Same as 16",NA,190956049
"naturally_regenerating","Quercus","1-9.9cm",200,"2022-10-04",NA,"Chantilly-255-22","Y0","22","Restoration","Permanent",0,"Same as 16",NA,190956049
"Present","Qercus",">10cm",1,"2022-10-03",NA,"Chantilly-523-34","Y0","34","Restoration","Permanent",0,"Same que 28",0,189663391
"Present","Carpinus betulus","1-9.9cm",100,"2022-10-03",NA,"Chantilly-523-34","Y0","34","Restoration","Permanent",0,"Same que 28",0,189663391
"planted","Douglas","1-9.9cm",200,"2022-10-03",NA,"Chantilly-523-34","Y0","34","Restoration","Permanent",0,"Same que 28",0,189663391
"naturally_regenerating","Carpinus betulus","1-9.9cm",100,"2022-10-04",NA,"Chantilly-51-7","Y0","7","Restoration","Permanent",2,"Idem point précédent",0,190956404
"Present","Prunus avium","1-9.9cm",100,"2022-10-04",NA,"Chantilly-51-7","Y0","7","Restoration","Permanent",2,"Idem point précédent",0,190956404
"Present","Inga vera",">10cm",2,"2023-02-21","Mexico","878","Y0","878-3","Restoration","Permanent",0,"3x4",0,228160743
"Present","Vernonia patens",">10cm",8,"2023-02-21","Mexico","878","Y0","878-3","Restoration","Permanent",0,"3x4",0,228160743
"Present","Coffea arabica","1-9.9cm",300,"2023-02-21","Mexico","878","Y0","878-3","Restoration","Permanent",0,"3x4",0,228160743
"Present","Eriobptrya Japonica","1-9.9cm",100,"2023-02-21","Mexico","878","Y0","878-3","Restoration","Permanent",0,"3x4",0,228160743
"Present","Inga edulis",">10cm",3,"2023-02-21","Mexico","878","Y0","878-1","Restoration","Permanent",0,"Esta plantado a una distancia de 2*2",0,228159173
"Present","Inga vera",">10cm",4,"2023-02-21","Mexico","878","Y0","878-1","Restoration","Permanent",0,"Esta plantado a una distancia de 2*2",0,228159173
"Present","Ternstroemia sylvstica",">10cm",1,"2023-02-21","Mexico","878","Y0","878-1","Restoration","Permanent",0,"Esta plantado a una distancia de 2*2",0,228159173
"Present","Coffea arabica","1-9.9cm",300,"2023-02-21","Mexico","878","Y0","878-1","Restoration","Permanent",0,"Esta plantado a una distancia de 2*2",0,228159173
"Present","Inga vera",">10cm",8,"2023-02-22","Mexico","901","Y0","901-1","Restoration","Permanent",0,"3x3",0,229426328
"Present","Prunus salicifolia",">10cm",1,"2023-02-22","Mexico","901","Y0","901-1","Restoration","Permanent",0,"3x3",0,229426328
"Present","Ternstroemia sylvatica",">10cm",2,"2023-02-22","Mexico","901","Y0","901-1","Restoration","Permanent",0,"3x3",0,229426328
"Present","Coffea arabica","1-9.9cm",100,"2023-02-22","Mexico","901","Y0","901-1","Restoration","Permanent",0,"3x3",0,229426328
"Present","Thilachium angustifolium",">10cm",2.33333333333333,"2023-04-14","Madagascar","S0137","Y0","S0137CP01","Control",NA,NA,NA,2,232562628
"don_t_know","Thilachium angustifolium",">10cm",2.33333333333333,"2023-04-07","Madagascar","S0078","Y0","S0078CP02","Control",NA,NA,NA,2,232556710
"Present","Eucalyptus",">10cm",1.66666666666667,"2023-03-23","Madagascar","S0015","Y0","ATKC002","Control",NA,NA,NA,2,227314781
"Present","Thilachium angustifolium",">10cm",2,"2023-04-12","Madagascar","S0148
","Y0","S0148CP01","Control",NA,NA,NA,2,232559459
"Present","Eucalyptus",">10cm",0.333333333333333,"2023-03-24","Madagascar","S0003
","Y0","S0003CP01","Control",NA,NA,NA,2,232553701
"Present","Eucalyptusl",">10cm",0.333333333333333,"2023-03-24","Madagascar","S0003
","Y0","S0003CP01","Control",NA,NA,NA,2,232553701
"Present","Goyavia",">10cm",0.333333333333333,"2023-03-24","Madagascar","S0003
","Y0","S0003CP01","Control",NA,NA,NA,2,232553701
"don_t_know","Eucalyptus",">10cm",0.333333333333333,"2023-03-23","Madagascar","S0015","Y0","ATKC001","Control",NA,NA,NA,2,227314389
"Present","Eucalyptus",">10cm",11.6666666666667,"2023-03-23","Madagascar","S0015","Y0","ATKC001","Control",NA,NA,NA,2,227314389
"don_t_know","Thilachium angustifolium",">10cm",2,"2023-04-07","Madagascar","S0085","Y0","S0085CP01","Control",NA,NA,NA,2,232557424
"Present","Eucalyptus",">10cm",0.666666666666667,"2023-04-07","Madagascar","S0087","Y0","S0087CP01","Control",NA,NA,NA,2,232556854
"Present","Thilachium angustifolium",">10cm",3.33333333333333,"2023-04-07","Madagascar","S0087","Y0","S0087CP01","Control",NA,NA,NA,2,232556854
NA,NA,NA,NA,"2023-03-07","Madagascar","S01","Y0","P01","Restoration","Permanent",NA,"2msur2m",NA,223397416
"Present","Quercus",">10cm",3,"2022-10-03",NA,"Chantilly-523-31","Y0","31","Restoration","Permanent",0,"Same as 28",0,189663315
"Present","Fraises exelsion","1-9.9cm",100,"2022-10-03",NA,"Chantilly-523-31","Y0","31","Restoration","Permanent",0,"Same as 28",0,189663315
"Present","Grevilia",">10cm",0.666666666666667,"2023-04-06","Madagascar","S0097","Y0","S0097CP01","Control",NA,NA,NA,2,232555260
"Present","Inga edulis",">10cm",4,"2023-02-24","Mexico","350","Y0","350-3","Restoration","Permanent",0,"3x2",0,229426644
"Present","Inga vera",">10cm",9,"2023-02-24","Mexico","350","Y0","350-3","Restoration","Permanent",0,"3x2",0,229426644
"Present","Ternstroemia sylvatica",">10cm",2,"2023-02-24","Mexico","350","Y0","350-3","Restoration","Permanent",0,"3x2",0,229426644
"Present","Inga edulis",">10cm",2,"2023-04-12","Mexico","1274","Y0","1274-1","Restoration","Permanent",0,"1.30*1.30, están sembradas las plantas",0,232748411
"Present","Inga vera",">10cm",9,"2023-04-12","Mexico","1274","Y0","1274-1","Restoration","Permanent",0,"1.30*1.30, están sembradas las plantas",0,232748411
"Present","Platus mexicana moric",">10cm",4,"2023-04-12","Mexico","1274","Y0","1274-1","Restoration","Permanent",0,"1.30*1.30, están sembradas las plantas",0,232748411
"Present","Inga spuria",">10cm",4,"2023-04-14","Mexico","345-2","Y0","345-2","Restoration","Permanent",0,"Están de 2*2",0,232774002
"Present","Inga vera",">10cm",4,"2023-04-14","Mexico","345-2","Y0","345-2","Restoration","Permanent",0,"Están de 2*2",0,232774002
"Present","Inga vera",">10cm",7,"2023-04-14","Mexico","835","Y0","835-3","Restoration","Permanent",0,"Los árboles están de 3*2",0,232772835
"Present","Persea americana",">10cm",2,"2023-04-14","Mexico","835","Y0","835-3","Restoration","Permanent",0,"Los árboles están de 3*2",0,232772835
"Present","Transtoemia luquillensis",">10cm",1,"2023-04-14","Mexico","835","Y0","835-3","Restoration","Permanent",0,"Los árboles están de 3*2",0,232772835
"Present","Quercus",">10cm",3,"2022-10-03",NA,"Chantilly-523-30","Y0","30","Restoration","Permanent",0,"Samedi as 28",0,189663249
"planted","Larix decidua","1-9.9cm",200,"2022-10-03",NA,"Chantilly-523-30","Y0","30","Restoration","Permanent",0,"Samedi as 28",0,189663249
NA,NA,NA,NA,"2023-03-24","Madagascar","S0007","Y0","S0007CP01","Control",NA,NA,NA,2,232553842
NA,NA,NA,NA,"2023-03-24","Madagascar","S0001","Y0","S0001CP01","Control",NA,NA,NA,2,232553738
NA,NA,NA,NA,"2023-04-07","Madagascar","S0087","Y0","S0087CP02","Control",NA,NA,NA,2,232557364
NA,NA,NA,NA,"2023-04-07","Madagascar","S0085","Y0","S0085CP02","Control",NA,NA,NA,2,232557509
NA,NA,NA,NA,"2023-04-11","Madagascar","S0110","Y0","S0110CP02","Control",NA,NA,NA,2,232558061
NA,NA,NA,NA,"2023-04-11","Madagascar","S0109","Y0","S0109CP01","Control",NA,NA,NA,2,232558609
NA,NA,NA,NA,"2023-04-11","Madagascar","S0118","Y0","S0118CP01","Control",NA,NA,NA,2,232558652
NA,NA,NA,NA,"2023-04-12","Madagascar","S0149","Y0","S0149CP01","Control",NA,NA,NA,2,232559067
NA,NA,NA,NA,"2023-04-12","Madagascar","S0149","Y0","S0149CP02","Control",NA,NA,NA,2,232559277
NA,NA,NA,NA,"2023-04-13","Madagascar","S0135","Y0","S0135CP01","Control",NA,NA,NA,2,232560330
NA,NA,NA,NA,"2023-04-13","Madagascar","S0131","Y0","S0131CP01","Control",NA,NA,NA,2,232560451
NA,NA,NA,NA,"2023-04-13","Madagascar","S0128
","Y0","S0128CP01","Control",NA,NA,NA,2,232560674
NA,NA,NA,NA,"2023-04-13","Madagascar","S0129","Y0","S0129CP01","Control",NA,NA,NA,2,232560864
NA,NA,NA,NA,"2023-04-14","Madagascar","S0157","Y0","S0157CP01","Control",NA,NA,NA,2,232561773
"don_t_know","Nuxia capitata",">10cm",0.666666666666667,"2023-04-11","Madagascar","S0111","Y0","S0111CP01","Control",NA,NA,NA,2,232557775
NA,NA,NA,NA,"2023-04-14","Madagascar","S0138","Y0","S0138CP01","Control",NA,NA,NA,2,232561903
NA,NA,NA,NA,"2023-04-14","Madagascar","S0139","Y0","S0139CP01","Control",NA,NA,NA,2,232562121
NA,NA,NA,NA,"2023-04-15","Madagascar","S0090
","Y0","S0090CP01","Control",NA,NA,NA,2,232563270
NA,NA,NA,NA,"2023-04-15","Madagascar","S0114","Y0","S0114CP01","Control",NA,NA,NA,2,232563695
"Present","thilachium angustifolium",">10cm",1.66666666666667,"2023-04-12","Madagascar","S0147","Y0","S0147CP01","Control",NA,NA,NA,2,232559850
NA,NA,NA,NA,"2023-03-23","Madagascar","S0017","Y0","ATKC004","Control",NA,NA,NA,2,227315654
NA,NA,NA,NA,"2023-03-25","Madagascar","S0023","Y0","S0023CP01","Control",NA,NA,NA,2,232554307
NA,NA,NA,NA,"2023-03-27","Madagascar","S0038","Y0","S0038CP01","Control",NA,NA,NA,2,232554606
NA,NA,NA,NA,"2023-03-27","Madagascar","S0045","Y0","S0045CP01","Control",NA,NA,NA,2,232554779
NA,NA,NA,NA,"2023-04-06","Madagascar","S0097","Y0","S0097CP02","Control",NA,NA,NA,2,232555418
NA,NA,NA,NA,"2023-04-06","Madagascar","S0108","Y0","S0108CP01","Control",NA,NA,NA,2,232555570
NA,NA,NA,NA,"2023-04-06","Madagascar","S0108","Y0","S018CP02","Control",NA,NA,NA,2,232556156
NA,NA,NA,NA,"2023-04-06","Madagascar","S0070","Y0","S0070CP01","Control",NA,NA,NA,2,232556207
NA,NA,NA,NA,"2023-04-06","Madagascar","S0070","Y0","S0070CP02","Control",NA,NA,NA,2,232556252
NA,NA,NA,NA,"2023-04-06","Madagascar","S0093","Y0","S0093CP01","Control",NA,NA,NA,2,232556387
NA,NA,NA,NA,"2023-04-07","Madagascar","S0078","Y0","S0078CP01","Control",NA,NA,NA,2,232556509
"Present","Thilachium angustifolium",">10cm",0.666666666666667,"2023-04-11","Madagascar","S0110","Y0","S0110CP01","Control",NA,NA,NA,2,232557910
"Present","Thilachium angustifolium",">10cm",1,"2023-04-13","Madagascar","S0133","Y0","S0137CP01
","Control",NA,NA,NA,2,232560095
"Present","Thilachium angustifolium",">10cm",2,"2023-04-14","Madagascar","S0138","Y0","S0138CP02","Control",NA,NA,NA,2,232562521
"Present","Thilachium angustifolium",">10cm",4,"2023-04-15","Madagascar","S0119","Y0","S0119CP01","Control",NA,NA,NA,2,232563463
"Present","Thilachium angustifolium",">10cm",2.66666666666667,"2023-04-15","Madagascar","S0117","Y0","S0117CP01","Control",NA,NA,NA,2,232564062
"Present","Thilachium angustifolium",">10cm",1,"2023-04-16","Madagascar","S0052","Y0","S0052CP1","Control",NA,NA,NA,2,232564140
"Present","Thilachium angustifolium",">10cm",2,"2023-04-15","Madagascar","S0088","Y0","S0088CP01","Control",NA,NA,NA,2,232562984
"Present","Nuxia capitata","1-9.9cm",50,"2023-04-12","Madagascar","S0146","Y0","S0146CP01","Control",NA,NA,NA,1,232558769
"Present","Thilachium angustifolium",">10cm",0.666666666666667,"2023-04-14","Madagascar","S0155","Y0","S0155CP01","Control",NA,NA,NA,2,232561828
"Present","Quercus rugosa nee","<1cm",900,"2023-03-28","Mexico","295","Y0","295-8","Restoration","Permanent",0,"3 por 3 metros",0,229320895
"Present","Pinus oocarpa",">10cm",3,"2023-03-28","Mexico","295","Y0","295-8","Restoration","Permanent",0,"3 por 3 metros",0,229320895
"Present","Quercus rugosa nee",">10cm",16,"2023-03-28","Mexico","295","Y0","295-8","Restoration","Permanent",0,"3 por 3 metros",0,229320895
"Present","Quercus rugosa nee","1-9.9cm",200,"2023-03-28","Mexico","295","Y0","295-8","Restoration","Permanent",0,"3 por 3 metros",0,229320895
"Present","Pinus oocarpa",">10cm",12,"2023-03-28","Mexico","295","Y0","295-10","Restoration","Permanent",0,"3 por 3 metros",0,229321864
"Present","Quercus rugosa nee",">10cm",2,"2023-03-28","Mexico","295","Y0","295-10","Restoration","Permanent",0,"3 por 3 metros",0,229321864
"Present","Pinus oocarpa schil de var","1-9.9cm",100,"2023-03-28","Mexico","295","Y0","295-10","Restoration","Permanent",0,"3 por 3 metros",0,229321864
"Present","Quercus rugoza nee","<1cm",900,"2023-03-28","Mexico","295","Y0","295-7","Restoration","Permanent",0,"3 por 3 metros",0,229321584
"Present","Pinus oocarpa",">10cm",3,"2023-03-28","Mexico","295","Y0","295-7","Restoration","Permanent",0,"3 por 3 metros",0,229321584
"Present","Quercus rugosa nee",">10cm",11,"2023-03-28","Mexico","295","Y0","295-7","Restoration","Permanent",0,"3 por 3 metros",0,229321584
"Present","Quercus rugosa nee","1-9.9cm",200,"2023-03-28","Mexico","295","Y0","295-7","Restoration","Permanent",0,"3 por 3 metros",0,229321584
"Present","Quercus rugosa nee","<1cm",900,"2023-03-28","Mexico","295","Y0","295-9","Restoration","Permanent",0,"3 por 3 metros",0,229321703
"Present","Pinus oocarpa schil de var",">10cm",14,"2023-03-28","Mexico","295","Y0","295-9","Restoration","Permanent",0,"3 por 3 metros",0,229321703
"Present","Quercus rugoza nee",">10cm",15,"2023-03-28","Mexico","295","Y0","295-9","Restoration","Permanent",0,"3 por 3 metros",0,229321703
"Present","Quercus rugoza nee","1-9.9cm",100,"2023-03-28","Mexico","295","Y0","295-9","Restoration","Permanent",0,"3 por 3 metros",0,229321703
"Present","Pinus sp",">10cm",9,"2022-10-04",NA,"Chantilly-255-27","Y0","27","Control",NA,NA,NA,NA,190956190
"Present","Quercus",">10cm",9,"2022-10-04",NA,"Chantilly-255-27","Y0","27","Control",NA,NA,NA,NA,190956190
"Present","Populus","1-9.9cm",200,"2022-10-04",NA,"Chantilly-255-27","Y0","27","Control",NA,NA,NA,NA,190956190
"Present","Quercus","1-9.9cm",200,"2022-10-04",NA,"Chantilly-255-27","Y0","27","Control",NA,NA,NA,NA,190956190
NA,NA,NA,NA,"2022-09-30",NA,"1","Y0","45((634","Restoration","Permanent",1,"a",NA,189066260
