"_30x30_Plot_TreeIDNumber","_30X30_Plot_TreeTrunk","_30x30_Plot_TreeDBH","trunk_index","tree_index","_parent_table_name","origin_table","main_index","Species","Tree_Type","Plot_ID","Site_ID","SiteType","Plot_Size","Organization_Name","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","Restoration_Technique","Timeframe","size_class","Country"
4,1,16,358,284,"_30x30_Plot_Repeat","group_un3bb19",18,"Guapira nitida","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
5,1,16.2,359,285,"_30x30_Plot_Repeat","group_un3bb19",18,"Xylopia aromatica","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
6,1,10.1,360,286,"_30x30_Plot_Repeat","group_un3bb19",18,"Pradosia lactescens","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
7,1,12,361,287,"_30x30_Plot_Repeat","group_un3bb19",18,"Inga affinis","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
8,1,25.9,362,288,"_30x30_Plot_Repeat","group_un3bb19",18,"Emmotum nitens","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
8,2,29.5,363,288,"_30x30_Plot_Repeat","group_un3bb19",18,"Emmotum nitens","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
9,1,16.5,364,289,"_30x30_Plot_Repeat","group_un3bb19",18,"Inga affinis","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
10,1,12.5,365,290,"_30x30_Plot_Repeat","group_un3bb19",18,"Chrysophyllum grandiflora","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
11,1,10,366,291,"_30x30_Plot_Repeat","group_un3bb19",18,"Inga affinis","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
12,1,15.6,367,292,"_30x30_Plot_Repeat","group_un3bb19",18,"Andira fraxinifolia","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
13,1,18,368,293,"_30x30_Plot_Repeat","group_un3bb19",18,"Chrysophyllum grandiflora","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
13,2,12,369,293,"_30x30_Plot_Repeat","group_un3bb19",18,"Chrysophyllum grandiflora","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
13,3,18,370,293,"_30x30_Plot_Repeat","group_un3bb19",18,"Chrysophyllum grandiflora","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
14,1,12.5,371,294,"_30x30_Plot_Repeat","group_un3bb19",18,"Alseis floribunda","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
15,1,20,372,295,"_30x30_Plot_Repeat","group_un3bb19",18,"Zanthoxylum nemorale","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
16,1,10,373,296,"_30x30_Plot_Repeat","group_un3bb19",18,"Thyrsodium spruceanum","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
17,1,12.9,374,297,"_30x30_Plot_Repeat","group_un3bb19",18,"Thyrsodium spruceanum","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
17,2,18.3,375,297,"_30x30_Plot_Repeat","group_un3bb19",18,"Thyrsodium spruceanum","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
17,3,12.1,376,297,"_30x30_Plot_Repeat","group_un3bb19",18,"Thyrsodium spruceanum","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
18,1,11.5,377,298,"_30x30_Plot_Repeat","group_un3bb19",18,"Inga edulis","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
19,1,24.7,378,299,"_30x30_Plot_Repeat","group_un3bb19",18,"Xylopia frutescens","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
19,2,20.3,379,299,"_30x30_Plot_Repeat","group_un3bb19",18,"Xylopia frutescens","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
20,1,13.6,380,300,"_30x30_Plot_Repeat","group_un3bb19",18,"Caesalpinia sp","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
21,1,10.5,381,301,"_30x30_Plot_Repeat","group_un3bb19",18,"Lecythis pisonis","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
22,1,15.6,382,302,"_30x30_Plot_Repeat","group_un3bb19",18,"Swartzia polida","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
23,1,10.6,383,303,"_30x30_Plot_Repeat","group_un3bb19",18,"Swartzia polida","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
24,1,11.9,384,304,"_30x30_Plot_Repeat","group_un3bb19",18,"Jacaranda ulei","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
25,1,12,385,305,"_30x30_Plot_Repeat","group_un3bb19",18,"Aspidosperma discolor","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
26,1,13.2,386,306,"_30x30_Plot_Repeat","group_un3bb19",18,"Swartzia polida","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
26,2,11.8,387,306,"_30x30_Plot_Repeat","group_un3bb19",18,"Swartzia polida","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
27,1,11.4,388,307,"_30x30_Plot_Repeat","group_un3bb19",18,"Desconhecida","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
28,1,10.4,389,308,"_30x30_Plot_Repeat","group_un3bb19",18,"Pera glabrata","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
29,1,12.4,390,309,"_30x30_Plot_Repeat","group_un3bb19",18,"Heisteria sp","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
30,1,10.6,391,310,"_30x30_Plot_Repeat","group_un3bb19",18,"Chrysophyllum grandiflora","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
31,1,12.5,392,311,"_30x30_Plot_Repeat","group_un3bb19",18,"Desconhecida","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
31,2,12.4,393,311,"_30x30_Plot_Repeat","group_un3bb19",18,"Desconhecida","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
32,1,14,394,312,"_30x30_Plot_Repeat","group_un3bb19",18,"Pterocarpus rhorii","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
33,1,10.5,395,313,"_30x30_Plot_Repeat","group_un3bb19",18,"Diospyros sp","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
34,1,10.6,396,314,"_30x30_Plot_Repeat","group_un3bb19",18,"Ceiba speciosa","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
35,1,11.9,397,315,"_30x30_Plot_Repeat","group_un3bb19",18,"Dulacia papillosa","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
36,1,10.2,398,316,"_30x30_Plot_Repeat","group_un3bb19",18,"Inga affinis","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
37,1,10,399,317,"_30x30_Plot_Repeat","group_un3bb19",18,"Plinia sp","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
38,1,11.6,400,318,"_30x30_Plot_Repeat","group_un3bb19",18,"Ocotea sp","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
39,1,13.4,401,319,"_30x30_Plot_Repeat","group_un3bb19",18,"Aspidosperma polyneuron","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
40,1,19.4,402,320,"_30x30_Plot_Repeat","group_un3bb19",18,"Vatairea heteroptera","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
41,1,17.7,403,321,"_30x30_Plot_Repeat","group_un3bb19",18,"Margaritaria nobilis","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
42,1,10,404,322,"_30x30_Plot_Repeat","group_un3bb19",18,"Chrysophyllum grandiflora","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
43,1,12.9,405,323,"_30x30_Plot_Repeat","group_un3bb19",18,"Tabebuia sp","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
44,1,13.6,406,324,"_30x30_Plot_Repeat","group_un3bb19",18,"Pera heteranthera","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
45,1,10.6,407,325,"_30x30_Plot_Repeat","group_un3bb19",18,"Ceiba speciosa","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
45,2,10.4,408,325,"_30x30_Plot_Repeat","group_un3bb19",18,"Ceiba speciosa","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
45,3,10,409,325,"_30x30_Plot_Repeat","group_un3bb19",18,"Ceiba speciosa","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
45,4,14.5,410,325,"_30x30_Plot_Repeat","group_un3bb19",18,"Ceiba speciosa","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
46,1,16.6,411,326,"_30x30_Plot_Repeat","group_un3bb19",18,"Handroanthus albus","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
47,1,10.5,412,327,"_30x30_Plot_Repeat","group_un3bb19",18,"Lecythis pisonis","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
48,1,19.4,413,328,"_30x30_Plot_Repeat","group_un3bb19",18,"Himatanthus phagedaenicus","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
49,1,10,414,329,"_30x30_Plot_Repeat","group_un3bb19",18,"Eugenia sp","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
1,1,17.4,415,330,"_30x30_Plot_Repeat","group_un3bb19",19,"Casearia commersoniana","Present","P8-ENR-180","P8-ENR-180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
2,1,12,416,331,"_30x30_Plot_Repeat","group_un3bb19",19,"Casearia commersoniana","Present","P8-ENR-180","P8-ENR-180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
3,1,12,417,332,"_30x30_Plot_Repeat","group_un3bb19",19,"Jacaranda ulei","Present","P8-ENR-180","P8-ENR-180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
4,1,10.3,418,333,"_30x30_Plot_Repeat","group_un3bb19",19,"Cupania vernalis","Present","P8-ENR-180","P8-ENR-180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
5,1,11.5,419,334,"_30x30_Plot_Repeat","group_un3bb19",19,"Eschweilera ovata","Present","P8-ENR-180","P8-ENR-180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
5,2,10.2,420,334,"_30x30_Plot_Repeat","group_un3bb19",19,"Eschweilera ovata","Present","P8-ENR-180","P8-ENR-180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
5,3,12.2,421,334,"_30x30_Plot_Repeat","group_un3bb19",19,"Eschweilera ovata","Present","P8-ENR-180","P8-ENR-180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
6,1,12,422,335,"_30x30_Plot_Repeat","group_un3bb19",19,"Xylopia aromatica","Present","P8-ENR-180","P8-ENR-180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
7,1,13.9,423,336,"_30x30_Plot_Repeat","group_un3bb19",19,"Eschweilera ovata","Present","P8-ENR-180","P8-ENR-180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
8,1,26.3,424,337,"_30x30_Plot_Repeat","group_un3bb19",19,"Miconia sp","Present","P8-ENR-180","P8-ENR-180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
9,1,20.9,425,338,"_30x30_Plot_Repeat","group_un3bb19",19,"Byrsonima sericea","Present","P8-ENR-180","P8-ENR-180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
10,1,25.3,426,339,"_30x30_Plot_Repeat","group_un3bb19",19,"Balizia pedicellare","Present","P8-ENR-180","P8-ENR-180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
10,2,28,427,339,"_30x30_Plot_Repeat","group_un3bb19",19,"Balizia pedicellare","Present","P8-ENR-180","P8-ENR-180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
1,1,12.3,428,340,"_30x30_Plot_Repeat","group_un3bb19",20,"Zanthoxylum nemorale","Present","P8RN - 165ha","P8 RN - 165","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",NA,NA
2,1,18.8,429,341,"_30x30_Plot_Repeat","group_un3bb19",20,"Xylopia aromatica","Present","P8RN - 165ha","P8 RN - 165","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",NA,NA
3,1,13.7,430,342,"_30x30_Plot_Repeat","group_un3bb19",20,"Thyrsodium spruceanum","Present","P8RN - 165ha","P8 RN - 165","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",NA,NA
4,1,10.7,431,343,"_30x30_Plot_Repeat","group_un3bb19",20,"Eugenia sp","Present","P8RN - 165ha","P8 RN - 165","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",NA,NA
5,1,15.4,432,344,"_30x30_Plot_Repeat","group_un3bb19",20,"Cordia sp","Present","P8RN - 165ha","P8 RN - 165","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",NA,NA
6,1,28.9,433,345,"_30x30_Plot_Repeat","group_un3bb19",20,"Eschweilera ovata","Present","P8RN - 165ha","P8 RN - 165","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",NA,NA
7,1,13.5,434,346,"_30x30_Plot_Repeat","group_un3bb19",20,"Inga edulis","Present","P8RN - 165ha","P8 RN - 165","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",NA,NA
13,2,13.2,435,346,"_30x30_Plot_Repeat","group_un3bb19",20,"Inga edulis","Present","P8RN - 165ha","P8 RN - 165","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",NA,NA
8,1,18.3,436,347,"_30x30_Plot_Repeat","group_un3bb19",20,"Pati","Present","P8RN - 165ha","P8 RN - 165","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",NA,NA
9,1,12.4,437,348,"_30x30_Plot_Repeat","group_un3bb19",20,"Annona silvestris","Present","P8RN - 165ha","P8 RN - 165","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",NA,NA
10,1,15.4,438,349,"_30x30_Plot_Repeat","group_un3bb19",20,"Jacaranda ulei","Present","P8RN - 165ha","P8 RN - 165","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",NA,NA
1,1,12.3,439,350,"_30x30_Plot_Repeat","group_un3bb19",21,"Syagrus botryophora","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
2,1,11.2,440,351,"_30x30_Plot_Repeat","group_un3bb19",21,"Jacaranda ulei","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
3,1,14.2,441,352,"_30x30_Plot_Repeat","group_un3bb19",21,"Byrsonima sericea","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
4,1,17.5,442,353,"_30x30_Plot_Repeat","group_un3bb19",21,"Jacaranda ulei","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
4,2,22.9,443,353,"_30x30_Plot_Repeat","group_un3bb19",21,"Jacaranda ulei","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
5,1,13.8,444,354,"_30x30_Plot_Repeat","group_un3bb19",21,"Syagrus botryophora","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
6,1,16.7,445,355,"_30x30_Plot_Repeat","group_un3bb19",21,"Melanoxylon brauna","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
7,1,10.9,446,356,"_30x30_Plot_Repeat","group_un3bb19",21,"Syagrus botryophora","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
8,1,12.6,447,357,"_30x30_Plot_Repeat","group_un3bb19",21,"Jacaranda ulei","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
9,1,14.5,448,358,"_30x30_Plot_Repeat","group_un3bb19",21,"Jacaranda ulei","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
10,1,10.3,449,359,"_30x30_Plot_Repeat","group_un3bb19",21,"Inga edulis","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
11,1,12.1,450,360,"_30x30_Plot_Repeat","group_un3bb19",21,"Emmotum nitens","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
11,2,12.8,451,360,"_30x30_Plot_Repeat","group_un3bb19",21,"Emmotum nitens","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
12,1,10.9,452,361,"_30x30_Plot_Repeat","group_un3bb19",21,"Pouteria venosa","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
13,1,10.1,453,362,"_30x30_Plot_Repeat","group_un3bb19",21,"Arapatiella psilophylla","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
14,1,13.2,454,363,"_30x30_Plot_Repeat","group_un3bb19",21,"Pouteria venosa","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
15,1,13.2,455,364,"_30x30_Plot_Repeat","group_un3bb19",21,"Syagrus botryophora","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
16,1,12,456,365,"_30x30_Plot_Repeat","group_un3bb19",21,"Syagrus botryophora","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
17,1,11.2,457,366,"_30x30_Plot_Repeat","group_un3bb19",21,"Xylopia aromatica","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
18,1,10.3,458,367,"_30x30_Plot_Repeat","group_un3bb19",21,"Vismia guianensis","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
19,1,11.6,459,368,"_30x30_Plot_Repeat","group_un3bb19",21,"Margaritaria nobilis","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
20,1,23,460,369,"_30x30_Plot_Repeat","group_un3bb19",21,"Desconhecida","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
21,1,11.6,461,370,"_30x30_Plot_Repeat","group_un3bb19",21,"Inga edulis","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
22,1,15.1,462,371,"_30x30_Plot_Repeat","group_un3bb19",21,"Xylopia aromatica","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
23,1,10.4,463,372,"_30x30_Plot_Repeat","group_un3bb19",21,"Jacaranda ulei","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
24,1,10.9,464,373,"_30x30_Plot_Repeat","group_un3bb19",21,"Pogonophora schomburgkiana","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
25,1,10.9,465,374,"_30x30_Plot_Repeat","group_un3bb19",21,"Desconhecida 2","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
25,2,12.3,466,374,"_30x30_Plot_Repeat","group_un3bb19",21,"Desconhecida 2","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
26,1,17.6,467,375,"_30x30_Plot_Repeat","group_un3bb19",21,"Melanoxylon brauna","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
26,2,14.3,468,375,"_30x30_Plot_Repeat","group_un3bb19",21,"Melanoxylon brauna","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
27,1,10.2,469,376,"_30x30_Plot_Repeat","group_un3bb19",21,"Xylopia aromatica","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
27,2,10.3,470,376,"_30x30_Plot_Repeat","group_un3bb19",21,"Xylopia aromatica","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
28,1,17.2,471,377,"_30x30_Plot_Repeat","group_un3bb19",21,"Syagrus botryophora","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
29,1,13.7,472,378,"_30x30_Plot_Repeat","group_un3bb19",21,"Xylopia aromatica","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
30,1,11.2,473,379,"_30x30_Plot_Repeat","group_un3bb19",21,"Jacaranda ulei","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
31,1,18.7,474,380,"_30x30_Plot_Repeat","group_un3bb19",21,"Byrsonima sericea","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
32,1,12.7,475,381,"_30x30_Plot_Repeat","group_un3bb19",21,"Syagrus botryophora","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
33,1,18.2,476,382,"_30x30_Plot_Repeat","group_un3bb19",21,"Xylopia aromatica","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
34,1,11.7,477,383,"_30x30_Plot_Repeat","group_un3bb19",21,"Jacaranda ulei","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
35,1,15.1,478,384,"_30x30_Plot_Repeat","group_un3bb19",21,"Pouteria venosa","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
36,1,13.3,479,385,"_30x30_Plot_Repeat","group_un3bb19",21,"Annona silvestris","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
37,1,12.5,480,386,"_30x30_Plot_Repeat","group_un3bb19",21,"Melanoxylon brauna","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
38,1,10.9,481,387,"_30x30_Plot_Repeat","group_un3bb19",21,"Vismia guianensis","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
39,1,11.6,482,388,"_30x30_Plot_Repeat","group_un3bb19",21,"Vismia guianensis","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
40,1,16.4,483,389,"_30x30_Plot_Repeat","group_un3bb19",21,"Pogonophora schomburgkiana","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
41,1,15.9,484,390,"_30x30_Plot_Repeat","group_un3bb19",21,"Melanoxylon brauna","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
41,2,11.3,485,390,"_30x30_Plot_Repeat","group_un3bb19",21,"Melanoxylon brauna","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
