"_30x30_Plot_TreeIDNumber","_30X30_Plot_TreeTrunk","_30x30_Plot_TreeDBH","trunk_index","tree_index","_parent_table_name","origin_table","main_index","Species","Tree_Type","Plot_ID","Site_ID","SiteType","Plot_Size","Organization_Name","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","Restoration_Technique","Timeframe","size_class","Country"
9,1,17.9,108,94,"_30x30_Plot_Repeat","group_un3bb19",8,"Byrsonima sericea","Present","P3 - RN - 180","P3 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas nativas","Y0",NA,NA
10,1,12.4,109,95,"_30x30_Plot_Repeat","group_un3bb19",8,"Pera heteranthera","Present","P3 - RN - 180","P3 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas nativas","Y0",NA,NA
11,1,10.5,110,96,"_30x30_Plot_Repeat","group_un3bb19",8,"Bowdichia virgilioides","Present","P3 - RN - 180","P3 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas nativas","Y0",NA,NA
12,1,11.6,111,97,"_30x30_Plot_Repeat","group_un3bb19",8,"Pera glabrata","Present","P3 - RN - 180","P3 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas nativas","Y0",NA,NA
12,2,14.8,112,97,"_30x30_Plot_Repeat","group_un3bb19",8,"Pera glabrata","Present","P3 - RN - 180","P3 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas nativas","Y0",NA,NA
12,3,13.8,113,97,"_30x30_Plot_Repeat","group_un3bb19",8,"Pera glabrata","Present","P3 - RN - 180","P3 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas nativas","Y0",NA,NA
12,4,17.4,114,97,"_30x30_Plot_Repeat","group_un3bb19",8,"Pera glabrata","Present","P3 - RN - 180","P3 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas nativas","Y0",NA,NA
13,1,12.4,115,98,"_30x30_Plot_Repeat","group_un3bb19",8,"Byrsonima sericea","Present","P3 - RN - 180","P3 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas nativas","Y0",NA,NA
13,2,15.4,116,98,"_30x30_Plot_Repeat","group_un3bb19",8,"Byrsonima sericea","Present","P3 - RN - 180","P3 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas nativas","Y0",NA,NA
14,1,16.2,117,99,"_30x30_Plot_Repeat","group_un3bb19",8,"Pera glabrata","Present","P3 - RN - 180","P3 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas nativas","Y0",NA,NA
15,1,16.4,118,100,"_30x30_Plot_Repeat","group_un3bb19",8,"Desconhecida","Present","P3 - RN - 180","P3 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas nativas","Y0",NA,NA
16,1,10,119,101,"_30x30_Plot_Repeat","group_un3bb19",8,"Byrsonima sericea","Present","P3 - RN - 180","P3 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas nativas","Y0",NA,NA
16,2,18.4,120,101,"_30x30_Plot_Repeat","group_un3bb19",8,"Byrsonima sericea","Present","P3 - RN - 180","P3 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas nativas","Y0",NA,NA
17,1,11.2,121,102,"_30x30_Plot_Repeat","group_un3bb19",8,"Thyrsodium spruceanum","Present","P3 - RN - 180","P3 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas nativas","Y0",NA,NA
17,2,12.6,122,102,"_30x30_Plot_Repeat","group_un3bb19",8,"Thyrsodium spruceanum","Present","P3 - RN - 180","P3 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas nativas","Y0",NA,NA
18,1,13.5,123,103,"_30x30_Plot_Repeat","group_un3bb19",8,"Tapirira guianensis","Present","P3 - RN - 180","P3 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas nativas","Y0",NA,NA
18,2,14.2,124,103,"_30x30_Plot_Repeat","group_un3bb19",8,"Tapirira guianensis","Present","P3 - RN - 180","P3 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas nativas","Y0",NA,NA
19,1,10.6,125,104,"_30x30_Plot_Repeat","group_un3bb19",8,"Tapirira guianensis","Present","P3 - RN - 180","P3 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas nativas","Y0",NA,NA
1,1,18.8,126,105,"_30x30_Plot_Repeat","group_un3bb19",9,"Balizia pedicellare","Present","P4 - RN - 180","P4 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio","Y0",NA,NA
2,1,12.9,127,106,"_30x30_Plot_Repeat","group_un3bb19",9,"Balizia pedicellare","Present","P4 - RN - 180","P4 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio","Y0",NA,NA
3,1,11.8,128,107,"_30x30_Plot_Repeat","group_un3bb19",9,"Tapirira guianensis","Present","P4 - RN - 180","P4 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio","Y0",NA,NA
4,1,12.5,129,108,"_30x30_Plot_Repeat","group_un3bb19",9,"Schefflera morototoni","Present","P4 - RN - 180","P4 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio","Y0",NA,NA
5,1,10,130,109,"_30x30_Plot_Repeat","group_un3bb19",9,"Tapirira guianensis","Present","P4 - RN - 180","P4 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio","Y0",NA,NA
6,1,18.8,131,110,"_30x30_Plot_Repeat","group_un3bb19",9,"Andira fraxinifolia","Present","P4 - RN - 180","P4 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio","Y0",NA,NA
6,2,19,132,110,"_30x30_Plot_Repeat","group_un3bb19",9,"Andira fraxinifolia","Present","P4 - RN - 180","P4 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio","Y0",NA,NA
7,1,11.9,133,111,"_30x30_Plot_Repeat","group_un3bb19",9,"Thyrsodium spruceanum","Present","P4 - RN - 180","P4 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio","Y0",NA,NA
8,1,11.2,134,112,"_30x30_Plot_Repeat","group_un3bb19",9,"Thyrsodium spruceanum","Present","P4 - RN - 180","P4 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio","Y0",NA,NA
9,1,10.6,135,113,"_30x30_Plot_Repeat","group_un3bb19",9,"Byrsonima sericea","Present","P4 - RN - 180","P4 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio","Y0",NA,NA
9,2,10,136,113,"_30x30_Plot_Repeat","group_un3bb19",9,"Byrsonima sericea","Present","P4 - RN - 180","P4 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio","Y0",NA,NA
10,1,16.6,137,114,"_30x30_Plot_Repeat","group_un3bb19",9,"Byrsonima sericea","Present","P4 - RN - 180","P4 - RN - 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio","Y0",NA,NA
1,1,29.2,138,115,"_30x30_Plot_Repeat","group_un3bb19",10,"Albizia polycephalum","Present","P4 - ENR - 180","P4 - ENR - 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
2,1,10,139,116,"_30x30_Plot_Repeat","group_un3bb19",10,"Eschweilera ovata","Present","P4 - ENR - 180","P4 - ENR - 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
3,1,11.9,140,117,"_30x30_Plot_Repeat","group_un3bb19",10,"Byrsonima sericea","Present","P4 - ENR - 180","P4 - ENR - 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
4,1,11.7,141,118,"_30x30_Plot_Repeat","group_un3bb19",10,"Byrsonima sericea","Present","P4 - ENR - 180","P4 - ENR - 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
5,1,11.8,142,119,"_30x30_Plot_Repeat","group_un3bb19",10,"Byrsonima sericea","Present","P4 - ENR - 180","P4 - ENR - 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
6,1,18.4,143,120,"_30x30_Plot_Repeat","group_un3bb19",10,"Eschweilera ovata","Present","P4 - ENR - 180","P4 - ENR - 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
6,2,12.7,144,120,"_30x30_Plot_Repeat","group_un3bb19",10,"Eschweilera ovata","Present","P4 - ENR - 180","P4 - ENR - 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
7,1,18.6,145,121,"_30x30_Plot_Repeat","group_un3bb19",10,"Cuspia sp.","Present","P4 - ENR - 180","P4 - ENR - 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
7,2,18,146,121,"_30x30_Plot_Repeat","group_un3bb19",10,"Cuspia sp.","Present","P4 - ENR - 180","P4 - ENR - 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
8,1,12.4,147,122,"_30x30_Plot_Repeat","group_un3bb19",10,"Byrsonima sericea","Present","P4 - ENR - 180","P4 - ENR - 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
9,1,14.4,148,123,"_30x30_Plot_Repeat","group_un3bb19",10,"Syagrus botryophora","Present","P4 - ENR - 180","P4 - ENR - 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
1,1,17,149,124,"_30x30_Plot_Repeat","group_un3bb19",11,"Byrsonima sericea","Present","P5 - ENR - 180","P5 - ENR - 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
1,2,14.7,150,124,"_30x30_Plot_Repeat","group_un3bb19",11,"Byrsonima sericea","Present","P5 - ENR - 180","P5 - ENR - 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
2,1,10.8,151,125,"_30x30_Plot_Repeat","group_un3bb19",11,"Tapirira guianensis","Present","P5 - ENR - 180","P5 - ENR - 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
3,1,20.2,152,126,"_30x30_Plot_Repeat","group_un3bb19",11,"Byrsonima sericea","Present","P5 - ENR - 180","P5 - ENR - 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
4,1,10.6,153,127,"_30x30_Plot_Repeat","group_un3bb19",11,"Dimorphandra jorgei","Present","P5 - ENR - 180","P5 - ENR - 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
4,2,21.9,154,127,"_30x30_Plot_Repeat","group_un3bb19",11,"Dimorphandra jorgei","Present","P5 - ENR - 180","P5 - ENR - 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
4,3,16.1,155,127,"_30x30_Plot_Repeat","group_un3bb19",11,"Dimorphandra jorgei","Present","P5 - ENR - 180","P5 - ENR - 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
2,1,10,156,128,"_30x30_Plot_Repeat","group_un3bb19",12,"Byrsonima verbascifolia","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
3,1,13.4,157,129,"_30x30_Plot_Repeat","group_un3bb19",12,"Abarema sp.","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
3,2,11.6,158,129,"_30x30_Plot_Repeat","group_un3bb19",12,"Abarema sp.","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
3,1,11.6,159,130,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
4,1,10.1,160,131,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
4,2,12.2,161,131,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
5,1,15.2,162,132,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
5,2,13.9,163,132,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
6,1,14.5,164,133,"_30x30_Plot_Repeat","group_un3bb19",12,"Xylopia frutescens","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
7,1,12.5,165,134,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
8,1,11.4,166,135,"_30x30_Plot_Repeat","group_un3bb19",12,"Xylopia frutescens","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
8,2,14,167,135,"_30x30_Plot_Repeat","group_un3bb19",12,"Xylopia frutescens","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
9,1,12.4,168,136,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
10,1,10.5,169,137,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
11,1,11.4,170,138,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
11,2,19.2,171,138,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
11,3,10.2,172,138,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
12,1,11.8,173,139,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
13,1,16.9,174,140,"_30x30_Plot_Repeat","group_un3bb19",12,"Tapirira guianensis","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
14,1,13.5,175,141,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
15,1,13.7,176,142,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
16,1,12.4,177,143,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
16,2,11.9,178,143,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
17,1,10.5,179,144,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
18,1,12.4,180,145,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
19,1,10.6,181,146,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
20,1,10.6,182,147,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
21,1,19.4,183,148,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
21,2,13.5,184,148,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
22,1,24.8,185,149,"_30x30_Plot_Repeat","group_un3bb19",12,"Byrsonima sericea","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
23,1,10,186,150,"_30x30_Plot_Repeat","group_un3bb19",12,"Eschweilera ovata","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
24,1,13.4,187,151,"_30x30_Plot_Repeat","group_un3bb19",12,"Myrcia fallax","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
25,1,18.4,188,152,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
26,1,17.5,189,153,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
27,1,17.3,190,154,"_30x30_Plot_Repeat","group_un3bb19",12,"Piptadenia macrocarpa","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
28,1,11.3,191,155,"_30x30_Plot_Repeat","group_un3bb19",12,"Byrsonima sericea","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
29,1,10.2,192,156,"_30x30_Plot_Repeat","group_un3bb19",12,"Eschweilera ovata","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
29,2,13,193,156,"_30x30_Plot_Repeat","group_un3bb19",12,"Eschweilera ovata","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
29,3,10.3,194,156,"_30x30_Plot_Repeat","group_un3bb19",12,"Eschweilera ovata","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
30,1,14.5,195,157,"_30x30_Plot_Repeat","group_un3bb19",12,"Himatanthus phagedaenicus","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
31,1,11,196,158,"_30x30_Plot_Repeat","group_un3bb19",12,"Eschweilera ovata","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
32,1,14.2,197,159,"_30x30_Plot_Repeat","group_un3bb19",12,"Senefeldera multiflora","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
32,2,10.3,198,159,"_30x30_Plot_Repeat","group_un3bb19",12,"Senefeldera multiflora","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
33,1,11.8,199,160,"_30x30_Plot_Repeat","group_un3bb19",12,"Thyrsodium spruceanum","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
34,1,11,200,161,"_30x30_Plot_Repeat","group_un3bb19",12,"Andira sp.","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
34,2,10.2,201,161,"_30x30_Plot_Repeat","group_un3bb19",12,"Andira sp.","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
35,1,12.6,202,162,"_30x30_Plot_Repeat","group_un3bb19",12,"Thyrsodium spruceanum","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
36,1,10.9,203,163,"_30x30_Plot_Repeat","group_un3bb19",12,"Thyrsodium spruceanum","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
37,1,10.6,204,164,"_30x30_Plot_Repeat","group_un3bb19",12,"Thyrsodium spruceanum","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
38,1,10.9,205,165,"_30x30_Plot_Repeat","group_un3bb19",12,"Thyrsodium spruceanum","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
39,1,18.6,206,166,"_30x30_Plot_Repeat","group_un3bb19",12,"Thyrsodium spruceanum","Present","P5 - RN - 180","P5 - RN - 180","Restoration","30x30","GANB","Permanent","0","1","Não haverá plantio de mudas","Y0",NA,NA
1,1,17,207,167,"_30x30_Plot_Repeat","group_un3bb19",13,"Melanoxylon brauna","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
2,1,10.9,208,168,"_30x30_Plot_Repeat","group_un3bb19",13,"Jacaranda semisserrata","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
3,1,10.6,209,169,"_30x30_Plot_Repeat","group_un3bb19",13,"Melanoxylon brauna","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
3,2,10,210,169,"_30x30_Plot_Repeat","group_un3bb19",13,"Melanoxylon brauna","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
4,1,12.4,211,170,"_30x30_Plot_Repeat","group_un3bb19",13,"Melanoxylon brauna","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
5,1,10.1,212,171,"_30x30_Plot_Repeat","group_un3bb19",13,"Melanoxylon brauna","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
6,1,11.9,213,172,"_30x30_Plot_Repeat","group_un3bb19",13,"Compamanesia dichotoma","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
7,1,10.6,214,173,"_30x30_Plot_Repeat","group_un3bb19",13,"Randia armata","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
7,2,10,215,173,"_30x30_Plot_Repeat","group_un3bb19",13,"Randia armata","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
8,1,10.6,216,174,"_30x30_Plot_Repeat","group_un3bb19",13,"Margaritaria nobilis","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
9,1,14.2,217,175,"_30x30_Plot_Repeat","group_un3bb19",13,"Melanoxylon brauna","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
10,1,24.6,218,176,"_30x30_Plot_Repeat","group_un3bb19",13,"Ormosia sp.","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
11,1,16.4,219,177,"_30x30_Plot_Repeat","group_un3bb19",13,"Melanoxylon brauna","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
12,1,13.7,220,178,"_30x30_Plot_Repeat","group_un3bb19",13,"Randia armata","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
12,2,11,221,178,"_30x30_Plot_Repeat","group_un3bb19",13,"Randia armata","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
13,1,13.5,222,179,"_30x30_Plot_Repeat","group_un3bb19",13,"Melanoxylon brauna","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
14,1,11.6,223,180,"_30x30_Plot_Repeat","group_un3bb19",13,"Sloanea obtusifolia","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
15,1,14,224,181,"_30x30_Plot_Repeat","group_un3bb19",13,"Centrolobium robustum","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
16,1,10.4,225,182,"_30x30_Plot_Repeat","group_un3bb19",13,"Melanoxylon brauna","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
17,1,13.9,226,183,"_30x30_Plot_Repeat","group_un3bb19",13,"Centrolobium robustum","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
17,2,12.2,227,183,"_30x30_Plot_Repeat","group_un3bb19",13,"Centrolobium robustum","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
18,1,15.5,228,184,"_30x30_Plot_Repeat","group_un3bb19",13,"Albizia polycephalum","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
19,1,19.4,229,185,"_30x30_Plot_Repeat","group_un3bb19",13,"Albizia polycephalum","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
