"Site_ID","Plot_ID","Species","Tree_Count","Tree_Type","size_class","Timeframe","Country","Organization_Name","SiteType","Plot_Size","tree_index","main_index","_parent_table_name","origin_table","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","Restoration_Technique"
"P4 - RN - 180","P4 - RN - 180","Thyrsodium spruceanum",2,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",111,9,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio"
"P5 - ENR - 180","P5 - ENR - 180","Byrsonima sericea",2,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",124,11,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P5 - ENR - 180","P5 - ENR - 180","Dimorphandra jorgei",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",127,11,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P5 - ENR - 180","P5 - ENR - 180","Tapirira guianensis",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",125,11,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P5 - RN - 180","P5 - RN - 180","Abarema sp.",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",129,12,"main","_30x30_Plot_Repeat","Permanent","0","1","Não haverá plantio de mudas"
"P5 - RN - 180","P5 - RN - 180","Andira sp.",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",161,12,"main","_30x30_Plot_Repeat","Permanent","0","1","Não haverá plantio de mudas"
"P5 - RN - 180","P5 - RN - 180","Byrsonima sericea",2,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",149,12,"main","_30x30_Plot_Repeat","Permanent","0","1","Não haverá plantio de mudas"
"P5 - RN - 180","P5 - RN - 180","Byrsonima verbascifolia",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",128,12,"main","_30x30_Plot_Repeat","Permanent","0","1","Não haverá plantio de mudas"
"P5 - RN - 180","P5 - RN - 180","Eschweilera ovata",3,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",150,12,"main","_30x30_Plot_Repeat","Permanent","0","1","Não haverá plantio de mudas"
"P5 - RN - 180","P5 - RN - 180","Himatanthus phagedaenicus",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",157,12,"main","_30x30_Plot_Repeat","Permanent","0","1","Não haverá plantio de mudas"
"P5 - RN - 180","P5 - RN - 180","Myrcia fallax",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",151,12,"main","_30x30_Plot_Repeat","Permanent","0","1","Não haverá plantio de mudas"
"P5 - RN - 180","P5 - RN - 180","Piptadenia macrocarpa",19,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",130,12,"main","_30x30_Plot_Repeat","Permanent","0","1","Não haverá plantio de mudas"
"P5 - RN - 180","P5 - RN - 180","Senefeldera multiflora",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",159,12,"main","_30x30_Plot_Repeat","Permanent","0","1","Não haverá plantio de mudas"
"P5 - RN - 180","P5 - RN - 180","Tapirira guianensis",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",140,12,"main","_30x30_Plot_Repeat","Permanent","0","1","Não haverá plantio de mudas"
"P5 - RN - 180","P5 - RN - 180","Thyrsodium spruceanum",6,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",160,12,"main","_30x30_Plot_Repeat","Permanent","0","1","Não haverá plantio de mudas"
"P5 - RN - 180","P5 - RN - 180","Xylopia frutescens",2,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",133,12,"main","_30x30_Plot_Repeat","Permanent","0","1","Não haverá plantio de mudas"
"P6 - ENR - 180","P6 - ENR - 180","Byrsonima sericea",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",190,14,"main","_30x30_Plot_Repeat","Permanent","0","2","4x3"
"P6 - ENR - 180","P6 - ENR - 180","Miconia sp",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",191,14,"main","_30x30_Plot_Repeat","Permanent","0","2","4x3"
"P7- RN 180","P7- RN 180","Alseis floribunda",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",294,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Andira fraxinifolia",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",292,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Andira sp",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",282,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Aspidosperma discolor",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",305,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Aspidosperma polyneuron",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",319,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Caesalpinia sp",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",300,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Ceiba speciosa",2,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",314,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Chrysophyllum grandiflora",4,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",290,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Desconhecida",2,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",307,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Diospyros sp",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",313,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Dulacia papillosa",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",315,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Emmotum nitens",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",288,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Eugenia sp",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",329,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Guapira nitida",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",284,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Handroanthus albus",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",326,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Heisteria sp",2,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",281,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Himatanthus phagedaenicus",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",328,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Inga affinis",4,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",287,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Inga edulis",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",298,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Jacaranda ulei",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",304,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Lecythis pisonis",2,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",301,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Margaritaria nobilis",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",321,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Ocotea sp",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",318,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Pera glabrata",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",308,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Pera heteranthera",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",324,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Plinia sp",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",317,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Pradosia lactescens",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",286,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Pterocarpus rhorii",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",312,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Swartzia polida",3,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",302,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Tabebuia sp",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",323,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Thyrsodium spruceanum",2,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",296,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Vatairea heteroptera",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",320,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Vismia latifolia",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",283,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Xylopia aromatica",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",285,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Xylopia frutescens",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",299,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Zanthoxylum nemorale",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",295,18,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P7-ENR-180","P7-ENR-180","Pera glabrata",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",192,15,"main","_30x30_Plot_Repeat","Permanent","0","1","4x3"
"P8 RN - 165","P8RN - 165ha","Annona silvestris",1,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",348,20,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"P8 RN - 165","P8RN - 165ha","Cordia sp",1,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",344,20,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"P8 RN - 165","P8RN - 165ha","Eschweilera ovata",1,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",345,20,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"P8 RN - 165","P8RN - 165ha","Eugenia sp",1,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",343,20,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"P8 RN - 165","P8RN - 165ha","Inga edulis",1,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",346,20,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"P8 RN - 165","P8RN - 165ha","Jacaranda ulei",1,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",349,20,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"P8 RN - 165","P8RN - 165ha","Pati",1,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",347,20,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"P8 RN - 165","P8RN - 165ha","Thyrsodium spruceanum",1,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",342,20,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"P8 RN - 165","P8RN - 165ha","Xylopia aromatica",1,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",341,20,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"P8 RN - 165","P8RN - 165ha","Zanthoxylum nemorale",1,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",340,20,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"P8-ENR-180","P8-ENR-180","Balizia pedicellare",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",339,19,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P8-ENR-180","P8-ENR-180","Byrsonima sericea",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",338,19,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P8-ENR-180","P8-ENR-180","Casearia commersoniana",2,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",330,19,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P8-ENR-180","P8-ENR-180","Cupania vernalis",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",333,19,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P8-ENR-180","P8-ENR-180","Eschweilera ovata",2,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",334,19,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P8-ENR-180","P8-ENR-180","Jacaranda ulei",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",332,19,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P8-ENR-180","P8-ENR-180","Miconia sp",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",337,19,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"P8-ENR-180","P8-ENR-180","Xylopia aromatica",1,"Present",">10cm","Y0","Brazil","GANB","Restoration","30x30",335,19,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"PControle -ENR","PControle - ENR","Albizia polycephalum",3,"Present",">10cm","Y0","Brazil","GANB","Control","30x30",184,13,"main","_30x30_Plot_Repeat","Permanent","0","0","3x4"
"PControle -ENR","PControle - ENR","Andira anthelmia",1,"Present",">10cm","Y0","Brazil","GANB","Control","30x30",189,13,"main","_30x30_Plot_Repeat","Permanent","0","0","3x4"
"PControle -ENR","PControle - ENR","Centrolobium robustum",3,"Present",">10cm","Y0","Brazil","GANB","Control","30x30",181,13,"main","_30x30_Plot_Repeat","Permanent","0","0","3x4"
"PControle -ENR","PControle - ENR","Compamanesia dichotoma",1,"Present",">10cm","Y0","Brazil","GANB","Control","30x30",172,13,"main","_30x30_Plot_Repeat","Permanent","0","0","3x4"
"PControle -ENR","PControle - ENR","Jacaranda semisserrata",1,"Present",">10cm","Y0","Brazil","GANB","Control","30x30",168,13,"main","_30x30_Plot_Repeat","Permanent","0","0","3x4"
"PControle -ENR","PControle - ENR","Margaritaria nobilis",1,"Present",">10cm","Y0","Brazil","GANB","Control","30x30",174,13,"main","_30x30_Plot_Repeat","Permanent","0","0","3x4"
"PControle -ENR","PControle - ENR","Melanoxylon brauna",9,"Present",">10cm","Y0","Brazil","GANB","Control","30x30",167,13,"main","_30x30_Plot_Repeat","Permanent","0","0","3x4"
"PControle -ENR","PControle - ENR","Ormosia sp.",1,"Present",">10cm","Y0","Brazil","GANB","Control","30x30",176,13,"main","_30x30_Plot_Repeat","Permanent","0","0","3x4"
"PControle -ENR","PControle - ENR","Randia armata",2,"Present",">10cm","Y0","Brazil","GANB","Control","30x30",173,13,"main","_30x30_Plot_Repeat","Permanent","0","0","3x4"
"PControle -ENR","PControle - ENR","Sloanea obtusifolia",1,"Present",">10cm","Y0","Brazil","GANB","Control","30x30",180,13,"main","_30x30_Plot_Repeat","Permanent","0","0","3x4"
"PRN1 - 165ha","PRN1- 165ha","Byrsonima sericea",7,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",397,22,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"PRN1 - 165ha","PRN1- 165ha","Terminalia dichotoma",1,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",399,22,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"PRN3 - 165ha","PRN3 - 165ha","Andira anthelmia",1,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",396,21,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"PRN3 - 165ha","PRN3 - 165ha","Annona silvestris",2,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",385,21,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"PRN3 - 165ha","PRN3 - 165ha","Arapatiella psilophylla",1,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",362,21,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"PRN3 - 165ha","PRN3 - 165ha","Byrsonima sericea",2,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",352,21,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"PRN3 - 165ha","PRN3 - 165ha","Desconhecida",1,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",369,21,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"PRN3 - 165ha","PRN3 - 165ha","Desconhecida 2",1,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",374,21,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"PRN3 - 165ha","PRN3 - 165ha","Emmotum nitens",1,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",360,21,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"PRN3 - 165ha","PRN3 - 165ha","Inga edulis",2,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",359,21,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"PRN3 - 165ha","PRN3 - 165ha","Jacaranda ulei",7,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",351,21,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"PRN3 - 165ha","PRN3 - 165ha","Lecythis lurida",1,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",394,21,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"PRN3 - 165ha","PRN3 - 165ha","Margaritaria nobilis",2,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",368,21,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"PRN3 - 165ha","PRN3 - 165ha","Melanoxylon brauna",4,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",355,21,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"PRN3 - 165ha","PRN3 - 165ha","Pera glabrata",1,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",393,21,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"PRN3 - 165ha","PRN3 - 165ha","Pogonophora schomburgkiana",2,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",373,21,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"PRN3 - 165ha","PRN3 - 165ha","Pouteria venosa",3,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",361,21,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"PRN3 - 165ha","PRN3 - 165ha","Syagrus botryophora",7,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",350,21,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"PRN3 - 165ha","PRN3 - 165ha","Vismia guianensis",3,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",367,21,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"PRN3 - 165ha","PRN3 - 165ha","Xylopia aromatica",6,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",366,21,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"PRN4 - 165ha","PRN4 - 165ha","Annona silvestris",2,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",413,23,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"PRN4 - 165ha","PRN4 - 165ha","Attalea funifera",1,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",432,23,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"PRN4 - 165ha","PRN4 - 165ha","Bauhinia longifolia",3,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",407,23,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"PRN4 - 165ha","PRN4 - 165ha","Casearia sylvestris",2,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",405,23,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"PRN4 - 165ha","PRN4 - 165ha","Jacaranda ulei",6,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",411,23,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"PRN4 - 165ha","PRN4 - 165ha","Nectandra sp",1,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",416,23,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"PRN4 - 165ha","PRN4 - 165ha","Ormosia sp",1,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",433,23,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"PRN4 - 165ha","PRN4 - 165ha","Thyrsodium spruceanum",2,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",417,23,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"PRN4 - 165ha","PRN4 - 165ha","Vismia martiniana",2,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",409,23,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"PRN4 - 165ha","PRN4 - 165ha","Xylopia aromatica",7,"Present",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",406,23,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"#40_Test","40_001_Test","Sp5",8,"planted","1 - 9.9cm","Y2.5","Brazil","GANB","Restoration","3x3",1,1,"main","_3x3_Subplot_Repeat","Permanent","0","0","3x2"
"#40_Test","40_001_Test","Sp6",9,"planted","1 - 9.9cm","Y2.5","Brazil","GANB","Restoration","3x3",2,1,"main","_3x3_Subplot_Repeat","Permanent","0","0","3x2"
"#40_Test","40_001_Test","Sp7",6,NA,"1 - 9.9cm","Y2.5","Brazil","GANB","Restoration","3x3",3,1,"main","_3x3_Subplot_Repeat","Permanent","0","0","3x2"
"#Teste Henrique",NA,"Angico",1,"planted","1 - 9.9cm","Y2.5","Brazil","GANB","Restoration","3x3",4,2,"main","_3x3_Subplot_Repeat",NA,"0","0",NA
"P1 - ENR - 180","P1 - ENR - 180","Vismia guianensis",6,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",5,3,"main","_3x3_Subplot_Repeat","Permanent","0","0","4x3 (3 entre linhas)"
"P1 - ENR - 180","P1 - ENR - 180","Siparuna guianensis",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",6,3,"main","_3x3_Subplot_Repeat","Permanent","0","0","4x3 (3 entre linhas)"
"P1 - RN - 180","P1 - RN - 180","Syagrus botryophora (Mart.) Mart.",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",7,4,"main","_3x3_Subplot_Repeat","Permanent","0","0","Não haverá plantio de mudas, apenas limpeza de área e coroamento de regenerantes."
"P1 - RN - 180","P1 - RN - 180","Senefeldera multiflora (Mart.) Muell. Arg.",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",8,4,"main","_3x3_Subplot_Repeat","Permanent","0","0","Não haverá plantio de mudas, apenas limpeza de área e coroamento de regenerantes."
"P1 - RN - 180","P1 - RN - 180","Vismia martiniana",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",9,4,"main","_3x3_Subplot_Repeat","Permanent","0","0","Não haverá plantio de mudas, apenas limpeza de área e coroamento de regenerantes."
"P1 - RN - 180","P1 - RN - 180","Annona silvestris Vell.",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",10,4,"main","_3x3_Subplot_Repeat","Permanent","0","0","Não haverá plantio de mudas, apenas limpeza de área e coroamento de regenerantes."
"P1 - RN - 180","P1 - RN - 180","Hyeromina alchorneoides Allemao",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",11,4,"main","_3x3_Subplot_Repeat","Permanent","0","0","Não haverá plantio de mudas, apenas limpeza de área e coroamento de regenerantes."
"P3 - ENR - 180","P3 - ENR - 180","Xylopia sericea",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",12,5,"main","_3x3_Subplot_Repeat","Permanent","0","0","3x4"
"P2 - ENR - 180","P2 -  ENR - 180","Annona silvestris",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",13,6,"main","_3x3_Subplot_Repeat","Permanent","0","0","4x3"
"P2 - RN - 180","P2  - RN - 180","Tapirira guianensis",NA,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",14,7,"main","_3x3_Subplot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"P2 - RN - 180","P2  - RN - 180","Sloanea obtusifolia",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",15,7,"main","_3x3_Subplot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"P2 - RN - 180","P2  - RN - 180","Tabernaemontana sp.",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",16,7,"main","_3x3_Subplot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"P2 - RN - 180","P2  - RN - 180","Cupania oblongifolia",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",17,7,"main","_3x3_Subplot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"P3 - RN - 180","P3 - RN - 180","Lecythis lurida",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",18,8,"main","_3x3_Subplot_Repeat","Permanent","0","0","Não haverá plantio de mudas nativas"
"P4 - RN - 180","P4 - RN - 180","Miconia albicans",2,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",19,9,"main","_3x3_Subplot_Repeat","Permanent","0","0","Não haverá plantio"
"P4 - ENR - 180","P4 - ENR - 180","Miconia sp.",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",20,10,"main","_3x3_Subplot_Repeat","Permanent","0","0","4x3"
"P5 - ENR - 180","P5 - ENR - 180","Byrsonima sericea",5,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",21,11,"main","_3x3_Subplot_Repeat","Permanent","0","0","4x3"
