species
Acacia mearnsii
Eugenia uniflora
Psidium cattleianum
Psidium guajava
Schinus terebinthifolius
Syzygium cumini
Dalbergia sissoo
Annona squamosa
Leucaena leucocephala
Samanea saman
Cedrela odorata
Acacia melanoxylon
Bixa arborea
Bixa orellana
Byrsonima sericea
Caderno de capoeira
Caesalpinia echinata
Caesalpinia ferrea
Calophyllum brasiliense
Cambui vermelho
Capororoca
Cariniana legalis
Cecropia
Cedrella odorata
Centrolobium robustum
Chloroleucon tortum
Clarisia racemosa
