"","tree_data.Species","tree_data._index","tree_data._parent_index","tree_data._parent_table_name","tree_data.Data_type","tree_data.Number_of_trees","tree_data.Tree_type","tree_data.plot_type","tree_data._id","tree_data._parent_table","submitted_name","matched_name2","data_source_title","score","genus_name","family_data_out"
"392","Dimorphocalyx luzoniensis",11,47,"main","group_qr1fe53",1,"Present","1x1m",NA,NA,"Dimorphocalyx luzoniensis","Dimorphocalyx luzoniensis","Tropicos - Missouri Botanical Garden",0.988,"Dimorphocalyx","Euphorbiaceae"
"393","Dimorphocalyx luzoniensis",12,49,NA,"group_an2yk58",1,"Present","30x30m",221732781,"main","Dimorphocalyx luzoniensis","Dimorphocalyx luzoniensis","Tropicos - Missouri Botanical Garden",0.988,"Dimorphocalyx","Euphorbiaceae"
"394","Dimorphocalyx luzoniensis",6,47,NA,"group_qr1fe53",1,"Present","1x1m",221706815,"main","Dimorphocalyx luzoniensis","Dimorphocalyx luzoniensis","Tropicos - Missouri Botanical Garden",0.988,"Dimorphocalyx","Euphorbiaceae"
"395","Diospyros blancoi",5,47,NA,"group_qr1fe53",1,"Present","1x1m",221706815,"main","Diospyros blancoi","Diospyros blancoi","Tropicos - Missouri Botanical Garden",0.988,"Diospyros","Ebenaceae"
"396","Diospyros blancoi",10,47,"main","group_qr1fe53",1,"Present","1x1m",NA,NA,"Diospyros blancoi","Diospyros blancoi","Tropicos - Missouri Botanical Garden",0.988,"Diospyros","Ebenaceae"
"397","Diospyros pyrrhocarpa",18,49,"main","group_qr1fe53",1,"Present","1x1m",NA,NA,"Diospyros pyrrhocarpa","Diospyros pyrrhocarpa","Tropicos - Missouri Botanical Garden",0.988,"Diospyros","Ebenaceae"
"398","Diospyros pyrrhocarpa",1,49,NA,"group_qr1fe53",1,"Present","1x1m",221732781,"main","Diospyros pyrrhocarpa","Diospyros pyrrhocarpa","Tropicos - Missouri Botanical Garden",0.988,"Diospyros","Ebenaceae"
"399","Diphysa americana",249,100,"main","group_an2yk58",1,"Present","30x30m",NA,NA,"Diphysa americana","Diphysa americana","Tropicos - Missouri Botanical Garden",0.988,"Diphysa","Fabaceae"
"400","Diphysa americana",7,98,NA,"group_an2yk58",2,"Present","30x30m",229426458,"main","Diphysa americana","Diphysa americana","Tropicos - Missouri Botanical Garden",0.988,"Diphysa","Fabaceae"
"401","Diphysa americana",3,100,NA,"group_an2yk58",1,"Present","30x30m",229426542,"main","Diphysa americana","Diphysa americana","Tropicos - Missouri Botanical Garden",0.988,"Diphysa","Fabaceae"
"402","Diphysa americana",224,95,"main","group_an2yk58",1,"Present","30x30m",NA,NA,"Diphysa americana","Diphysa americana","Tropicos - Missouri Botanical Garden",0.988,"Diphysa","Fabaceae"
"403","Diphysa americana",136,74,"main","group_an2yk58",1,"Present","30x30m",NA,NA,"Diphysa americana","Diphysa americana","Tropicos - Missouri Botanical Garden",0.988,"Diphysa","Fabaceae"
"404","Diphysa americana",9,74,NA,"group_an2yk58",1,"Present","30x30m",229320531,"main","Diphysa americana","Diphysa americana","Tropicos - Missouri Botanical Garden",0.988,"Diphysa","Fabaceae"
"405","Diphysa americana",237,98,"main","group_an2yk58",2,"Present","30x30m",NA,NA,"Diphysa americana","Diphysa americana","Tropicos - Missouri Botanical Garden",0.988,"Diphysa","Fabaceae"
"406","Diphysa americana",5,95,NA,"group_an2yk58",1,"Present","30x30m",229426361,"main","Diphysa americana","Diphysa americana","Tropicos - Missouri Botanical Garden",0.988,"Diphysa","Fabaceae"
"407","Dipterocarpus grandiflorus",6,67,NA,"group_an2yk58",1,"Present","30x30m",228208377,"main","Dipterocarpus grandiflorus","Dipterocarpus grandiflorus","Tropicos - Missouri Botanical Garden",0.988,"Dipterocarpus","Dipterocarpaceae"
"408","Dipterocarpus grandiflorus",89,67,"main","group_an2yk58",1,"Present","30x30m",NA,NA,"Dipterocarpus grandiflorus","Dipterocarpus grandiflorus","Tropicos - Missouri Botanical Garden",0.988,"Dipterocarpus","Dipterocarpaceae"
"409","Dipterocarpus grandiflorus",1,48,NA,"group_qr1fe53",1,"Present","1x1m",221722552,"main","Dipterocarpus grandiflorus","Dipterocarpus grandiflorus","Tropicos - Missouri Botanical Garden",0.988,"Dipterocarpus","Dipterocarpaceae"
"410","Dipterocarpus grandiflorus",27,47,"main","group_an2yk58",3,"Present","30x30m",NA,NA,"Dipterocarpus grandiflorus","Dipterocarpus grandiflorus","Tropicos - Missouri Botanical Garden",0.988,"Dipterocarpus","Dipterocarpaceae"
"411","Dipterocarpus grandiflorus",1,47,NA,"group_an2yk58",3,"Present","30x30m",221706815,"main","Dipterocarpus grandiflorus","Dipterocarpus grandiflorus","Tropicos - Missouri Botanical Garden",0.988,"Dipterocarpus","Dipterocarpaceae"
"412","Dipterocarpus grandiflorus",14,48,"main","group_qr1fe53",1,"Present","1x1m",NA,NA,"Dipterocarpus grandiflorus","Dipterocarpus grandiflorus","Tropicos - Missouri Botanical Garden",0.988,"Dipterocarpus","Dipterocarpaceae"
"413","Douglas",2,18,NA,"begin_repeat_ELDOiv5Dr",2,"planted","3x3m within 30x30m",189663391,"main",NA,NA,NA,NA,NA,NA
"414","Dracaena fragrans",10,51,NA,"begin_repeat_ztsNCjoPm",1,"Present","30x30m",224763824,"main","Dracaena fragrans","Dracaena fragrans","The International Plant Names Index",0.988,"Dracaena","Asparagaceae"
"415","Drypetes grandifolia",20,49,"main","group_ka7vj63",1,"Present","3x3m within 30x30m",NA,NA,"Drypetes grandifolia","Drypetes grandifolia","Tropicos - Missouri Botanical Garden",0.988,"Drypetes","Putranjivaceae"
"416","Drypetes grandifolia",2,49,NA,"group_ka7vj63",1,"Present","3x3m within 30x30m",221732781,"main","Drypetes grandifolia","Drypetes grandifolia","Tropicos - Missouri Botanical Garden",0.988,"Drypetes","Putranjivaceae"
"417","Drypetes grandifolia",1,57,NA,"group_qr1fe53",1,"naturally_regenerating","1x1m",226154755,"main","Drypetes grandifolia","Drypetes grandifolia","Tropicos - Missouri Botanical Garden",0.988,"Drypetes","Putranjivaceae"
"418","Drypetes grandifolia",24,57,"main","group_qr1fe53",1,"naturally_regenerating","1x1m",NA,NA,"Drypetes grandifolia","Drypetes grandifolia","Tropicos - Missouri Botanical Garden",0.988,"Drypetes","Putranjivaceae"
"419","Dysoxylum cumingianum",6,46,NA,"group_an2yk58",3,"Present","30x30m",221702505,"main","Dysoxylum cumingianum","Dysoxylum cumingianum","Tropicos - Missouri Botanical Garden",0.988,"Dysoxylum","Meliaceae"
"420","Dysoxylum cumingianum",24,46,"main","group_an2yk58",3,"Present","30x30m",NA,NA,"Dysoxylum cumingianum","Dysoxylum cumingianum","Tropicos - Missouri Botanical Garden",0.988,"Dysoxylum","Meliaceae"
"421","Enterolabium cyclocarpum",6,73,NA,"group_an2yk58",1,"Present","30x30m",229320308,"main","Enterolabium cyclocarpum","Enterolobium cyclocarpum","Tropicos - Missouri Botanical Garden",0.75,"Enterolobium","Fabaceae"
"422","Enterolabium cyclocarpum",118,73,"main","group_an2yk58",1,"Present","30x30m",NA,NA,"Enterolabium cyclocarpum","Enterolobium cyclocarpum","Tropicos - Missouri Botanical Garden",0.75,"Enterolobium","Fabaceae"
"423","Enterolobium ciclocarpum",6,83,NA,"group_an2yk58",2,"Present","30x30m",229325338,"main","Enterolobium ciclocarpum","Enterolobium cyclocarpum","Tropicos - Missouri Botanical Garden",0.75,"Enterolobium","Fabaceae"
"424","Enterolobium ciclocarpum",194,88,"main","group_an2yk58",2,"Present","30x30m",NA,NA,"Enterolobium ciclocarpum","Enterolobium cyclocarpum","Tropicos - Missouri Botanical Garden",0.75,"Enterolobium","Fabaceae"
"425","Enterolobium ciclocarpum",175,83,"main","group_an2yk58",2,"Present","30x30m",NA,NA,"Enterolobium ciclocarpum","Enterolobium cyclocarpum","Tropicos - Missouri Botanical Garden",0.75,"Enterolobium","Fabaceae"
"426","Enterolobium ciclocarpum",2,88,NA,"group_an2yk58",2,"Present","30x30m",229326523,"main","Enterolobium ciclocarpum","Enterolobium cyclocarpum","Tropicos - Missouri Botanical Garden",0.75,"Enterolobium","Fabaceae"
"427","Enterolobium cuclocarpum",1,69,NA,"group_an2yk58",1,"Present","30x30m",229302073,"main","Enterolobium cuclocarpum","Enterolobium cyclocarpum","Tropicos - Missouri Botanical Garden",0.75,"Enterolobium","Fabaceae"
"428","Enterolobium cuclocarpum",95,69,"main","group_an2yk58",1,"Present","30x30m",NA,NA,"Enterolobium cuclocarpum","Enterolobium cyclocarpum","Tropicos - Missouri Botanical Garden",0.75,"Enterolobium","Fabaceae"
"429","Enterolobium cyclocarpum",3,75,NA,"group_an2yk58",3,"Present","30x30m",229320694,"main","Enterolobium cyclocarpum","Enterolobium cyclocarpum","Tropicos - Missouri Botanical Garden",0.988,"Enterolobium","Fabaceae"
"430","Enterolobium cyclocarpum",141,75,"main","group_an2yk58",3,"Present","30x30m",NA,NA,"Enterolobium cyclocarpum","Enterolobium cyclocarpum","Tropicos - Missouri Botanical Garden",0.988,"Enterolobium","Fabaceae"
"431","Eriobptrya Japonica",1,66,NA,"group_ka7vj63",1,"Present","3x3m within 30x30m",228160743,"main","Eriobptrya japonica","Eriobotrya japonica","Tropicos - Missouri Botanical Garden",0.75,"Eriobotrya","Rosaceae"
"432","Eriobptrya Japonica",45,66,"main","group_ka7vj63",1,"Present","3x3m within 30x30m",NA,NA,"Eriobptrya japonica","Eriobotrya japonica","Tropicos - Missouri Botanical Garden",0.75,"Eriobotrya","Rosaceae"
"433","Erythrina coralloides",2,82,NA,"group_an2yk58",5,"Present","30x30m",229322068,"main","Erythrina coralloides","Erythrina coralloides","Tropicos - Missouri Botanical Garden",0.988,"Erythrina","Fabaceae"
"434","Erythrina coralloides",8,74,NA,"group_an2yk58",1,"Present","30x30m",229320531,"main","Erythrina coralloides","Erythrina coralloides","Tropicos - Missouri Botanical Garden",0.988,"Erythrina","Fabaceae"
"435","Erythrina coralloides",162,82,"main","group_an2yk58",5,"Present","30x30m",NA,NA,"Erythrina coralloides","Erythrina coralloides","Tropicos - Missouri Botanical Garden",0.988,"Erythrina","Fabaceae"
"436","Erythrina coralloides",135,74,"main","group_an2yk58",1,"Present","30x30m",NA,NA,"Erythrina coralloides","Erythrina coralloides","Tropicos - Missouri Botanical Garden",0.988,"Erythrina","Fabaceae"
"437","Eucalyptus",4,62,"main","group_ql6qg69",1,"Present","30x30m_Special",NA,NA,"Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"438","Eucalyptus",1,148,NA,"group_qs7yn71",2,NA,"30x30m_Special",232562628,"main","Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"439","Eucalyptus",1,122,NA,"group_qs7yn71",1,NA,"30x30m_Special",232556710,"main","Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"440","Eucalyptus",1,59,"main","group_ql6qg69",35,"Present","30x30m_Special",NA,NA,"Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"441","Eucalyptus",268,108,"main","group_an2yk58",1,"Present","30x30m",NA,NA,"Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"442","Eucalyptus",72,60,"main","group_an2yk58",5,"Present","30x30m",NA,NA,"Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"443","Eucalyptus",1,60,NA,"group_an2yk58",5,"Present","30x30m",227314781,"main","Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"444","Eucalyptus",2,135,NA,"group_qs7yn71",1,NA,"30x30m_Special",232559459,"main","Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"445","Eucalyptus",2,105,NA,"group_ql6qg69",1,"Present","30x30m_Special",232553701,"main","Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"446","Eucalyptus",1,59,NA,"group_an2yk58",1,"don_t_know","30x30m",227314389,"main","Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"447","Eucalyptus",32,135,"main","group_qs7yn71",1,NA,"30x30m_Special",NA,NA,"Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"448","Eucalyptus",1,108,NA,"group_an2yk58",1,"Present","30x30m",232554131,"main","Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"449","Eucalyptus",28,123,"main","group_ql6qg69",2,"Present","30x30m_Special",NA,NA,"Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"450","Eucalyptus",71,59,"main","group_an2yk58",1,"don_t_know","30x30m",NA,NA,"Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"451","Eucalyptus",33,136,"main","group_qs7yn71",3,NA,"30x30m_Special",NA,NA,"Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"452","Eucalyptus",1,136,NA,"group_qs7yn71",3,NA,"30x30m_Special",232559601,"main","Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"453","Eucalyptus",1,62,NA,"group_ql6qg69",1,"Present","30x30m_Special",227316281,"main","Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"454","Eucalyptus",18,122,"main","group_qs7yn71",1,NA,"30x30m_Special",NA,NA,"Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"455","Eucalyptus",45,148,"main","group_qs7yn71",2,NA,"30x30m_Special",NA,NA,"Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"456","Eucalyptus",1,125,NA,"group_qs7yn71",2,NA,"30x30m_Special",232557424,"main","Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"457","Eucalyptus",1,123,NA,"group_ql6qg69",2,"Present","30x30m_Special",232556854,"main","Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"458","Eucalyptus",9,105,"main","group_ql6qg69",1,"Present","30x30m_Special",NA,NA,"Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"459","Eucalyptus",1,59,NA,"group_ql6qg69",35,"Present","30x30m_Special",227314389,"main","Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"460","Eucalyptus",22,125,"main","group_qs7yn71",2,NA,"30x30m_Special",NA,NA,"Eucalyptus","Eucalyptus","The International Plant Names Index",0.75,"Eucalyptus","Myrtaceae"
"461","Eucalyptusl",265,105,"main","group_an2yk58",1,"Present","30x30m",NA,NA,"Eucalyptusl","Eucalyptus","Tropicos - Missouri Botanical Garden",0.5,"Eucalyptus","Myrtaceae"
"462","Eucalyptusl",1,105,NA,"group_an2yk58",1,"Present","30x30m",232553701,"main","Eucalyptusl","Eucalyptus","Tropicos - Missouri Botanical Garden",0.5,"Eucalyptus","Myrtaceae"
"463","Eugenia montalbanica",2,58,NA,"PlantedTrees3",6,NA,"30x30m",226156574,"main","Eugenia montalbanica","Eugenia montalbanica","Tropicos - Missouri Botanical Garden",0.988,"Eugenia","Myrtaceae"
"464","Eugenia montalbanica",10,58,"main","PlantedTrees3",6,NA,"30x30m",NA,NA,"Eugenia montalbanica","Eugenia montalbanica","Tropicos - Missouri Botanical Garden",0.988,"Eugenia","Myrtaceae"
"465","Fagus silvatica",3,32,NA,"begin_repeat_ztsNCjoPm",2,"Present","30x30m",190956247,"main","Fagus silvatica","Fagus silvatica","Tropicos - Missouri Botanical Garden",0.988,"Fagus","Fagaceae"
"466","fdf",1,50,"main","group_ai86m63",NA,NA,"3x3m_Special",NA,NA,NA,NA,NA,NA,NA,NA
"467","fdf",1,50,NA,"group_ai86m63",NA,NA,"3x3m_Special",223397416,"main",NA,NA,NA,NA,NA,NA
"468","Fedegoso",91,104,"main","group_ka7vj63",1,"planted","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA
"469","Fedegoso",2,104,NA,"group_ka7vj63",1,"planted","3x3m within 30x30m",229844564,"main",NA,NA,NA,NA,NA,NA
"470","Ficus nota",36,57,"main","group_ka7vj63",2,"Present","3x3m within 30x30m",NA,NA,"Ficus nota","Ficus nota","Tropicos - Missouri Botanical Garden",0.988,"Ficus","Moraceae"
"471","Ficus nota",9,57,NA,"group_ka7vj63",2,"Present","3x3m within 30x30m",226154755,"main","Ficus nota","Ficus nota","Tropicos - Missouri Botanical Garden",0.988,"Ficus","Moraceae"
"472","Ficus petiolaris",144,75,"main","group_an2yk58",1,"Present","30x30m",NA,NA,"Ficus petiolaris","Ficus petiolaris","The International Plant Names Index",0.988,"Ficus","Moraceae"
"473","Ficus petiolaris",6,75,NA,"group_an2yk58",1,"Present","30x30m",229320694,"main","Ficus petiolaris","Ficus petiolaris","The International Plant Names Index",0.988,"Ficus","Moraceae"
"474","Ficus septica",26,57,"main","group_qr1fe53",1,"Present","1x1m",NA,NA,"Ficus septica","Ficus septica","The International Plant Names Index",0.988,"Ficus","Moraceae"
"475","Ficus septica",3,57,NA,"group_qr1fe53",1,"Present","1x1m",226154755,"main","Ficus septica","Ficus septica","The International Plant Names Index",0.988,"Ficus","Moraceae"
"476","Folha composta",2,104,NA,"group_an2yk58",2,"Present","30x30m",229844564,"main",NA,NA,NA,NA,NA,NA
"477","Folha composta",263,104,"main","group_an2yk58",2,"Present","30x30m",NA,NA,NA,NA,NA,NA,NA,NA
"478","Fraises exelsion",1,15,NA,"begin_repeat_ELDOiv5Dr",1,"Present","3x3m within 30x30m",189663315,"main",NA,NA,NA,NA,NA,NA
"479","Garcinia forbesii",3,48,NA,"group_ka7vj63",1,"Present","3x3m within 30x30m",221722552,"main","Garcinia forbesii","Garcinia forbesii","Tropicos - Missouri Botanical Garden",0.988,"Garcinia","Clusiaceae"
"480","Garcinia forbesii",18,48,"main","group_ka7vj63",1,"Present","3x3m within 30x30m",NA,NA,"Garcinia forbesii","Garcinia forbesii","Tropicos - Missouri Botanical Garden",0.988,"Garcinia","Clusiaceae"
"481","Garcinia forbesii",7,45,"main","group_ka7vj63",1,"Present","3x3m within 30x30m",NA,NA,"Garcinia forbesii","Garcinia forbesii","Tropicos - Missouri Botanical Garden",0.988,"Garcinia","Clusiaceae"
"482","Garcinia forbesii",3,58,NA,"group_ka7vj63",1,"Present","3x3m within 30x30m",226156574,"main","Garcinia forbesii","Garcinia forbesii","Tropicos - Missouri Botanical Garden",0.988,"Garcinia","Clusiaceae"
"483","Garcinia forbesii",3,45,NA,"group_ka7vj63",1,"Present","3x3m within 30x30m",221701339,"main","Garcinia forbesii","Garcinia forbesii","Tropicos - Missouri Botanical Garden",0.988,"Garcinia","Clusiaceae"
"484","Garcinia forbesii",39,58,"main","group_ka7vj63",1,"Present","3x3m within 30x30m",NA,NA,"Garcinia forbesii","Garcinia forbesii","Tropicos - Missouri Botanical Garden",0.988,"Garcinia","Clusiaceae"
"485","Gliricidia sepium",6,51,NA,"begin_repeat_ztsNCjoPm",1,"Present","30x30m",224763824,"main","Gliricidia sepium","Gliricidia sepium","Tropicos - Missouri Botanical Garden",0.988,"Gliricidia","Fabaceae"
"486","Gliricidia sepium",9,73,NA,"group_an2yk58",1,"Present","30x30m",229320308,"main","Gliricidia sepium","Gliricidia sepium","Tropicos - Missouri Botanical Garden",0.988,"Gliricidia","Fabaceae"
"487","Gliricidia sepium",121,73,"main","group_an2yk58",1,"Present","30x30m",NA,NA,"Gliricidia sepium","Gliricidia sepium","Tropicos - Missouri Botanical Garden",0.988,"Gliricidia","Fabaceae"
"488","Goniocheton arborescens",7,47,NA,"group_an2yk58",2,"Present","30x30m",221706815,"main","Goniocheton arborescens","Goniocheton arborescens","Tropicos - Missouri Botanical Garden",0.988,"Goniocheton","Meliaceae"
"489","Goniocheton arborescens",33,47,"main","group_an2yk58",2,"Present","30x30m",NA,NA,"Goniocheton arborescens","Goniocheton arborescens","Tropicos - Missouri Botanical Garden",0.988,"Goniocheton","Meliaceae"
"490","Goyavia",8,105,"main","group_ql6qg69",1,"Present","30x30m_Special",NA,NA,NA,NA,NA,NA,NA,NA
"491","Goyavia",1,105,NA,"group_ql6qg69",1,"Present","30x30m_Special",232553701,"main",NA,NA,NA,NA,NA,NA
"492","Grevilia",2,122,NA,"group_qs7yn71",1,NA,"30x30m_Special",232556710,"main",NA,NA,NA,NA,NA,NA
"493","Grevilia",1,135,NA,"group_qs7yn71",1,NA,"30x30m_Special",232559459,"main",NA,NA,NA,NA,NA,NA
"494","Grevilia",1,114,NA,"group_ql6qg69",2,"Present","30x30m_Special",232555260,"main",NA,NA,NA,NA,NA,NA
"495","Grevilia",19,114,"main","group_ql6qg69",2,"Present","30x30m_Special",NA,NA,NA,NA,NA,NA,NA,NA
"496","Grevilia",19,122,"main","group_qs7yn71",1,NA,"30x30m_Special",NA,NA,NA,NA,NA,NA,NA,NA
"497","Grevilia",31,135,"main","group_qs7yn71",1,NA,"30x30m_Special",NA,NA,NA,NA,NA,NA,NA,NA
"498","guachipilin",326,158,"main","group_an2yk58",4,NA,"30x30m",NA,NA,NA,NA,NA,NA,NA,NA
"499","guachipilin",1,158,NA,"group_an2yk58",4,NA,"30x30m",232761648,"main",NA,NA,NA,NA,NA,NA
"500","Guatemala ulmifolia",201,90,"main","group_an2yk58",3,"Present","30x30m",NA,NA,"Guatemala ulmifolia","Guatemala","The International Plant Names Index",0.75,"Guatemala","Malvaceae"
"501","Guatemala ulmifolia",3,90,NA,"group_an2yk58",3,"Present","30x30m",229326727,"main","Guatemala ulmifolia","Guatemala","The International Plant Names Index",0.75,"Guatemala","Malvaceae"
"502","Guayaba",328,158,"main","group_an2yk58",1,NA,"30x30m",NA,NA,"Guayaba","Guayaba","Tropicos - Missouri Botanical Garden",0.75,"Guayaba","Myrtaceae"
"503","Guayaba",3,158,NA,"group_an2yk58",1,NA,"30x30m",232761648,"main","Guayaba","Guayaba","Tropicos - Missouri Botanical Garden",0.75,"Guayaba","Myrtaceae"
"504","Guazuma ulmifolia",59,74,"main","group_ka7vj63",1,"Present","3x3m within 30x30m",NA,NA,"Guazuma ulmifolia","Guazuma ulmifolia","The International Plant Names Index",0.988,"Guazuma","Malvaceae"
"505","Guazuma ulmifolia",3,74,NA,"group_an2yk58",3,"Present","30x30m",229320531,"main","Guazuma ulmifolia","Guazuma ulmifolia","The International Plant Names Index",0.988,"Guazuma","Malvaceae"
"506","Guazuma ulmifolia",14,74,"main","PlantedTrees3",1,NA,"30x30m",NA,NA,"Guazuma ulmifolia","Guazuma ulmifolia","The International Plant Names Index",0.988,"Guazuma","Malvaceae"
"507","Guazuma ulmifolia",1,74,NA,"group_ka7vj63",1,"Present","3x3m within 30x30m",229320531,"main","Guazuma ulmifolia","Guazuma ulmifolia","The International Plant Names Index",0.988,"Guazuma","Malvaceae"
"508","Guazuma ulmifolia",130,74,"main","group_an2yk58",3,"Present","30x30m",NA,NA,"Guazuma ulmifolia","Guazuma ulmifolia","The International Plant Names Index",0.988,"Guazuma","Malvaceae"
"509","Guazuma ulmifolia",1,74,NA,"PlantedTrees3",1,NA,"30x30m",229320531,"main","Guazuma ulmifolia","Guazuma ulmifolia","The International Plant Names Index",0.988,"Guazuma","Malvaceae"
"510","Guioa pleuropteris",6,58,NA,"group_ka7vj63",1,"Present","3x3m within 30x30m",226156574,"main","Guioa pleuropteris","Guioa pleuropteris","Tropicos - Missouri Botanical Garden",0.988,"Guioa","Sapindaceae"
"511","Guioa pleuropteris",6,45,NA,"group_ka7vj63",1,"Present","3x3m within 30x30m",221701339,"main","Guioa pleuropteris","Guioa pleuropteris","Tropicos - Missouri Botanical Garden",0.988,"Guioa","Sapindaceae"
"512","Guioa pleuropteris",42,58,"main","group_ka7vj63",1,"Present","3x3m within 30x30m",NA,NA,"Guioa pleuropteris","Guioa pleuropteris","Tropicos - Missouri Botanical Garden",0.988,"Guioa","Sapindaceae"
"513","Guioa pleuropteris",10,45,"main","group_ka7vj63",1,"Present","3x3m within 30x30m",NA,NA,"Guioa pleuropteris","Guioa pleuropteris","Tropicos - Missouri Botanical Garden",0.988,"Guioa","Sapindaceae"
"514","Heamatoxylum campechianum",149,77,"main","group_an2yk58",1,"Present","30x30m",NA,NA,"Heamatoxylum campechianum","Haematoxylum campechianum","Tropicos - Missouri Botanical Garden",0.75,"Haematoxylum","Fabaceae"
"515","Heamatoxylum campechianum",4,90,NA,"group_an2yk58",3,"Present","30x30m",229326727,"main","Heamatoxylum campechianum","Haematoxylum campechianum","Tropicos - Missouri Botanical Garden",0.75,"Haematoxylum","Fabaceae"
"516","Heamatoxylum campechianum",46,85,"main","group_qr1fe53",1,"Present","1x1m",NA,NA,"Heamatoxylum campechianum","Haematoxylum campechianum","Tropicos - Missouri Botanical Garden",0.75,"Haematoxylum","Fabaceae"
"517","Heamatoxylum campechianum",1,85,NA,"group_qr1fe53",1,"Present","1x1m",229325806,"main","Heamatoxylum campechianum","Haematoxylum campechianum","Tropicos - Missouri Botanical Garden",0.75,"Haematoxylum","Fabaceae"
"518","Heamatoxylum campechianum",164,82,"main","group_an2yk58",2,"Present","30x30m",NA,NA,"Heamatoxylum campechianum","Haematoxylum campechianum","Tropicos - Missouri Botanical Garden",0.75,"Haematoxylum","Fabaceae"
"519","Heamatoxylum campechianum",4,82,NA,"group_an2yk58",2,"Present","30x30m",229322068,"main","Heamatoxylum campechianum","Haematoxylum campechianum","Tropicos - Missouri Botanical Garden",0.75,"Haematoxylum","Fabaceae"
"520","Heamatoxylum campechianum",134,74,"main","group_an2yk58",1,"Present","30x30m",NA,NA,"Heamatoxylum campechianum","Haematoxylum campechianum","Tropicos - Missouri Botanical Garden",0.75,"Haematoxylum","Fabaceae"
"521","Heamatoxylum campechianum",12,73,NA,"group_an2yk58",1,"Present","30x30m",229320308,"main","Heamatoxylum campechianum","Haematoxylum campechianum","Tropicos - Missouri Botanical Garden",0.75,"Haematoxylum","Fabaceae"
"522","Heamatoxylum campechianum",7,74,NA,"group_an2yk58",1,"Present","30x30m",229320531,"main","Heamatoxylum campechianum","Haematoxylum campechianum","Tropicos - Missouri Botanical Garden",0.75,"Haematoxylum","Fabaceae"
"523","Heamatoxylum campechianum",2,83,NA,"group_an2yk58",1,"Present","30x30m",229325338,"main","Heamatoxylum campechianum","Haematoxylum campechianum","Tropicos - Missouri Botanical Garden",0.75,"Haematoxylum","Fabaceae"
"524","Heamatoxylum campechianum",5,75,NA,"group_an2yk58",1,"Present","30x30m",229320694,"main","Heamatoxylum campechianum","Haematoxylum campechianum","Tropicos - Missouri Botanical Garden",0.75,"Haematoxylum","Fabaceae"
"525","Heamatoxylum campechianum",3,73,NA,"group_an2yk58",15,"Present","30x30m",229320308,"main","Heamatoxylum campechianum","Haematoxylum campechianum","Tropicos - Missouri Botanical Garden",0.75,"Haematoxylum","Fabaceae"
"526","Heamatoxylum campechianum",143,75,"main","group_an2yk58",1,"Present","30x30m",NA,NA,"Heamatoxylum campechianum","Haematoxylum campechianum","Tropicos - Missouri Botanical Garden",0.75,"Haematoxylum","Fabaceae"
"527","Heamatoxylum campechianum",124,73,"main","group_an2yk58",1,"Present","30x30m",NA,NA,"Heamatoxylum campechianum","Haematoxylum campechianum","Tropicos - Missouri Botanical Garden",0.75,"Haematoxylum","Fabaceae"
