"Plot_ID","Site_ID","SiteType","Plot_Type","Country","Organization_Name","Plot_Permanence","Monitoring_Plot_Size","Strata_Number","Timeframe","Date","Resample_Main_Plot","Resample_3x3_Subplot","OtherTime","Start_Time","End_Time","SiteSize","ControlSize","TreesPresent","PlantingPattern","Coordinate_System_Used","NE_Photo","SE_Photo","SW_Photo","NW_Photo","Photos","NE_Photo_Small_Site","SE_Photo_SmallSites","SW_Photo_SmallSites","NW_Photo_SmallSites","main_index","_id","uuid","__version__","instanceID","_xform_id_string","_uuid","_status","_submission_time","_submitted_by","Photo_of_AB_Sightline2","Photo_of_AC_Sightline2","Photo_of_AD_Sightline2","Description_of_subpl_ithin_30m_x_30m_plot2","Additional_Photos_Optional3","rootUuid","deprecatedID","Notes17","TinyTrees","Photo_of_AB_Sightline1","Photo_of_AC_Sightline1","Photo_of_AD_Sightline1","Notes21","Notes5","Notes11","Description_of_subpl_ithin_30m_x_30m_plot1","LittleTreesPresent","Notes14","Photos4","Additional_Photos_Optional1","File"
"B5.3","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","3","Y0",2023-06-07,"0","0",NA,"09:34:00.000+01:00","09:54:00.000+01:00","Yes",NA,NA,"2.5x3","Nord-Sud","1686127283351.jpg","1686127408873.jpg","1686127483840.jpg","1686127666053.jpg",NA,NA,NA,NA,NA,670,249665874,"5fd2c309dc8446ada30a1db9fd875804","vQweBUazMtWE6nJLvHW57j","uuid:55ee5f97-c7ba-440e-8027-b24c3e56b864","axhiGJQ8JzwkTYcgDTroJu","55ee5f97-c7ba-440e-8027-b24c3e56b864","submitted_via_web",2023-07-01 12:34:41,"ihillman",NA,NA,NA,NA,NA,"9681ef19-09e6-46b9-9856-c49dd2239967","uuid:9681ef19-09e6-46b9-9856-c49dd2239967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B5.4","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","4","Y0",2023-06-07,"0","0",NA,"10:06:00.000+01:00","10:26:00.000+01:00","Yes",NA,NA,"2.5x3","Nord-Sud","1686128981058.jpg","1686129142359.jpg","1686129187232.jpg","1686129272305.jpg",NA,NA,NA,NA,NA,671,249666878,"5fd2c309dc8446ada30a1db9fd875804","vQweBUazMtWE6nJLvHW57j","uuid:af97ebd9-30ca-41b7-827a-77b03d96cdf8","axhiGJQ8JzwkTYcgDTroJu","af97ebd9-30ca-41b7-827a-77b03d96cdf8","submitted_via_web",2023-07-01 12:41:47,"ihillman",NA,NA,NA,NA,NA,"a60864d6-66eb-4bb3-a730-c82835c8d041","uuid:a60864d6-66eb-4bb3-a730-c82835c8d041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8.4","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","8.4","Y0",2023-06-27,"0","0",NA,"09:35:00.000+01:00","09:35:00.000+01:00","Yes",NA,NA,"2.5*3","Nord sud","1688213241037.jpg","1687855421191.jpg","1688213258761.jpg","1688213266686.jpg",NA,NA,NA,NA,NA,672,249668390,"5fd2c309dc8446ada30a1db9fd875804","vQweBUazMtWE6nJLvHW57j","uuid:cd292db7-e049-4ccf-a042-3b779ef4957e","axhiGJQ8JzwkTYcgDTroJu","cd292db7-e049-4ccf-a042-3b779ef4957e","submitted_via_web",2023-07-01 12:52:27,"ihillman",NA,NA,NA,NA,NA,"8bc57b66-0c83-483e-9313-8ded2624ac69","uuid:8bc57b66-0c83-483e-9313-8ded2624ac69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8.5","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","8.5","Y0",2023-06-27,"0","0",NA,"09:46:00.000+01:00","09:46:00.000+01:00","Yes",NA,NA,"2.5*3","Nord sud","1688214334398.jpg","1687856158518.jpg","1687856186147.jpg","1687856262900.jpg",NA,NA,NA,NA,NA,673,249668666,"5fd2c309dc8446ada30a1db9fd875804","vQweBUazMtWE6nJLvHW57j","uuid:0ad51b5b-dd2b-486d-8bcd-8e6802b0ef67","axhiGJQ8JzwkTYcgDTroJu","0ad51b5b-dd2b-486d-8bcd-8e6802b0ef67","submitted_via_web",2023-07-01 12:54:05,"ihillman",NA,NA,NA,NA,NA,"432e6b79-7392-41c2-a2dc-3d71bfc7dc37","uuid:432e6b79-7392-41c2-a2dc-3d71bfc7dc37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8.6","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","8.6","Y0",2023-06-27,"0","0",NA,"09:58:00.000+01:00","09:58:00.000+01:00","Yes",NA,NA,"2.5*3","Nord sud","1687856701784.jpg","1687856764884.jpg","1688214523662.jpg","1688214533670.jpg",NA,NA,NA,NA,NA,674,249668793,"5fd2c309dc8446ada30a1db9fd875804","vQweBUazMtWE6nJLvHW57j","uuid:b3c932a7-5ac1-488d-af5a-c77f2b866ee4","axhiGJQ8JzwkTYcgDTroJu","b3c932a7-5ac1-488d-af5a-c77f2b866ee4","submitted_via_web",2023-07-01 12:55:19,"ihillman",NA,NA,NA,NA,NA,"987ef62e-48e9-4dc6-8ca1-0539c082dffb","uuid:987ef62e-48e9-4dc6-8ca1-0539c082dffb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8.7","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","8.7","Y0",2023-06-27,"0","0",NA,"10:08:00.000+01:00","10:08:00.000+01:00","Yes",NA,NA,"2.5*3","Nord sud","1687857148709.jpg","1687857222146.jpg","1687857241238.jpg","1687857317598.jpg",NA,NA,NA,NA,NA,675,249669043,"5fd2c309dc8446ada30a1db9fd875804","vQweBUazMtWE6nJLvHW57j","uuid:cbfc4bf6-5d64-4340-8fb5-c14769016304","axhiGJQ8JzwkTYcgDTroJu","cbfc4bf6-5d64-4340-8fb5-c14769016304","submitted_via_web",2023-07-01 12:57:22,"ihillman",NA,NA,NA,NA,NA,"4f703616-3be9-49d8-b423-4b0f354a20ed","uuid:4f703616-3be9-49d8-b423-4b0f354a20ed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8.8","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","8.8","Y0",2023-06-27,"0","0",NA,"10:16:00.000+01:00","10:16:00.000+01:00","Yes",NA,NA,"2.5*3","Nord sud","1687857758748.jpg","1687857815873.jpg","1688215508828.jpg","1688215518733.jpg",NA,NA,NA,NA,NA,676,249669227,"5fd2c309dc8446ada30a1db9fd875804","vQweBUazMtWE6nJLvHW57j","uuid:c66659fc-1468-4a2f-b326-0121961e1d45","axhiGJQ8JzwkTYcgDTroJu","c66659fc-1468-4a2f-b326-0121961e1d45","submitted_via_web",2023-07-01 12:59:34,"ihillman",NA,NA,NA,NA,NA,"cc1b4bc8-c128-43c4-9344-55c91ee96a4e","uuid:cc1b4bc8-c128-43c4-9344-55c91ee96a4e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8.9","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","8.9","Y0",2023-06-27,"0","0",NA,"10:26:00.000+01:00","10:26:00.000+01:00","Yes",NA,NA,"2.5*3","Nord sud","1688215686560.jpg","1687858673428.jpg","1688215695869.jpg","1687858918223.jpg",NA,NA,NA,NA,NA,677,249669507,"5fd2c309dc8446ada30a1db9fd875804","vQweBUazMtWE6nJLvHW57j","uuid:1fab937c-8c8f-42d7-913f-17398ac5b4a5","axhiGJQ8JzwkTYcgDTroJu","1fab937c-8c8f-42d7-913f-17398ac5b4a5","submitted_via_web",2023-07-01 13:01:49,"ihillman",NA,NA,NA,NA,NA,"27152b1a-2dd5-46b6-872b-b3614ce4fed7","uuid:27152b1a-2dd5-46b6-872b-b3614ce4fed7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B5.5","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","5","Y0",2023-06-07,"0","0",NA,"10:29:00.000+01:00","10:49:00.000+01:00","Yes",NA,NA,"2.5x3","Nord-Sud","1686130310590.jpg","1686130469380.jpg","1686130524341.jpg","1686130713185.jpg",NA,NA,NA,NA,NA,678,249669631,"5fd2c309dc8446ada30a1db9fd875804","vQweBUazMtWE6nJLvHW57j","uuid:870cf962-ddf8-4f9e-b72f-a74116e24d68","axhiGJQ8JzwkTYcgDTroJu","870cf962-ddf8-4f9e-b72f-a74116e24d68","submitted_via_web",2023-07-01 13:03:30,"ihillman",NA,NA,NA,NA,NA,"a48fd225-8788-461d-bda2-761805ff2591","uuid:a48fd225-8788-461d-bda2-761805ff2591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8.10","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","8.10","Y0",2023-06-27,"0","0",NA,"10:46:00.000+01:00","10:46:00.000+01:00","Yes",NA,NA,"2.5*3","Nord sud","1687859952916.jpg","1687860027409.jpg","1687860052057.jpg","1687860137473.jpg",NA,NA,NA,NA,NA,679,249670107,"5fd2c309dc8446ada30a1db9fd875804","vQweBUazMtWE6nJLvHW57j","uuid:ebecd163-9719-4a3c-a24d-010145bd0f73","axhiGJQ8JzwkTYcgDTroJu","ebecd163-9719-4a3c-a24d-010145bd0f73","submitted_via_web",2023-07-01 13:07:09,"ihillman",NA,NA,NA,NA,NA,"a30c7998-b206-46f7-8144-7f0dc0cb5276","uuid:a30c7998-b206-46f7-8144-7f0dc0cb5276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","B4.11","Y0",2023-06-27,"0","0",NA,"11:07:00.000+01:00","11:07:00.000+01:00","Yes",NA,NA,"2.5*3","Nord sud","1687860603019.jpg","1687860684098.jpg","1687860727237.jpg","1687860808170.jpg",NA,NA,NA,NA,NA,680,249670189,"5fd2c309dc8446ada30a1db9fd875804","vQweBUazMtWE6nJLvHW57j","uuid:be4ca3fc-ce9a-43c1-abbf-ee8b19592956","axhiGJQ8JzwkTYcgDTroJu","be4ca3fc-ce9a-43c1-abbf-ee8b19592956","submitted_via_web",2023-07-01 13:08:20,"ihillman",NA,NA,NA,NA,NA,"bf5bf770-be31-420d-b5a5-370cb44efa1f","uuid:bf5bf770-be31-420d-b5a5-370cb44efa1f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","B4.12","Y0",2023-06-27,"0","0",NA,"11:15:00.000+01:00","11:15:00.000+01:00","Yes",NA,NA,"2.5*3","Nord sud","1687861304601.jpg","1687861393873.jpg","1687861419625.jpg","1687861501762.jpg",NA,NA,NA,NA,NA,681,249670372,"5fd2c309dc8446ada30a1db9fd875804","vQweBUazMtWE6nJLvHW57j","uuid:002da93b-c532-439f-83ea-d3b5158e5f13","axhiGJQ8JzwkTYcgDTroJu","002da93b-c532-439f-83ea-d3b5158e5f13","submitted_via_web",2023-07-01 13:09:29,"ihillman",NA,NA,NA,NA,NA,"d3272589-803a-4231-bff8-8515537d4f82","uuid:d3272589-803a-4231-bff8-8515537d4f82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.2.8","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","2.8","Y0",2023-05-11,"0","0",NA,"11:10:00.000+01:00","11:20:00.000+01:00","Yes",NA,NA,"3×2.5","Nord et sud","1683799919239.jpg","1683800047380.jpg","1683800068146.jpg","1683800159088.jpg",NA,NA,NA,NA,NA,682,249835546,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:b2365661-0225-4317-a619-1d1c35622640","axhiGJQ8JzwkTYcgDTroJu","b2365661-0225-4317-a619-1d1c35622640","submitted_via_web",2023-07-02 18:58:34,"ihillman",NA,NA,NA,NA,NA,"a48b5ac4-4fc6-4749-908d-dbc9c1598f4d","uuid:a48b5ac4-4fc6-4749-908d-dbc9c1598f4d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.2.9","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","2.9","Y0",2023-05-11,"0","0",NA,"11:22:00.000+01:00","11:36:00.000+01:00","Yes",NA,NA,"3×2.5","Nord_sud","1683800628814.jpg","1683800706589.jpg","1683800727179.jpg","1683800797380.jpg",NA,NA,NA,NA,NA,683,249835665,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:5e387fb0-0447-4508-9778-b7e495c390d8","axhiGJQ8JzwkTYcgDTroJu","5e387fb0-0447-4508-9778-b7e495c390d8","submitted_via_web",2023-07-02 18:59:45,"ihillman",NA,NA,NA,NA,NA,"9bc58a34-f0ba-4906-90ac-e47378579554","uuid:9bc58a34-f0ba-4906-90ac-e47378579554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.4.8","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","4.8","Y0",2023-06-28,"0","0",NA,"10:10:00.000+01:00","10:20:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1687943527790.jpg","1687943653445.jpg","1687943673131.jpg","1687943573700.jpg",NA,NA,NA,NA,NA,684,249835760,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:14bc13fe-78ad-4b09-ba02-a3d09937c926","axhiGJQ8JzwkTYcgDTroJu","14bc13fe-78ad-4b09-ba02-a3d09937c926","submitted_via_web",2023-07-02 19:00:52,"ihillman",NA,NA,NA,NA,NA,"ba2ef234-0d4a-4341-9286-84936427e52a","uuid:ba2ef234-0d4a-4341-9286-84936427e52a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Placette manuel 1","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","1","Y0",2023-05-11,"0","0",NA,"13:28:00.000+01:00","13:40:00.000+01:00","Yes",NA,NA,"3×2,5","Nord_ sud","1683808225636.jpg","1683808318413.jpg","1683808349458.jpg","1683808441664.jpg",NA,NA,NA,NA,NA,685,249836226,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:92c54d02-b4e0-475d-a2f2-bf0524ab20ed","axhiGJQ8JzwkTYcgDTroJu","92c54d02-b4e0-475d-a2f2-bf0524ab20ed","submitted_via_web",2023-07-02 19:07:30,"ihillman",NA,NA,NA,NA,NA,"7b2f95ff-f24d-4eeb-adba-e709fb1239bc","uuid:7b2f95ff-f24d-4eeb-adba-e709fb1239bc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Placette manuel 2","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","2","Y0",2023-05-11,"0","0",NA,"13:39:00.000+01:00","13:55:00.000+01:00","Yes",NA,NA,"3×2.5","Nord_sud","1683808925287.jpg","1683809017006.jpg","1683809042457.jpg","1683809107122.jpg",NA,NA,NA,NA,NA,686,249836288,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:9da5f2e1-0ab4-4edc-8777-640cb3a58554","axhiGJQ8JzwkTYcgDTroJu","9da5f2e1-0ab4-4edc-8777-640cb3a58554","submitted_via_web",2023-07-02 19:08:16,"ihillman",NA,NA,NA,NA,NA,"d2a4329a-2f95-4e9b-8474-9f5b67d6edc5","uuid:d2a4329a-2f95-4e9b-8474-9f5b67d6edc5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manuelle 3","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","3","Y0",2023-05-11,"0","0",NA,"13:49:00.000+01:00","14:00:00.000+01:00","Yes",NA,NA,"3×2.5","Nord-sud","1683809587066.jpg","1683809671482.jpg","1683809689037.jpg","1683809764900.jpg",NA,NA,NA,NA,NA,687,249836436,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:536cebf8-d4da-409c-aefd-d0b9841fdc6d","axhiGJQ8JzwkTYcgDTroJu","536cebf8-d4da-409c-aefd-d0b9841fdc6d","submitted_via_web",2023-07-02 19:09:16,"ihillman",NA,NA,NA,NA,NA,"ed842df8-2b37-4c3e-ba1d-108455d04aba","uuid:ed842df8-2b37-4c3e-ba1d-108455d04aba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manuelle 4","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","4","Y0",2023-05-11,"0","0",NA,"14:02:00.000+01:00","14:15:00.000+01:00","Yes",NA,NA,"3×2.5","Coordonnee geographique","1683810278881.jpg","1683810357472.jpg","1683810378815.jpg","1683810439054.jpg",NA,NA,NA,NA,NA,688,249836517,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:a94433a5-8521-4162-9c67-135c18d3292a","axhiGJQ8JzwkTYcgDTroJu","a94433a5-8521-4162-9c67-135c18d3292a","submitted_via_web",2023-07-02 19:10:16,"ihillman",NA,NA,NA,NA,NA,"25de7c85-0b0d-4ed9-845f-731743894d6f","uuid:25de7c85-0b0d-4ed9-845f-731743894d6f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manuelle 5","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","5","Y0",2023-05-11,"0","0",NA,"14:26:00.000+01:00","14:40:00.000+01:00","Yes",NA,NA,"3×2.5","Nord-sud","1683811689524.jpg","1683811769656.jpg","1683811792757.jpg","1683811865232.jpg",NA,NA,NA,NA,NA,689,249838346,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:536c5db3-62b8-4b65-b100-6644854f49fe","axhiGJQ8JzwkTYcgDTroJu","536c5db3-62b8-4b65-b100-6644854f49fe","submitted_via_web",2023-07-02 19:18:44,"ihillman",NA,NA,NA,NA,NA,"78496042-837e-41a7-8c11-fb6e2eede3c9","uuid:78496042-837e-41a7-8c11-fb6e2eede3c9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manuelle 6","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","6","Y0",2023-05-11,"0","0",NA,"14:37:00.000+01:00","14:50:00.000+01:00","Yes",NA,NA,"3×2.5","Nord_sud","1683812339907.jpg","1683812420406.jpg","1683812442136.jpg","1683812518419.jpg",NA,NA,NA,NA,NA,690,249838578,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:8f0477ab-76e1-4249-989c-b3c986641313","axhiGJQ8JzwkTYcgDTroJu","8f0477ab-76e1-4249-989c-b3c986641313","submitted_via_web",2023-07-02 19:20:03,"ihillman",NA,NA,NA,NA,NA,"9db03e3d-4972-4cbf-a1a7-9875006aeae2","uuid:9db03e3d-4972-4cbf-a1a7-9875006aeae2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manuelle7","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","7","Y0",2023-05-11,"0","0",NA,"14:48:00.000+01:00","15:00:00.000+01:00","Yes",NA,NA,"3×2.5","Nord-sud","1683813023145.jpg","1683813134169.jpg","1683813160876.jpg","1683813248929.jpg",NA,NA,NA,NA,NA,691,249838686,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:42e1d301-042c-4db0-8a10-cbfe57ea497b","axhiGJQ8JzwkTYcgDTroJu","42e1d301-042c-4db0-8a10-cbfe57ea497b","submitted_via_web",2023-07-02 19:20:52,"ihillman",NA,NA,NA,NA,NA,"ea769149-7a14-4e2c-ae9f-42ef667f2839","uuid:ea769149-7a14-4e2c-ae9f-42ef667f2839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manuelle 8","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","8","Y0",2023-05-11,"0","0",NA,"14:59:00.000+01:00","15:15:00.000+01:00","Yes",NA,NA,"3×2.5","Nord-sud","1683814027399.jpg","1683813743349.jpg","1683813766544.jpg","1683814058630.jpg",NA,NA,NA,NA,NA,692,249838827,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:af2d6b48-4696-4d8d-9a3a-d60de199a2d8","axhiGJQ8JzwkTYcgDTroJu","af2d6b48-4696-4d8d-9a3a-d60de199a2d8","submitted_via_web",2023-07-02 19:21:41,"ihillman",NA,NA,NA,NA,NA,"c49c2a41-c6e9-419f-956b-1c4c444755bf","uuid:c49c2a41-c6e9-419f-956b-1c4c444755bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Placette manuelle 9","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","9","Y0",2023-05-19,"0","0",NA,"08:03:00.000+01:00","08:15:00.000+01:00","Yes",NA,NA,"2.5×3","Nord_sud","1684479969174.jpg","1684480198876.jpg","1684480232148.jpg","1684480337479.jpg",NA,NA,NA,NA,NA,693,249838991,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:853a05f3-e4a2-4975-a0eb-ad26ab7ab23a","axhiGJQ8JzwkTYcgDTroJu","853a05f3-e4a2-4975-a0eb-ad26ab7ab23a","submitted_via_web",2023-07-02 19:22:51,"ihillman",NA,NA,NA,NA,NA,"e5a6460d-9b6a-4697-a3b0-f587e6c4edf7","uuid:e5a6460d-9b6a-4697-a3b0-f587e6c4edf7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5.8","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","8","Y0",2023-05-19,"0","0",NA,"08:45:00.000+01:00","09:00:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1684482388359.jpg","1684482468014.jpg","1684482497009.jpg","1684482587230.jpg",NA,NA,NA,NA,NA,694,249839655,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:ab747c29-c23e-4141-9f84-1e80ef67fb2f","axhiGJQ8JzwkTYcgDTroJu","ab747c29-c23e-4141-9f84-1e80ef67fb2f","submitted_via_web",2023-07-02 19:28:02,"ihillman",NA,NA,NA,NA,NA,"0b483349-3f51-4b5d-b66f-64d23c0c14f3","uuid:0b483349-3f51-4b5d-b66f-64d23c0c14f3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5.9","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","9","Y0",2023-05-19,"0","0",NA,"08:58:00.000+01:00","09:15:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1684483214023.jpg","1684483318891.jpg","1684483353200.jpg","1684483445821.jpg",NA,NA,NA,NA,NA,695,249839765,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:733a8401-6727-456a-9d86-50fb9dffa60e","axhiGJQ8JzwkTYcgDTroJu","733a8401-6727-456a-9d86-50fb9dffa60e","submitted_via_web",2023-07-02 19:28:50,"ihillman",NA,NA,NA,NA,NA,"eb8e954f-93d7-42cd-9a25-564e0983915e","uuid:eb8e954f-93d7-42cd-9a25-564e0983915e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5. 10","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","10","Y0",2023-05-19,"0","0",NA,"09:08:00.000+01:00","09:20:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1684483828495.jpg","1684483924628.jpg","1684483965423.jpg","1684484070234.jpg",NA,NA,NA,NA,NA,696,249839916,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:1264f3ec-83f8-4b7c-9168-2266b173e541","axhiGJQ8JzwkTYcgDTroJu","1264f3ec-83f8-4b7c-9168-2266b173e541","submitted_via_web",2023-07-02 19:30:04,"ihillman",NA,NA,NA,NA,NA,"fa703876-fb4d-4ff4-b717-891791ae6786","uuid:fa703876-fb4d-4ff4-b717-891791ae6786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6.9","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","9","Y0",2023-05-19,"0","0",NA,"09:49:00.000+01:00","10:00:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1684486258572.jpg","1684486327630.jpg","1684486351678.jpg","1684486412313.jpg",NA,NA,NA,NA,NA,697,249840055,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:4f1b89c6-2348-437e-b4e0-d09fda720e0a","axhiGJQ8JzwkTYcgDTroJu","4f1b89c6-2348-437e-b4e0-d09fda720e0a","submitted_via_web",2023-07-02 19:30:48,"ihillman",NA,NA,NA,NA,NA,"a0f85c62-282f-4696-8913-d49e7c8c44d6","uuid:a0f85c62-282f-4696-8913-d49e7c8c44d6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6.10","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","10","Y0",2023-05-19,"0","0",NA,"10:00:00.000+01:00","10:15:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1684486915381.jpg","1684486983542.jpg","1684487008330.jpg","1684487070348.jpg",NA,NA,NA,NA,NA,698,249840127,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:7822fed2-95d5-4a6c-af55-01e7cff7ee0c","axhiGJQ8JzwkTYcgDTroJu","7822fed2-95d5-4a6c-af55-01e7cff7ee0c","submitted_via_web",2023-07-02 19:31:18,"ihillman",NA,NA,NA,NA,NA,"ba107465-91ac-4c1b-bd20-b2849f797474","uuid:ba107465-91ac-4c1b-bd20-b2849f797474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Is 9.9","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","9","Y0",2023-05-19,"0","0",NA,"10:22:00.000+01:00","10:35:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1684488418825.jpg","1684488273790.jpg","1684488294484.jpg","1684488375036.jpg",NA,NA,NA,NA,NA,699,249840172,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:516864bf-c0cb-4493-bcaf-a4a9ee915f98","axhiGJQ8JzwkTYcgDTroJu","516864bf-c0cb-4493-bcaf-a4a9ee915f98","submitted_via_web",2023-07-02 19:32:16,"ihillman",NA,NA,NA,NA,NA,"93034708-ef36-4211-bbaf-7573a067aa56","uuid:93034708-ef36-4211-bbaf-7573a067aa56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
