"Plot_ID","Site_ID","SiteType","Plot_Type","Country","Organization_Name","Plot_Permanence","Monitoring_Plot_Size","Strata_Number","Timeframe","Date","Resample_Main_Plot","Resample_3x3_Subplot","OtherTime","Start_Time","End_Time","SiteSize","ControlSize","TreesPresent","PlantingPattern","Coordinate_System_Used","NE_Photo","SE_Photo","SW_Photo","NW_Photo","Photos","NE_Photo_Small_Site","SE_Photo_SmallSites","SW_Photo_SmallSites","NW_Photo_SmallSites","main_index","_id","uuid","__version__","instanceID","_xform_id_string","_uuid","_status","_submission_time","_submitted_by","Photo_of_AB_Sightline2","Photo_of_AC_Sightline2","Photo_of_AD_Sightline2","Description_of_subpl_ithin_30m_x_30m_plot2","Additional_Photos_Optional3","rootUuid","deprecatedID","Notes17","TinyTrees","Photo_of_AB_Sightline1","Photo_of_AC_Sightline1","Photo_of_AD_Sightline1","Notes21","Notes5","Notes11","Description_of_subpl_ithin_30m_x_30m_plot1","LittleTreesPresent","Notes14","Photos4","Additional_Photos_Optional1","File"
"33","329","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-03,"0","0",NA,"16:00:00.000+02:00","16:13:00.000+02:00","Yes",NA,NA,"Same as 28","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,189663359,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:8375fac3-9ac9-4534-aebf-5fb9c64b9bb2","axhiGJQ8JzwkTYcgDTroJu","8375fac3-9ac9-4534-aebf-5fb9c64b9bb2","submitted_via_web",2022-10-04 06:05:56,NA,"16648057206048526411059442253246-16_2_13.jpg","16648057440976304658792469028489-16_2_35.jpg","16648057619484925205140719521578-16_2_52.jpg",NA,NA,"096179d7-2c0f-4fc3-86c0-819b368d417c","uuid:096179d7-2c0f-4fc3-86c0-819b368d417c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","279","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-04,"0","0",NA,"13:12:00.000+02:00","13:21:00.000+02:00","Yes",NA,NA,"2m entre plantes x 5M entre lignes","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,19,189725199,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:113421d6-d060-44db-9012-77a1d8cfe3fa","axhiGJQ8JzwkTYcgDTroJu","113421d6-d060-44db-9012-77a1d8cfe3fa","submitted_via_web",2022-10-04 11:22:02,NA,"image-13_16_52.jpg","image-13_17_4.jpg","image-13_17_19.jpg",NA,"image-13_20_58.jpg","8974cb59-294e-45c1-a450-30907bbf99e9","uuid:8974cb59-294e-45c1-a450-30907bbf99e9",NA,NA,NA,NA,NA,"Have no big trees in this plot",NA,NA,NA,NA,NA,NA,NA,NA
"17","334","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-04,"0","0",NA,"09:59:00.000+02:00","10:08:00.000+02:00","Yes",NA,NA,"Same as 16","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,21,190955945,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:9a81201c-74e2-4b74-850b-68ee702a482b","axhiGJQ8JzwkTYcgDTroJu","9a81201c-74e2-4b74-850b-68ee702a482b","submitted_via_web",2022-10-10 07:17:32,NA,"1664870564776801526103915047819-10_3_20.jpg","16648706051886493996279308788505-10_3_37.jpg","1664870625993512403936984863994-10_3_54.jpg",NA,NA,"6ba25c82-dc12-46b9-915e-2e04532cb870","uuid:6ba25c82-dc12-46b9-915e-2e04532cb870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","334","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-04,"0","0",NA,"10:57:00.000+02:00","11:02:00.000+02:00","Yes",NA,NA,"Same as 16","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,190956064,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:0399ef4d-0b8a-4912-a024-0d777632625d","axhiGJQ8JzwkTYcgDTroJu","0399ef4d-0b8a-4912-a024-0d777632625d","submitted_via_web",2022-10-10 07:18:16,NA,"16648740396637704784772957750986-11_0_47.jpg","16648740537093315029291220333280-11_1_3.jpg","16648740697641614984746678237106-11_1_16.jpg",NA,NA,"d88675d8-5831-435f-a54d-59dc9b691113","uuid:d88675d8-5831-435f-a54d-59dc9b691113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","279","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-04,"0","0",NA,"13:30:00.000+02:00","13:35:00.000+02:00","Yes",NA,NA,"Same as 1","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,31,190956218,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:9b054665-5a62-4c61-bd66-7ecf4b1ea61d","axhiGJQ8JzwkTYcgDTroJu","9b054665-5a62-4c61-bd66-7ecf4b1ea61d","submitted_via_web",2022-10-10 07:19:16,NA,"16648830889576953276798695733285-13_31_37.jpg","16648831038865727425644727763424-13_31_51.jpg","16648831167531867275416115337849-13_32_4.jpg",NA,NA,"a8ae3a37-2526-4c39-b4c3-379216b52b5b","uuid:a8ae3a37-2526-4c39-b4c3-379216b52b5b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","279","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-04,"0","0",NA,"14:08:00.000+02:00","14:13:00.000+02:00","Yes",NA,NA,"Same as 1","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,34,190956376,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:e4382970-d9ad-4bfa-a7cc-dbc8933409dc","axhiGJQ8JzwkTYcgDTroJu","e4382970-d9ad-4bfa-a7cc-dbc8933409dc","submitted_via_web",2022-10-10 07:19:59,NA,"16648854903632251078937292209916-14_11_38.jpg","16648855032661969848729833534543-14_11_53.jpg","16648855189897003899757943988622-14_12_8.jpg",NA,NA,"d1548591-610c-4618-b22b-389f04e22979","uuid:d1548591-610c-4618-b22b-389f04e22979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","279","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-04,"2","0",NA,"14:37:00.000+02:00","14:50:00.000+02:00","Yes",NA,"No","Idem précédent","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,37,190956468,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:1a3af622-fae2-4018-bcad-01c81368f485","axhiGJQ8JzwkTYcgDTroJu","1a3af622-fae2-4018-bcad-01c81368f485","submitted_via_web",2022-10-10 07:20:43,NA,NA,NA,NA,NA,NA,"58fdd0fe-e185-48ac-b27e-8b54a76c1da4","uuid:58fdd0fe-e185-48ac-b27e-8b54a76c1da4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","279","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-04,"2","0",NA,"14:55:00.000+02:00","15:10:00.000+02:00","Yes",NA,"No","Idem précédent","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,38,190956469,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:d537701d-d532-48a8-86fc-d2647b17d299","axhiGJQ8JzwkTYcgDTroJu","d537701d-d532-48a8-86fc-d2647b17d299","submitted_via_web",2022-10-10 07:20:43,NA,NA,NA,NA,NA,NA,"1ba771da-1875-4ea7-90dd-1f7c7b1c8d03","uuid:1ba771da-1875-4ea7-90dd-1f7c7b1c8d03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","279","Control","Control","France","Reforest Action",NA,"10x10",NA,"Y0",2022-10-04,"0","0",NA,"15:02:00.000+02:00","15:15:00.000+02:00",NA,"No",NA,NA,"Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,39,190956488,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:3eb1b9e5-69d8-4d0d-9c33-2a2570719859","axhiGJQ8JzwkTYcgDTroJu","3eb1b9e5-69d8-4d0d-9c33-2a2570719859","submitted_via_web",2022-10-10 07:20:48,NA,"16648886759383674688795182831786-15_4_49.jpg","16648886989859017890969666781424-15_5_6.jpg","16648887103095739672304174812114-15_5_15.jpg",NA,NA,"6f972905-30cc-4396-9950-dfe2b41cb79f","uuid:6f972905-30cc-4396-9950-dfe2b41cb79f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P01","S01","Restoration","Restoration","Madagascar","CI Madagascar","Permanent","3x3","agro","Y0",2023-03-07,"0","0",NA,"07:03:00.000+03:00","07:07:00.000+03:00","No",NA,NA,"2msur2m","WGS84","1678161980486.jpg","1678161989973.jpg","1678162000162.jpg","1678162010744.jpg","1678162111870.jpg",NA,NA,NA,NA,50,223397416,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:4c08220c-e545-4b12-84dd-482efdeda647","axhiGJQ8JzwkTYcgDTroJu","4c08220c-e545-4b12-84dd-482efdeda647","submitted_via_web",2023-03-07 04:19:36,"ihillman",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550-2","550","Restoration","Restoration","Mexico","CUCOS","Permanent","30x30","Sistemas agroforestales","Y0",2022-11-18,"1","0",NA,"12:29:00.000-06:00","13:30:00.000-06:00","Yes",NA,NA,"2.5 m  por 2.5 m","Geograficas",NA,NA,NA,NA,NA,NA,NA,NA,NA,51,224763824,"5fd2c309dc8446ada30a1db9fd875804","vBsrP9tC837bTiP8K7q6xj","uuid:818be55a-8e5b-4ac1-8787-d8cc6e9993b8","axhiGJQ8JzwkTYcgDTroJu","818be55a-8e5b-4ac1-8787-d8cc6e9993b8","submitted_via_web",2023-03-13 16:36:56,"ihillman","1668802104559.jpg","1668802122739.jpg",NA,"La parcela de 3m por 3 m se encuentra más al suroeste de la de 30m por 30m.","1668801742850.jpg","60434711-e4c4-443d-8f78-7329caaa642d","uuid:60434711-e4c4-443d-8f78-7329caaa642d",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295-14","295","Restoration","Restoration","Mexico","FONCET","Permanent","30x30","Plantación  tradicional no comercial","Y0",2023-03-28,"0","0",NA,"11:03:00.000-06:00","12:03:00.000-06:00","Yes",NA,NA,"3 metros por 3 metros","Geográfica","1680023297799.jpg","1680023482513.jpg","1680023571008.jpg","1680023696099.jpg",NA,NA,NA,NA,NA,86,229325946,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:a9276a33-cf60-41dd-bc21-79de5d9829f7","axhiGJQ8JzwkTYcgDTroJu","a9276a33-cf60-41dd-bc21-79de5d9829f7","submitted_via_web",2023-04-01 02:46:15,"ihillman",NA,NA,NA,"A 10 metros de la esquina nor oeste","1680024141233.jpg",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295-16","295","Restoration","Restoration","Mexico","FONCET","Permanent","30x30","Plantación tradicional no comercial","Y0",2023-03-28,"0","0",NA,"12:26:00.000-06:00","13:26:00.000-06:00","Yes",NA,NA,"3 m por 3 m","Geográficas","1680028181144.jpg","1680028315329.jpg","1680028502025.jpg","1680028622469.jpg",NA,NA,NA,NA,NA,88,229326523,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:a0f561a1-229d-40e5-8dd2-83ab9bc82fae","axhiGJQ8JzwkTYcgDTroJu","a0f561a1-229d-40e5-8dd2-83ab9bc82fae","submitted_via_web",2023-04-01 02:53:45,"ihillman",NA,NA,NA,"A 10 metros la esquina noreste","1680029331279.jpg",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295-17","295","Restoration","Restoration","Mexico","FONCET","Permanent","30x30","Plantación tradicional no comercial","Y0",2023-03-28,"0","0",NA,"13:07:00.000-06:00","14:07:00.000-06:00","Yes",NA,NA,"3 m por 3 m","Geográficas","1680030647187.jpg","1680030939750.jpg","1680031209495.jpg","1680031363872.jpg",NA,NA,NA,NA,NA,89,229326643,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:7034ac5e-84e7-4713-8204-14df8566c8c7","axhiGJQ8JzwkTYcgDTroJu","7034ac5e-84e7-4713-8204-14df8566c8c7","submitted_via_web",2023-04-01 02:55:53,"ihillman",NA,NA,NA,"A 10 metros de la esquina noreste","1680031931251.jpg",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295-23","295","Restoration","Restoration","Mexico","FONCET","Permanent","30x30","Plantación tradicional  no comercial","Y0",2023-03-29,"0","0",NA,"09:50:00.000-06:00","10:50:00.000-06:00","Yes",NA,NA,"3 m por 3 m","Geográficas","1680105177798.jpg","1680105322193.jpg","1680105663171.jpg","1680105961124.jpg",NA,NA,NA,NA,NA,92,229327028,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:2ffc0730-d4d3-4c61-910c-456d78f51fd6","axhiGJQ8JzwkTYcgDTroJu","2ffc0730-d4d3-4c61-910c-456d78f51fd6","submitted_via_web",2023-04-01 03:03:25,"ihillman",NA,NA,NA,"A 5 metros  alado noreste","1680107126449.jpg",NA,NA,"No hay especies  de 1 a 9.9 cm ADP","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295-24","295","Restoration","Restoration","Mexico","FONCET","Permanent","30x30","Plantación tradicional no comercial","Y0",2023-03-29,"0","0",NA,"10:38:00.000-06:00","11:38:00.000-06:00","Yes",NA,NA,"3 m por 3 m","Geográficas","1680108041317.jpg","1680108238574.jpg","1680108546366.jpg","1680108678310.jpg",NA,NA,NA,NA,NA,93,229327138,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:d35e4346-0ad7-416f-a84c-d76f5b057a80","axhiGJQ8JzwkTYcgDTroJu","d35e4346-0ad7-416f-a84c-d76f5b057a80","submitted_via_web",2023-04-01 03:05:28,"ihillman",NA,NA,NA,"A 8 metros de lado nor oeste","1680109279025.jpg",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350-3","350","Restoration","Restoration","Mexico","Café Capitan","Permanent","30x30",NA,"Y0",2023-02-24,"0","0",NA,"12:47:00.000-06:00","13:48:00.000-06:00","Yes",NA,NA,"3x2","UTM","1677257366435.jpg","1677257474138.jpg","1677257652962.jpg","1677257869143.jpg",NA,NA,NA,NA,NA,103,229426644,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:a000f237-7b53-414a-8b3e-ed8725bd22a2","axhiGJQ8JzwkTYcgDTroJu","a000f237-7b53-414a-8b3e-ed8725bd22a2","submitted_via_web",2023-04-01 14:29:25,"ihillman",NA,NA,NA,"Entre esquina de suroeste y noreste",NA,NA,NA,NA,"No",NA,NA,NA,"Árbol frutal guayaba será podada",NA,NA,NA,NA,NA,NA,NA,NA
"1274-2","1274","Restoration","Restoration","Mexico","Café Capitan","Permanent","30x30",NA,"Y0",2023-04-12,"0","0",NA,"15:29:00.000-05:00","16:29:00.000-05:00","Yes",NA,NA,"1.30*130 están plantadas las plantas","Utm","1681331557844.jpg","1681331749743.jpg","1681331930434.jpg","1681332129981.jpg",NA,NA,NA,NA,NA,155,232742742,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:6b90cb74-46df-4cf1-b822-3a4fba9816b9","axhiGJQ8JzwkTYcgDTroJu","6b90cb74-46df-4cf1-b822-3a4fba9816b9","submitted_via_web",2023-04-18 16:32:14,"ihillman",NA,NA,NA,"Lado sureste de la parcela",NA,NA,NA,NA,"No",NA,NA,NA,"Existen tres tipos de árbol que serán tumbados el siguiente año",NA,NA,NA,NA,NA,NA,NA,NA
"1274-1","1274","Restoration","Restoration","Mexico","Café Capitan","Permanent","30x30",NA,"Y0",2023-04-12,"0","0",NA,"15:03:00.000-05:00","16:03:00.000-05:00","Yes",NA,NA,"1.30*1.30, están sembradas las plantas","Utm","1681330112223.jpg","1681330256909.jpg","1681330391723.jpg","1681330555240.jpg",NA,NA,NA,NA,NA,156,232748411,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:1d23bf1a-de71-4e75-b465-10602de1dd28","axhiGJQ8JzwkTYcgDTroJu","1d23bf1a-de71-4e75-b465-10602de1dd28","submitted_via_web",2023-04-18 16:57:58,"ihillman",NA,NA,NA,"Lado sureste",NA,NA,NA,"Lado sureste","No",NA,NA,NA,"Existen árboles que serán tumbados",NA,NA,NA,NA,NA,NA,NA,NA
