"Organization_Name","Site_ID","count_Y0","count_Y25","count_Y5","restored_Y25","restored_Y5"
"FONCET","REBITRI-OP-APS-FONCET",NA,NA,NA,NA,NA
"FONCET","REBITRI-OP-RGL-FONCET",NA,NA,NA,NA,NA
"FONCET","REBITRI-UPM-AVS-FONCET",NA,NA,NA,NA,NA
"Faja Lobi","95",8161.66245874587,NA,NA,NA,NA
"Faja Lobi","96",4092.60782894737,NA,NA,NA,NA
"Fedecovera","S01",NA,NA,NA,NA,NA
"Fedecovera","S03",NA,NA,NA,NA,NA
"Fedecovera","S05",NA,NA,NA,NA,NA
"Fedecovera","S09",NA,NA,NA,NA,NA
"Fedecovera","S10",NA,NA,NA,NA,NA
"Fedecovera","S11",NA,NA,NA,NA,NA
"Fedecovera","S12",NA,NA,NA,NA,NA
"Fedecovera","S14",NA,NA,NA,NA,NA
"Fedecovera","S17",NA,NA,NA,NA,NA
"GANB","40",4500.46666666667,NA,NA,NA,NA
"Green Forests Work","2007",NA,NA,NA,NA,NA
"Grow Trees","273B1P1",NA,NA,NA,NA,NA
"Grow Trees","Rr",NA,NA,NA,NA,NA
"Macuiles","1219",NA,NA,NA,NA,NA
"Macuiles","1221",NA,NA,NA,NA,NA
"Macuiles","1222",NA,NA,NA,NA,NA
"Macuiles","1223",NA,NA,NA,NA,NA
"Macuiles","1224",NA,NA,NA,NA,NA
"Macuiles","1225",NA,NA,NA,NA,NA
"Macuiles","1250",NA,NA,NA,NA,NA
"Macuiles","1251",NA,NA,NA,NA,NA
"Macuiles","1252",NA,NA,NA,NA,NA
"Macuiles","1253",NA,NA,NA,NA,NA
"Macuiles","1254",NA,NA,NA,NA,NA
"Macuiles","1256",NA,NA,NA,NA,NA
"Macuiles","1257",NA,NA,NA,NA,NA
"Macuiles","1258",NA,NA,NA,NA,NA
"Macuiles","1260",NA,NA,NA,NA,NA
"Macuiles","784",NA,NA,NA,NA,NA
"Macuiles","803",NA,NA,NA,NA,NA
"Macuiles","849",NA,NA,NA,NA,NA
"Macuiles","864",NA,NA,NA,NA,NA
"Macuiles","865",NA,NA,NA,NA,NA
"Macuiles","866",NA,NA,NA,NA,NA
"Macuiles","867",NA,NA,NA,NA,NA
"Reforest Action","279",50380.82,NA,NA,NA,NA
"Reforest Action","329",32450.587260274,NA,NA,NA,NA
"Reforest Action","333",45646.53,NA,NA,NA,NA
"Reforest Action","334",NA,NA,NA,NA,NA
"Reforest Action2","275",92.0559722222222,NA,NA,NA,NA
"Reforest Action2","302",1309.57407407407,NA,NA,NA,NA
"Reforest Action2","306",19565.3344444444,NA,NA,NA,NA
"Reforest Action2","307",17853.8888888889,NA,NA,NA,NA
"Taotsara","1821",NA,NA,NA,NA,NA
"Taotsara","1823",2195.62962962963,NA,NA,NA,NA
"Taotsara","1825",1360,NA,NA,NA,NA
"Taotsara","1828",14012.7573333333,NA,NA,NA,NA
"Taotsara","1829",1638.22222222222,NA,NA,NA,NA
"Taotsara","1833",12305.2057142857,NA,NA,NA,NA
"Taotsara","1834",321.888888888889,NA,NA,NA,NA
"Taotsara","1835",30847.9512195122,NA,NA,NA,NA
"Taotsara","1836",37337.2965814511,NA,NA,NA,NA
"Taotsara","1837",5792.22222222222,NA,NA,NA,NA
"Taotsara","1839",NA,NA,NA,NA,NA
"Taotsara","1840",4866.6489102211,NA,NA,NA,NA
"Taotsara","1848",3057.43558088002,NA,NA,NA,NA
"Taotsara","1849",7249.89410463095,NA,NA,NA,NA
"Taotsara","1850",184.666666666667,NA,NA,NA,NA
"Taotsara","1851",2660.53858641037,NA,NA,NA,NA
"Taotsara","1852",23528.4403669725,NA,NA,NA,NA
"Taotsara","1854",2800.02828706129,NA,NA,NA,NA
"Taotsara","1856",131783.333333333,NA,NA,NA,NA
"Taotsara","1859",1641.97530864198,NA,NA,NA,NA
"Taotsara","1860",108.76943158894,NA,NA,NA,NA
"Taotsara","1861",4047.92753623188,NA,NA,NA,NA
"Taotsara","1862",NA,NA,NA,NA,NA
"Taotsara","1864",NA,NA,NA,NA,NA
"Taotsara","1868",135.037037037037,NA,NA,NA,NA
"Taotsara","1869",276.039800995025,NA,NA,NA,NA
"Taotsara","1870",80298.795993816,NA,NA,NA,NA
"Taotsara","1871",16378.1081081081,NA,NA,NA,NA
"Taotsara","1872",4919.99099099099,NA,NA,NA,NA
"Taotsara","1873",164.034444444444,NA,NA,NA,NA
"Taotsara","1876",NA,NA,NA,NA,NA
"Taotsara","1877",10142.3911111111,NA,NA,NA,NA
"Taotsara","1878",1447.6,NA,NA,NA,NA
"Taotsara","1879",128.965185185185,NA,NA,NA,NA
